time,ids,centers,rotation
11-06 16:58:25.68,(32),"(-12.70625,  -6.01875)",(3.141592653589793)
11-06 16:58:25.79,(32),"(-12.70625,  -6.6875 )",(3.114572622012248)
11-06 16:58:25.91,(32),"(-12.0375,  -8.025 )",(3.141592653589793)
11-06 16:58:26.02,(32),"(-12.0375,  -9.3625)",(3.141592653589793)
11-06 16:58:26.13,(32),"(-11.36875, -10.03125)",(3.141592653589793)
11-06 16:58:26.24,(32),"(-11.36875, -12.0375 )",(3.141592653589793)
11-06 16:58:26.35,(32),"(-11.36875, -12.70625)",(3.1679040253155044)
11-06 16:58:26.47,(32),"(-11.36875, -13.375  )",(3.1679040253155044)
11-06 16:58:26.58,(32),"(-11.36875, -13.375  )",(3.141592653589793)
11-06 16:58:26.69,(32),"(-10.7    , -14.04375)",(3.1686126851673384)
11-06 16:58:26.80,(32),"(-10.7   , -14.7125)",(3.141592653589793)
11-06 16:58:26.90,(32),"(-10.03125, -16.05   )",(3.1679040253155044)
11-06 16:58:27.01,(32),"(-10.03125, -16.71875)",(3.114572622012248)
11-06 16:58:27.13,(32),"( -9.3625, -17.3875)",(3.115281281864082)
11-06 16:58:27.24,(32),"( -8.69375, -18.725  )",(3.141592653589793)
11-06 16:58:27.34,(32),"( -8.69375, -19.39375)",(3.1679040253155044)
11-06 16:58:27.45,(32),"( -8.69375, -20.0625 )",(3.114572622012248)
11-06 16:58:27.57,(32),"( -8.025  , -20.73125)",(3.141592653589793)
11-06 16:58:27.68,(32),"( -7.35625, -21.4    )",(3.141592653589793)
11-06 16:58:27.79,(32),"( -7.35625, -22.06875)",(3.1686126851673384)
11-06 16:58:27.90,(32),"( -6.6875 , -23.40625)",(3.1941768766454213)
11-06 16:58:28.02,(32),"( -6.6875, -24.075 )",(3.1679040253155044)
11-06 16:58:28.13,(32),"( -6.01875, -24.74375)",(3.1686126851673384)
11-06 16:58:28.24,(32),"( -6.01875, -26.08125)",(3.1679040253155044)
11-06 16:58:28.35,(32),"( -5.35   , -27.41875)",(3.1941768766454213)
11-06 16:58:28.46,(32),"( -5.35  , -28.0875)",(3.1679040253155044)
11-06 16:58:28.58,(32),"( -4.68125, -29.425  )",(3.1679040253155044)
11-06 16:58:28.69,(32),"( -3.34375, -30.7625 )",(3.1941768766454213)
11-06 16:58:28.80,(32),"( -3.34375, -31.43125)",(3.1686126851673384)
11-06 16:58:28.90,(32),"( -2.675  , -31.43125)",(3.1686126851673384)
11-06 16:58:29.01,(32),"( -2.675, -32.1  )",(3.1686126851673384)
11-06 16:58:29.13,(32),"( -2.00625, -33.4375 )",(3.1679040253155044)
11-06 16:58:29.24,(32),"( -2.00625, -34.10625)",(3.1686126851673384)
11-06 16:58:29.35,(32),"( -2.00625, -35.44375)",(3.1686126851673384)
11-06 16:58:29.46,(32),"( -1.3375 , -36.78125)",(3.1941768766454213)
11-06 16:58:29.58,(32),"( -1.3375, -37.45  )",(3.1955945999975475)
11-06 16:58:29.69,(32),"( -1.3375 , -38.11875)",(3.1686126851673384)
11-06 16:58:29.80,(32),"( -0.66875, -39.45625)",(3.141592653589793)
11-06 16:58:29.91,(32),"( -0.66875, -40.79375)",(3.1679040253155044)
11-06 16:58:30.03,(32),"(  0.    , -41.4625)",(3.1679040253155044)
11-06 16:58:30.14,(32),"(  0.    , -41.4625)",(3.141592653589793)
11-06 16:58:30.25,(32),"(  0. , -42.8)",(3.1679040253155044)
11-06 16:58:30.36,(32),"(  0.66875, -43.46875)",(3.1686126851673384)
11-06 16:58:30.48,(32),"(  0.66875, -44.80625)",(3.1686126851673384)
11-06 16:58:30.59,(32),"(  1.3375 , -46.14375)",(3.1955945999975475)
11-06 16:58:30.70,(32),"(  2.00625, -47.48125)",(3.1955945999975475)
11-06 16:58:30.82,(32),"(  2.00625, -48.15   )",(3.141592653589793)
11-06 16:58:30.93,(32),"(  2.00625, -49.4875 )",(3.1672269584729498)
11-06 16:58:31.04,(32),"(  2.00625, -50.15625)",(3.1679040253155044)
11-06 16:58:31.15,(32),"(  2.00625, -50.825  )",(3.141592653589793)
11-06 16:58:31.27,(32),"(  2.00625, -51.49375)",(3.1955945999975475)
11-06 16:58:31.38,(32),"(  2.00625, -52.83125)",(3.1672269584729498)
11-06 16:58:31.49,(32),"(  2.00625, -54.16875)",(3.1672269584729498)
11-06 16:58:31.60,(32),"(  2.675 , -54.8375)",(3.1679040253155044)
11-06 16:58:31.70,(32),"(  2.675  , -55.50625)",(3.1686126851673384)
11-06 16:58:31.82,(32),"(  2.675  , -56.84375)",(3.1679040253155044)
11-06 16:58:31.93,(32),"(  2.675  , -58.18125)",(3.141592653589793)
11-06 16:58:32.03,(32),"(  3.34375, -58.85   )",(3.1679040253155044)
11-06 16:58:32.15,(32),"(  3.34375, -60.1875 )",(3.141592653589793)
11-06 16:58:32.27,(32),"(  4.0125 , -60.85625)",(3.1686126851673384)
11-06 16:58:32.38,(32),"(  4.0125 , -62.19375)",(3.141592653589793)
11-06 16:58:32.48,(32),"(  4.68125, -61.525  )",(3.1686126851673384)
11-06 16:58:32.59,(32),"(  4.68125, -62.8625 )",(3.1686126851673384)
11-06 16:58:32.70,(32),"(  5.35, -64.2 )",(3.141592653589793)
11-06 16:58:32.82,(32),"(  5.35  , -65.5375)",(3.1679040253155044)
11-06 16:58:32.92,(32),"(  5.35   , -66.20625)",(3.1679040253155044)
11-06 16:58:33.03,(32),"(  5.35   , -67.54375)",(3.1679040253155044)
11-06 16:58:33.13,(32),"(  5.35  , -68.2125)",(3.1686126851673384)
11-06 16:58:33.25,(32),"(  6.01875, -69.55   )",(3.1955945999975475)
11-06 16:58:33.36,(32),"(  6.01875, -70.21875)",(3.1686126851673384)
11-06 16:58:33.47,(32),"(  6.01875, -71.55625)",(3.1679040253155044)
11-06 16:58:33.59,(32),"(  6.01875, -71.55625)",(3.1679040253155044)
11-06 16:58:33.70,(32),"(  6.01875, -72.89375)",(3.1679040253155044)
11-06 16:58:33.81,(32),"(  6.01875, -73.5625 )",(3.1686126851673384)
11-06 16:58:33.92,(32),"(  6.01875, -74.9    )",(3.1679040253155044)
11-06 16:58:34.02,(32),"(  6.01875, -76.2375 )",(3.1679040253155044)
11-06 16:58:34.13,(32),"(  6.01875, -77.575  )",(3.1672269584729498)
11-06 16:58:34.24,(32),"(  6.01875, -78.24375)",(3.1679040253155044)
11-06 16:58:34.36,(32),"(  6.01875, -78.9125 )",(3.1686126851673384)
11-06 16:58:34.47,(32),"(  6.6875, -80.25  )",(3.1955945999975475)
11-06 16:58:34.57,(32),"(  6.6875 , -80.91875)",(3.141592653589793)
11-06 16:58:34.69,(32),"(  6.6875, -81.5875)",(3.1693634018177654)
11-06 16:58:34.79,(32),"(  6.01875, -82.25625)",(3.1686126851673384)
11-06 16:58:34.90,(32),"(  6.01875, -82.925  )",(3.1941768766454213)
11-06 16:58:35.01,(32),"(  6.01875, -84.2625 )",(3.1686126851673384)
11-06 16:58:35.13,(32),"(  6.6875, -85.6   )",(3.1941768766454213)
11-06 16:58:35.24,(32),"(  6.6875, -86.9375)",(3.1679040253155044)
11-06 16:58:35.34,(32),"(  6.6875 , -87.60625)",(3.1686126851673384)
11-06 16:58:35.45,(32),"(  8.025 , -89.6125)",(3.1672269584729498)
11-06 16:58:35.57,(32),"(  8.025 , -89.6125)",(3.1679040253155044)
11-06 16:58:35.67,(32),"(  8.69375, -90.95   )",(3.1672269584729498)
11-06 16:58:35.79,(32),"(  8.69375, -92.2875 )",(3.1941768766454213)
11-06 16:58:35.89,(32),"(  8.025 , -92.2875)",(3.1686126851673384)
11-06 16:58:36.01,(32),"(  8.025 , -92.2875)",(3.1941768766454213)
11-06 16:58:36.12,(32),"(  8.025, -93.625)",(3.1686126851673384)
11-06 16:58:36.23,(32),"(  8.025 , -94.9625)",(3.1679040253155044)
11-06 16:58:36.34,(32),"(  8.025, -96.3  )",(3.1686126851673384)
11-06 16:58:36.45,(32),"(  8.69375, -96.96875)",(3.1686126851673384)
11-06 16:58:36.57,(32),"(  8.69375, -98.30625)",(3.1679040253155044)
11-06 16:58:36.68,(32),"(  8.69375, -99.64375)",(3.1679040253155044)
11-06 16:58:36.79,(32),"(   9.3625 , -100.98125)",(3.1955945999975475)
11-06 16:58:36.90,(32),"(   9.3625, -101.65  )",(3.1672269584729498)
11-06 16:58:37.02,(32),"(   9.3625, -102.9875)",(3.1679040253155044)
11-06 16:58:37.13,(32),"(   9.3625, -102.9875)",(3.1679040253155044)
11-06 16:58:37.23,(32),"(   9.3625 , -103.65625)",(3.192829409793797)
11-06 16:58:37.34,(32),"(  10.03125, -104.99375)",(3.1941768766454213)
11-06 16:58:37.45,(32),"(   9.3625, -105.6625)",(3.1686126851673384)
11-06 16:58:37.56,(32),"(   9.3625 , -106.33125)",(3.1693634018177654)
11-06 16:58:37.67,(32),"(  10.03125, -107.66875)",(3.1679040253155044)
11-06 16:58:37.79,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:37.88,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.00,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.11,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.22,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.33,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.44,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.55,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.65,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.77,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.87,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:38.98,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.09,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.20,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.32,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.44,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.55,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.66,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.76,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
11-06 16:58:39.87,(32),"(  10.7   , -108.3375)",(3.1941768766454213)
11-06 16:58:39.98,(32),"(  10.03125, -108.3375 )",(3.1679040253155044)
