height of setup:,210
time,value of sensor0,value of sensor1,value of sensor2
1,574,988,1066
2,573,982,1066
3,571,978,1069
4,568,973,1067
5,565,970,1067
6,563,968,1067
7,559,965,1065
8,557,963,1064
9,553,961,1063
10,549,961,1062
11,548,959,1059
12,544,958,1058
13,542,957,1056
14,539,956,1054
15,537,955,1054
16,536,956,1052
17,536,955,1050
18,538,954,1050
19,543,955,1049
20,552,955,1048
22,561,954,1047
23,569,955,1047
24,581,954,1047
25,598,953,1046
26,618,953,1046
27,637,954,1044
28,651,953,1041
29,661,953,1039
30,667,953,1036
31,669,954,1034
32,666,955,1032
33,658,959,1032
34,650,963,1057
35,639,970,1106
36,632,981,1155
37,631,991,1201
38,636,1005,1245
39,643,1018,1281
40,648,1034,1303
41,648,1046,1304
42,646,1055,1289
43,643,1062,1264
44,638,1066,1238
46,631,1066,1213
47,625,1063,1192
48,618,1057,1174
49,610,1051,1155
50,603,1045,1140
51,595,1038,1129
52,587,1032,1116
53,581,1025,1105
54,576,1019,1096
55,580,1013,1089
56,617,1010,1083
57,715,1009,1077
58,834,1010,1073
59,942,1014,1067
60,1050,1018,1066
61,1148,1024,1061
62,1239,1031,1057
63,1315,1041,1053
64,1365,1055,1050
65,1388,1073,1045
66,1381,1090,1042
67,1351,1104,1037
69,1306,1113,1033
70,1253,1118,1031
71,1192,1119,1028
72,1131,1118,1026
73,1070,1113,1024
74,1013,1108,1022
75,959,1103,1021
76,912,1097,1020
77,875,1089,1022
78,840,1079,1023
79,811,1071,1026
80,784,1062,1030
81,759,1055,1033
82,740,1052,1035
83,723,1047,1036
84,719,1043,1036
85,746,1039,1034
86,798,1033,1031
87,852,1026,1029
88,892,1022,1029
89,914,1018,1028
90,914,1014,1029
92,895,1013,1030
93,869,1013,1032
94,860,1012,1033
95,908,1010,1034
96,1006,1007,1036
97,1093,1004,1038
98,1159,1001,1039
99,1197,999,1040
100,1217,996,1041
101,1219,994,1042
102,1204,992,1042
103,1170,991,1042
104,1129,991,1041
105,1086,990,1040
106,1045,990,1038
107,1009,990,1038
108,977,993,1038
109,948,994,1039
110,922,997,1038
111,898,1001,1040
112,881,1006,1041
113,867,1009,1043
114,853,1010,1044
116,842,1011,1045
117,830,1012,1045
118,821,1012,1046
119,811,1014,1046
120,800,1014,1046
121,786,1013,1047
122,771,1011,1047
123,755,1010,1048
124,739,1011,1048
125,723,1010,1050
126,708,1010,1052
127,695,1008,1056
128,682,1004,1058
129,671,1001,1060
130,662,996,1061
