height of setup:,100
time,value of sensor0,value of sensor1,value of sensor2
0,614,1221,1049
1,610,1163,1025
2,604,1114,1003
3,597,1075,985
4,588,1043,971
5,584,1018,959
7,581,996,948
8,579,980,938
9,576,966,930
10,574,954,921
11,568,945,913
12,562,934,906
13,557,926,900
14,564,917,894
15,583,909,888
16,610,903,883
17,661,897,879
18,760,893,874
19,1041,892,870
20,1649,900,866
21,2526,952,863
22,3410,1087,860
23,4095,1279,858
24,4603,1443,855
25,5393,1549,853
26,6784,1590,851
27,8384,1587,850
28,9857,1567,847
29,11123,1543,847
31,12135,1523,845
32,12933,1516,845
33,13598,1524,849
34,14018,1525,854
35,14187,1509,857
36,14159,1478,860
37,14042,1440,861
38,13935,1398,860
39,13871,1356,858
40,13828,1317,857
41,13885,1277,852
42,13992,1249,848
43,13999,1241,846
44,13894,1250,846
45,13682,1258,848
46,13347,1258,850
47,12886,1251,851
48,12353,1244,850
49,11755,1227,847
50,11089,1214,845
51,10385,1212,843
52,9674,1232,843
54,8986,1256,843
55,8300,1272,845
56,7583,1288,845
57,6860,1305,846
58,6191,1318,846
59,5611,1333,846
60,5137,1343,845
61,4746,1356,843
62,4372,1368,843
63,4010,1374,841
64,3645,1368,840
65,3307,1349,838
66,2999,1325,837
67,2727,1301,837
68,2488,1275,837
69,2280,1252,838
70,2100,1229,840
71,1943,1209,842
72,1812,1192,843
73,1728,1177,845
74,1704,1164,846
75,1705,1156,846
76,1706,1149,847
78,1700,1140,847
79,1693,1130,847
80,1684,1120,846
81,1671,1109,846
82,1649,1101,846
83,1621,1091,846
84,1585,1083,844
85,1534,1077,844
86,1474,1072,844
87,1410,1068,842
88,1343,1066,843
89,1284,1069,842
90,1230,1073,842
91,1185,1080,843
92,1144,1086,845
93,1116,1091,847
94,1098,1096,849
95,1087,1102,852
96,1075,1107,854
97,1063,1106,856
98,1051,1104,859
99,1043,1099,861
101,1034,1095,864
102,1023,1088,869
103,1007,1080,873
104,988,1072,877
105,970,1064,880
106,952,1056,881
107,935,1050,882
108,919,1045,884
109,907,1039,886
110,919,1035,889
111,945,1030,889
112,974,1026,896
113,992,1020,932
114,993,1016,1044
115,982,1012,1238
116,961,1009,1471
117,937,1007,1698
118,911,1006,1869
119,886,1005,1946
120,862,1002,1938
121,841,998,1874
122,820,992,1787
123,802,984,1695
125,786,977,1605
126,772,972,1522
127,761,965,1448
128,761,959,1383
129,770,954,1324
130,778,948,1276
131,785,943,1231
132,791,939,1194
133,798,935,1160
134,804,930,1130
135,806,926,1102
136,804,920,1078
137,804,915,1056
138,803,909,1035
139,800,904,1016
140,794,899,1001
141,783,894,986
