height of setup:,71
time,value of sensor0,value of sensor1,value of sensor2
2,853,1048,928
3,851,1029,912
4,847,1012,898
5,842,998,887
6,839,989,877
7,837,982,868
8,833,978,861
9,826,973,855
10,817,970,851
11,808,967,848
12,802,964,844
13,797,962,841
14,793,960,839
15,791,958,837
16,792,955,835
17,794,954,833
18,808,954,831
19,840,958,830
20,1008,981,830
21,2377,1041,831
22,5440,1154,830
24,9626,1319,829
25,14173,1540,829
26,17743,1798,828
27,19937,2052,827
28,21220,2270,826
29,22016,2439,826
30,22519,2636,826
31,22816,2899,826
32,22957,3161,826
33,23016,3401,827
34,23078,3762,829
35,23108,4395,833
36,22917,4911,841
37,22609,5231,850
38,22335,5421,856
39,22177,5466,862
40,22128,5453,869
41,22129,5363,876
42,22132,5221,884
43,22093,5032,897
44,21999,4904,923
45,21833,4901,974
46,21547,5008,1052
48,21135,5181,1183
49,20655,5384,1390
50,20182,5604,1608
51,19765,5806,1782
52,19421,5976,1919
53,19070,6126,2058
54,18654,6259,2199
55,18185,6361,2337
56,17665,6418,2553
57,17055,6443,3267
58,16326,6438,3814
59,15531,6413,3965
60,14701,6370,3889
61,13859,6303,3711
62,13016,6214,3485
63,12196,6091,3239
64,11414,5934,2983
65,10683,5765,2746
66,10035,5604,2547
67,9465,5451,2379
68,8952,5302,2239
69,8446,5183,2128
71,7923,5108,2036
72,7400,5040,1950
73,6896,4941,1868
74,6425,4809,1783
75,6003,4651,1699
76,5643,4478,1614
77,5336,4302,1535
78,5084,4121,1466
79,4863,3968,1405
80,4655,3815,1352
81,4453,3650,1308
82,4262,3500,1268
83,4079,3352,1233
84,3902,3210,1203
85,3742,3076,1179
86,3610,2945,1162
87,3507,2825,1150
88,3427,2708,1137
89,3339,2592,1122
90,3235,2480,1109
91,3110,2377,1095
92,2970,2287,1085
93,2827,2209,1081
95,2691,2143,1080
96,2570,2086,1083
97,2460,2042,1088
98,2354,2006,1094
99,2255,1978,1098
100,2163,1953,1101
101,2081,1932,1098
102,2010,1913,1094
103,1950,1892,1091
104,1908,1871,1090
105,1908,1847,1087
106,1982,1820,1084
107,2096,1788,1080
108,2194,1756,1074
109,2258,1731,1069
110,2304,1710,1063
111,2348,1694,1059
112,2386,1679,1054
113,2407,1666,1048
114,2410,1654,1043
115,2407,1641,1036
116,2389,1621,1028
118,2356,1602,1019
119,2316,1583,1011
120,2268,1567,1004
121,2216,1556,998
122,2152,1551,993
123,2074,1550,989
124,1985,1549,987
125,1894,1549,986
126,1807,1547,985
127,1727,1546,986
128,1651,1549,986
129,1585,1556,988
130,1523,1570,993
131,1471,1579,998
132,1433,1579,1001
133,1420,1576,1004
134,1424,1572,1005
135,1428,1566,1005
136,1423,1569,1003
137,1414,1577,999
138,1409,1580,995
139,1412,1574,990
140,1413,1564,985
142,1404,1552,982
143,1388,1537,980
144,1369,1517,976
145,1346,1497,975
146,1321,1480,973
147,1297,1469,972
148,1271,1461,971
149,1250,1451,970
150,1231,1444,970
151,1216,1436,970
152,1204,1429,970
153,1191,1422,972
154,1181,1415,972
155,1176,1409,972
156,1163,1403,974
157,1156,1395,977
158,1151,1395,981
159,1143,1396,992
160,1129,1395,1024
161,1110,1390,1077
162,1092,1378,1130
163,1079,1362,1165
165,1071,1346,1182
166,1067,1332,1184
167,1061,1319,1179
168,1051,1307,1170
169,1048,1300,1155
170,1052,1293,1135
171,1053,1289,1114
172,1052,1288,1094
173,1046,1292,1078
174,1039,1295,1065
175,1032,1298,1051
176,1027,1299,1038
177,1020,1298,1025
178,1017,1299,1013
179,1013,1299,1003
180,1011,1297,993
181,1009,1294,985
182,1008,1287,977
183,1009,1280,971
184,1017,1275,966
185,1027,1268,960
186,1033,1258,954
187,1032,1249,948
189,1028,1239,943
190,1028,1230,938
191,1033,1220,935
192,1039,1212,930
193,1041,1204,926
194,1041,1196,921
195,1034,1186,917
196,1026,1176,914
197,1016,1165,910
198,1005,1154,908
199,998,1144,906
200,996,1134,905
201,1002,1123,904
202,1012,1112,903
203,1023,1103,903
204,1032,1095,903
205,1032,1086,902
206,1022,1079,900
207,1011,1074,899
208,997,1071,897
209,986,1068,895
210,977,1065,892
212,972,1062,890
213,966,1061,887
214,958,1061,884
215,947,1061,881
216,936,1061,878
217,924,1062,876
218,911,1062,875
219,901,1061,874
220,891,1060,874
221,881,1057,873
222,871,1056,872
223,864,1054,873
224,858,1053,874
225,853,1053,877
226,848,1055,881
227,841,1057,886
228,833,1059,889
229,825,1060,891
230,817,1059,893
231,809,1059,895
232,802,1058,896
233,798,1059,900
234,798,1061,904
236,798,1064,909
237,800,1066,912
238,803,1068,914
239,810,1067,915
240,820,1064,914
241,837,1059,912
242,854,1054,909
243,869,1053,904
244,881,1053,900
245,887,1051,896
246,888,1048,894
247,884,1046,891
248,875,1045,889
249,864,1045,888
250,850,1047,887
251,837,1048,887
252,822,1051,886
253,808,1052,886
254,797,1052,887
255,792,1052,887
256,792,1054,887
257,790,1054,889
259,786,1054,888
260,781,1052,886
261,777,1047,886
262,774,1038,883
263,772,1028,880
264,769,1016,877
265,769,1005,873
266,772,993,870
