height of setup:,71
time,value of sensor0,value of sensor1,value of sensor2
2,544,807,795
3,549,807,795
4,552,809,794
5,554,809,795
6,557,809,793
7,558,810,794
8,557,812,794
9,554,813,794
10,552,815,795
11,549,816,794
12,548,819,793
13,548,821,794
14,550,825,794
15,562,828,793
16,598,830,793
17,665,834,794
18,796,842,793
19,1248,861,793
20,2846,903,793
21,6677,990,792
22,12114,1152,792
23,16692,1356,791
24,19394,1549,791
26,20877,1708,790
27,21724,1843,791
28,22226,1973,791
29,22554,2102,793
30,22758,2265,794
31,22820,2469,794
32,22769,2807,796
33,22709,3403,805
34,22575,3853,821
35,22464,4233,850
36,22432,4604,928
37,22447,4901,1084
38,22482,5107,1268
39,22517,5225,1436
40,22554,5282,1579
41,22584,5319,1690
42,22582,5353,1799
43,22509,5384,1883
44,22383,5444,2026
45,22274,5568,2244
46,22173,5776,2491
47,22034,6038,2762
49,21803,6295,2976
50,21478,6514,3141
51,21093,6663,3271
52,20646,6740,3393
53,20125,6822,3586
54,19539,6917,3807
55,18932,7023,4039
56,18345,7093,4256
57,17785,7114,4445
58,17269,7102,4605
59,16821,7088,4738
60,16443,7117,4873
61,16061,7139,4932
62,15675,7091,4898
63,15229,7019,4770
64,14746,6892,4576
65,14222,6733,4372
66,13650,6591,4182
67,13058,6443,4003
68,12460,6241,3815
69,11879,5978,3642
70,11317,5712,3511
71,10767,5493,3477
73,10234,5331,3510
74,9721,5203,3531
75,9238,5094,3517
76,8823,4996,3470
77,8515,4906,3405
78,8296,4806,3303
79,8145,4701,3167
80,8021,4594,2992
81,7859,4519,2821
82,7637,4451,2667
83,7381,4375,2556
84,7081,4305,2472
85,6717,4232,2399
86,6308,4175,2337
87,5888,4126,2281
88,5472,4070,2221
89,5085,3999,2171
90,4745,3943,2150
91,4460,3885,2143
92,4209,3823,2115
93,3973,3754,2072
94,3750,3674,2035
96,3543,3595,2015
97,3354,3511,2007
98,3183,3417,1983
99,3031,3317,1944
100,2896,3224,1903
101,2775,3134,1866
102,2665,3051,1833
103,2560,2976,1806
104,2464,2907,1786
105,2378,2844,1763
106,2307,2779,1729
107,2250,2716,1698
108,2207,2660,1679
109,2174,2606,1668
110,2141,2554,1660
111,2099,2508,1655
112,2050,2468,1650
113,1999,2440,1645
114,1950,2418,1641
115,1903,2397,1639
116,1856,2368,1635
117,1813,2333,1629
119,1775,2289,1618
120,1745,2234,1601
121,1718,2169,1578
122,1697,2102,1551
123,1673,2042,1527
124,1659,1998,1509
125,1662,1964,1493
126,1676,1941,1482
127,1685,1924,1473
128,1678,1911,1466
129,1657,1894,1455
130,1631,1869,1443
131,1607,1840,1428
132,1578,1818,1415
133,1551,1816,1408
134,1526,1828,1405
135,1504,1841,1400
136,1484,1844,1390
137,1464,1837,1377
138,1442,1824,1361
139,1419,1811,1346
140,1391,1802,1334
141,1364,1794,1328
143,1335,1793,1325
144,1305,1802,1324
145,1273,1810,1322
146,1247,1813,1319
147,1230,1811,1312
148,1223,1802,1298
149,1224,1785,1281
150,1224,1758,1263
151,1225,1728,1243
152,1226,1697,1221
153,1227,1668,1202
154,1230,1643,1183
155,1237,1625,1167
156,1248,1611,1153
157,1257,1597,1140
158,1259,1582,1127
159,1254,1562,1111
160,1246,1538,1099
161,1236,1511,1087
162,1227,1482,1076
163,1220,1452,1063
164,1213,1426,1053
166,1203,1405,1044
167,1191,1384,1031
168,1178,1364,1017
169,1165,1351,1003
170,1154,1341,990
171,1147,1334,979
172,1139,1329,969
173,1131,1325,963
174,1120,1319,958
175,1106,1313,954
176,1089,1304,951
177,1072,1294,947
178,1056,1283,942
179,1043,1273,938
180,1031,1265,933
181,1020,1259,930
182,1012,1252,927
183,1005,1241,925
184,1000,1226,922
185,998,1211,919
186,997,1197,918
187,997,1185,917
188,996,1177,917
190,993,1170,918
191,988,1166,920
192,982,1163,921
193,974,1162,923
194,965,1160,923
195,954,1157,924
196,943,1154,924
197,936,1149,925
198,934,1142,925
199,943,1136,925
200,964,1127,924
201,984,1119,921
202,992,1108,919
203,993,1097,916
204,992,1084,913
205,988,1072,909
206,984,1061,906
207,979,1051,904
208,970,1043,902
209,959,1033,899
210,949,1024,898
211,938,1015,896
213,929,1007,896
214,923,1001,894
215,926,995,893
