height of setup:,200
time,value of sensor0,value of sensor1,value of sensor2
16,512,921,979
17,511,918,976
18,512,917,973
19,515,914,972
20,518,912,970
21,520,912,968
22,522,910,967
23,535,909,966
24,565,909,966
25,619,910,965
26,690,916,965
27,743,932,963
28,762,962,962
29,768,1008,962
30,766,1062,962
32,760,1112,963
33,746,1153,963
34,732,1182,966
35,717,1200,967
36,709,1207,969
37,707,1210,971
38,707,1205,973
39,718,1195,974
40,729,1184,974
41,736,1168,975
42,743,1152,975
43,751,1132,976
44,759,1115,977
45,763,1096,977
46,766,1079,978
47,767,1063,980
48,765,1050,980
49,757,1039,980
50,743,1031,981
51,724,1025,981
52,707,1017,980
53,692,1010,980
55,678,1000,979
56,664,990,978
57,652,980,977
58,640,970,976
59,628,962,975
60,617,955,975
61,607,949,975
62,598,945,975
63,590,942,976
64,583,940,975
65,576,938,974
66,570,936,974
67,565,933,974
68,559,931,972
69,557,928,972
70,562,925,971
71,571,923,971
72,585,921,970
73,601,921,969
74,625,918,968
75,650,917,967
76,668,916,968
77,680,915,970
79,699,914,976
80,734,914,982
81,779,914,989
82,818,916,993
83,843,918,996
84,853,919,998
85,850,921,1000
86,834,923,1001
87,814,926,1003
88,799,929,1006
89,791,932,1007
90,783,934,1007
91,773,936,1007
92,761,937,1007
93,751,938,1007
94,745,939,1008
95,738,939,1007
96,732,940,1007
97,726,939,1008
98,718,940,1008
99,709,939,1008
100,699,940,1008
101,686,940,1008
103,673,939,1009
104,658,939,1008
105,647,940,1007
106,635,940,1007
107,628,939,1006
108,622,939,1006
109,617,938,1008
110,614,936,1012
111,614,936,1013
112,613,936,1014
113,611,937,1014
114,606,937,1014
115,596,938,1014
116,589,939,1013
117,580,939,1014
118,573,939,1015
119,568,940,1015
120,562,940,1015
121,557,941,1015
122,553,942,1015
123,553,944,1015
124,555,946,1015
125,559,947,1016
126,562,949,1015
128,565,950,1014
129,567,950,1012
130,566,950,1011
131,566,949,1011
132,563,949,1010
133,562,949,1009
134,558,950,1009
135,555,949,1009
136,552,949,1009
137,549,948,1009
138,546,948,1010
139,546,949,1011
140,545,950,1013
141,543,950,1014
142,542,950,1013
143,541,950,1014
144,540,950,1016
145,543,949,1017
146,548,949,1019
147,555,949,1019
148,559,949,1020
149,560,949,1020
151,558,949,1020
152,555,948,1020
153,552,947,1021
154,553,946,1020
155,554,945,1020
156,554,945,1022
157,558,946,1023
158,559,946,1025
159,562,947,1026
160,562,947,1027
161,562,947,1030
162,559,948,1034
163,557,950,1037
164,553,952,1040
165,549,953,1041
166,547,955,1042
167,546,956,1041
168,544,957,1039
169,544,957,1037
170,544,956,1036
171,543,955,1034
172,543,955,1032
173,544,955,1032
175,546,954,1032
176,547,954,1032
177,548,954,1033
178,549,954,1033
179,552,954,1035
180,555,954,1037
181,557,954,1037
182,557,956,1038
183,557,957,1040
184,556,958,1040
185,551,959,1041
186,548,959,1040
187,548,959,1041
188,548,958,1040
189,549,959,1041
190,549,958,1040
191,548,959,1041
192,546,958,1041
193,543,957,1041
194,541,958,1040
195,538,958,1040
196,536,957,1040
197,534,958,1040
199,530,957,1040
200,529,957,1039
201,527,956,1038
202,525,956,1037
203,522,955,1036
204,520,955,1034
205,518,955,1035
206,516,954,1034
207,515,954,1033
208,516,954,1033
209,517,953,1033
210,520,953,1032
211,521,953,1031
212,523,955,1030
213,524,957,1029
214,524,958,1029
215,524,957,1030
216,524,958,1031
217,524,959,1033
218,525,960,1034
219,526,959,1037
220,529,959,1039
221,530,959,1040
223,533,959,1040
224,534,958,1041
225,534,958,1042
226,535,957,1044
227,534,957,1045
228,533,955,1045
229,533,955,1046
230,533,955,1047
231,533,954,1049
232,533,954,1049
233,534,955,1050
234,534,956,1051
235,535,956,1051
236,535,956,1052
237,534,955,1049
238,534,954,1046
239,533,952,1043
240,533,950,1039
241,532,948,1036
242,530,946,1032
243,529,945,1027
244,526,944,1024
246,523,942,1023
247,521,941,1022
248,519,940,1023
249,518,940,1024
250,518,939,1025
251,517,939,1027
252,517,940,1028
253,516,940,1028
254,516,941,1028
255,517,941,1029
256,516,941,1028
257,515,940,1029
258,515,941,1028
259,514,941,1028
260,512,940,1029
261,511,941,1028
262,509,941,1029
263,508,941,1028
264,508,941,1028
265,511,941,1028
266,518,941,1027
267,525,942,1029
268,531,942,1030
270,536,942,1032
271,539,941,1033
272,540,941,1035
273,541,942,1036
274,539,943,1036
275,536,944,1036
276,534,946,1036
277,530,947,1033
278,526,948,1030
279,523,948,1027
280,521,948,1024
281,518,948,1022
282,516,947,1020
283,516,945,1019
284,518,944,1016
285,521,943,1017
286,524,941,1017
287,526,940,1016
288,528,939,1017
289,528,938,1016
290,530,938,1017
