height of setup:,105
time,value of sensor0,value of sensor1,value of sensor2
1,556,816,857
2,557,812,855
3,558,808,851
4,561,804,848
5,564,801,844
6,565,797,841
7,567,795,838
8,565,793,837
9,563,790,835
10,559,790,834
11,555,790,833
13,552,789,831
14,550,790,831
15,550,791,831
16,576,791,832
17,681,792,831
18,872,795,832
19,1093,796,834
20,1278,798,834
21,1466,798,836
22,1804,800,836
23,2362,799,835
24,3089,801,836
25,4007,801,836
26,5224,802,836
27,6760,804,833
28,8467,805,833
29,10188,808,832
30,11651,812,832
31,12709,815,833
32,13404,817,833
33,13845,820,835
34,14209,830,847
36,14233,844,918
37,13743,866,1421
38,12926,949,2441
39,12017,1161,3110
40,11120,1380,3284
41,10262,1554,3274
42,9455,1653,3167
43,8708,1685,3003
44,8075,1680,2826
45,7768,1659,2654
46,7957,1643,2509
47,8398,1650,2399
48,8908,1679,2311
49,9285,1717,2238
50,9412,1751,2174
51,9344,1770,2112
52,9213,1772,2048
53,9081,1766,1981
54,8892,1758,1915
55,8589,1757,1853
56,8153,1758,1796
57,7622,1755,1745
58,7062,1750,1697
60,6574,1750,1652
61,6308,1755,1611
62,6227,1756,1571
63,6210,1749,1532
64,6275,1738,1496
65,6400,1723,1463
66,6483,1704,1437
67,6498,1682,1414
68,6490,1656,1391
69,6512,1631,1367
70,6578,1610,1343
71,6621,1593,1316
72,6600,1576,1287
73,6470,1555,1259
74,6202,1534,1232
75,5833,1514,1209
76,5406,1495,1193
77,4963,1478,1178
78,4524,1460,1169
79,4083,1445,1163
80,3695,1432,1162
81,3471,1420,1158
83,3316,1404,1153
84,3147,1386,1149
85,2964,1370,1145
86,2779,1357,1138
87,2614,1342,1129
88,2481,1325,1120
89,2384,1308,1111
90,2313,1294,1104
91,2259,1276,1097
92,2199,1263,1090
93,2118,1252,1082
94,2037,1244,1074
95,1966,1240,1065
96,1902,1236,1056
97,1849,1232,1047
98,1813,1230,1039
99,1791,1230,1031
100,1785,1230,1024
101,1797,1226,1015
102,1793,1219,1004
103,1756,1211,994
104,1692,1201,986
105,1613,1192,977
107,1532,1179,968
108,1453,1166,961
109,1382,1154,954
110,1318,1143,950
111,1260,1132,946
112,1208,1123,943
113,1161,1118,941
114,1117,1115,939
115,1082,1111,937
116,1051,1109,937
117,1029,1107,939
118,1008,1107,941
119,988,1108,941
120,967,1109,943
121,943,1109,943
122,919,1107,942
123,895,1101,941
124,874,1097,943
125,857,1093,947
126,843,1089,950
127,829,1086,952
128,819,1082,954
130,810,1077,955
131,803,1072,956
132,796,1067,954
133,790,1063,950
134,783,1057,945
135,785,1050,941
136,803,1044,935
137,825,1037,932
138,841,1031,930
139,844,1025,927
140,840,1019,926
141,832,1013,924
142,825,1007,923
143,817,1002,924
144,806,997,923
