height of setup:,165
time,value of sensor0,value of sensor1,value of sensor2
0,614,981,1095
1,614,986,1101
2,614,990,1107
3,612,993,1110
4,613,997,1124
5,611,1007,1139
6,609,1018,1144
7,609,1025,1141
9,606,1026,1130
10,604,1023,1116
11,605,1014,1105
12,606,1005,1095
13,607,998,1089
14,609,992,1083
15,609,987,1078
16,607,983,1073
17,606,979,1067
18,608,976,1060
19,611,971,1056
20,622,968,1052
21,637,966,1050
22,657,962,1047
23,682,959,1044
24,725,958,1041
25,806,956,1038
26,915,955,1036
27,1029,955,1034
28,1125,955,1032
29,1191,957,1031
30,1224,958,1029
32,1256,960,1028
33,1374,960,1026
34,1644,959,1025
35,2017,958,1024
36,2438,955,1023
37,3090,951,1024
38,3858,946,1019
39,4620,944,1017
40,5391,945,1017
41,6173,944,1017
42,6873,948,1017
43,7387,953,1016
44,7679,960,1017
45,7815,968,1016
46,7862,979,1016
47,7812,994,1016
48,7693,1012,1015
49,7525,1035,1015
50,7332,1064,1016
51,7034,1108,1015
52,6631,1167,1016
53,6176,1236,1018
54,5727,1300,1019
56,5314,1351,1021
57,4944,1385,1023
58,4696,1404,1023
59,4632,1421,1024
60,4690,1433,1026
61,4727,1435,1030
62,4712,1428,1035
63,4661,1423,1038
64,4559,1425,1040
65,4400,1435,1041
66,4192,1442,1040
67,3955,1445,1039
68,3711,1445,1038
69,3470,1441,1036
70,3242,1432,1034
71,3020,1422,1034
72,2812,1412,1033
73,2612,1400,1033
74,2426,1391,1033
75,2255,1385,1034
76,2105,1370,1033
77,1969,1349,1032
79,1848,1324,1036
80,1742,1301,1044
81,1649,1282,1053
82,1570,1266,1061
83,1506,1254,1068
84,1471,1243,1072
85,1472,1235,1077
86,1492,1225,1080
87,1509,1216,1084
88,1516,1205,1085
89,1518,1196,1088
90,1530,1185,1090
91,1561,1176,1093
92,1602,1167,1095
93,1643,1158,1096
94,1673,1152,1097
95,1682,1146,1096
96,1671,1141,1094
97,1657,1135,1091
98,1647,1128,1089
99,1639,1122,1085
100,1645,1116,1083
101,1663,1111,1080
103,1668,1105,1077
104,1669,1101,1074
105,1672,1098,1072
106,1659,1096,1069
107,1619,1095,1066
108,1554,1095,1063
109,1476,1097,1059
110,1395,1101,1059
111,1319,1109,1061
112,1253,1117,1065
113,1198,1121,1067
114,1151,1122,1069
115,1114,1119,1070
116,1079,1113,1069
117,1050,1103,1068
118,1023,1091,1069
119,1003,1079,1069
120,989,1069,1067
121,975,1058,1067
122,958,1048,1065
123,940,1041,1064
124,922,1034,1064
126,904,1029,1065
127,888,1025,1066
128,875,1021,1068
129,868,1020,1068
130,870,1019,1069
131,909,1017,1068
132,976,1019,1069
133,1025,1020,1069
134,1044,1020,1069
135,1040,1021,1067
136,1022,1020,1067
137,999,1020,1065
138,973,1019,1064
139,946,1019,1064
140,924,1017,1064
141,906,1015,1063
142,893,1013,1063
143,884,1011,1061
144,876,1009,1060
145,870,1007,1059
146,862,1004,1058
147,857,1002,1057
148,853,1001,1057
150,850,999,1057
151,849,999,1056
152,847,1000,1057
153,843,999,1058
154,837,1001,1059
155,827,1002,1060
156,814,1002,1061
157,801,1004,1061
158,792,1005,1063
159,796,1005,1063
160,813,1004,1063
161,835,1004,1064
162,854,1003,1064
163,867,1002,1064
164,873,1000,1065
165,875,999,1065
166,873,998,1065
167,869,997,1065
168,862,997,1064
169,851,996,1064
170,837,995,1064
171,821,996,1063
173,806,993,1063
174,791,994,1065
175,778,993,1065
176,766,991,1065
177,755,992,1065
178,747,991,1066
179,741,991,1066
180,737,992,1066
181,733,994,1066
182,732,995,1067
183,739,996,1067
184,755,998,1068
185,778,1000,1068
186,801,1003,1070
187,821,1008,1071
188,836,1012,1073
189,848,1016,1075
190,857,1017,1074
191,860,1017,1074
192,857,1018,1074
193,851,1019,1073
194,843,1020,1072
195,835,1020,1072
197,825,1021,1073
198,816,1020,1074
199,806,1021,1076
200,793,1020,1078
201,780,1021,1080
202,765,1022,1083
203,755,1023,1086
204,747,1023,1089
205,738,1023,1094
206,730,1024,1096
207,721,1025,1099
208,711,1026,1102
209,703,1029,1104
210,695,1030,1108
211,687,1032,1109
212,680,1032,1111
213,674,1034,1112
214,670,1035,1114
215,667,1034,1113
216,665,1034,1113
217,665,1033,1113
218,666,1033,1112
220,668,1031,1111
221,673,1030,1110
222,680,1029,1108
223,690,1028,1107
224,701,1026,1106
225,711,1024,1105
226,721,1022,1103
227,730,1020,1102
228,739,1017,1101
229,752,1015,1100
230,760,1015,1099
231,764,1013,1097
232,765,1012,1097
233,762,1011,1096
234,757,1011,1096
235,749,1010,1095
236,739,1010,1096
237,729,1012,1095
238,721,1013,1095
239,716,1014,1096
240,716,1014,1098
241,719,1015,1101
242,725,1017,1104
244,737,1019,1105
245,753,1025,1107
246,769,1030,1108
247,779,1033,1109
248,783,1036,1109
249,786,1038,1109
250,789,1038,1108
251,790,1039,1109
252,785,1040,1109
253,780,1039,1110
254,768,1039,1111
255,756,1039,1112
256,744,1039,1112
257,731,1038,1112
258,720,1039,1112
259,713,1037,1112
260,709,1037,1113
261,709,1037,1115
262,711,1037,1115
263,713,1037,1116
264,714,1038,1116
265,718,1038,1116
266,729,1039,1115
268,741,1038,1115
269,751,1037,1114
270,756,1034,1115
271,759,1032,1117
272,759,1030,1120
273,759,1027,1122
274,758,1027,1121
275,754,1024,1118
276,747,1022,1115
277,736,1020,1111
278,724,1018,1110
279,715,1015,1109
280,704,1013,1109
281,696,1012,1109
282,686,1010,1107
283,677,1008,1104
284,668,1006,1099
285,659,1004,1095
286,652,1000,1091
287,645,998,1086
