height of setup:,46
time,value of sensor0,value of sensor1,value of sensor2
34,25077,8691,2366
35,25082,8674,2777
36,25034,8962,3856
37,25028,9311,4494
38,25051,9386,4893
39,25093,9333,5204
40,25108,9386,5577
41,25085,9637,6098
42,25033,10112,6827
43,25071,10557,7461
45,25030,11015,7942
46,24941,11560,8483
47,24888,12163,9064
48,24864,12782,9482
49,24835,13309,9731
50,24812,13769,10096
51,24788,14440,10717
52,24743,15509,11566
53,24658,16678,12680
54,24566,17665,14024
55,24514,18435,15361
56,24467,19002,16405
57,24409,19409,17269
58,24360,19696,18216
59,24283,19864,19041
60,24211,19940,19815
61,24171,19980,20578
62,24109,19996,21229
63,24041,19962,21689
64,23959,19867,21907
65,23916,19688,21851
66,24016,19386,21531
67,24152,18973,21014
69,24248,18547,20428
70,24250,18122,19802
71,24209,17711,19184
72,24160,17289,18600
73,24119,16846,18069
74,24091,16405,17607
75,24061,15969,17161
76,24019,15524,16683
77,23969,15069,16171
78,23906,14608,15658
79,23819,14148,15197
80,23714,13711,14770
81,23594,13329,14352
82,23461,13018,13902
83,23315,12797,13379
84,23137,12675,12931
85,22928,12621,12574
86,22709,12596,12270
87,22472,12565,11906
88,22183,12503,11431
89,21821,12424,10952
90,21368,12346,10490
92,20850,12250,10012
93,20286,12095,9553
94,19678,11866,9064
95,19022,11614,8468
96,18286,11363,7993
97,17478,11141,7618
98,16611,10926,7317
99,15701,10698,7080
100,14795,10461,6933
101,13882,10207,6836
102,13017,9952,6783
103,12186,9691,6767
104,11387,9408,6727
105,10644,9094,6670
106,9992,8784,6623
107,9419,8528,6589
108,8949,8317,6491
109,8549,8106,6322
110,8184,7894,6064
111,7843,7682,5770
112,7528,7482,5498
113,7251,7305,5307
114,6981,7174,5205
115,6743,7088,5193
117,6530,7014,5283
118,6260,6890,5371
119,5978,6747,5442
120,5678,6597,5520
121,5377,6468,5622
