height of setup:,170
time,value of sensor0,value of sensor1,value of sensor2
1,636,968,1064
2,631,965,1061
3,626,963,1058
4,622,962,1058
5,617,961,1056
6,613,960,1054
7,608,960,1052
8,605,959,1051
9,600,958,1050
11,598,957,1050
12,596,957,1048
13,596,958,1047
14,596,958,1047
15,597,961,1047
16,596,964,1046
17,595,967,1045
18,592,971,1045
19,588,975,1044
20,584,976,1042
21,581,979,1041
22,577,981,1044
23,575,984,1043
24,572,988,1045
25,574,993,1045
26,582,998,1045
27,637,1003,1050
28,872,1007,1054
29,1099,1011,1059
30,1229,1028,1064
31,1274,1074,1069
32,1268,1141,1076
33,1236,1193,1081
35,1191,1219,1087
36,1142,1223,1090
37,1094,1215,1090
38,1053,1196,1087
39,1025,1172,1080
40,1002,1146,1071
41,981,1118,1062
42,967,1094,1053
43,984,1073,1046
44,1045,1055,1042
45,1183,1042,1038
46,1413,1033,1036
47,1674,1026,1033
48,1917,1019,1031
49,2136,1014,1028
50,2302,1012,1026
51,2439,1009,1026
52,2553,1008,1028
53,2613,1009,1034
54,2608,1013,1040
55,2534,1019,1045
56,2410,1031,1047
57,2268,1044,1049
59,2130,1061,1051
60,2032,1081,1054
61,2005,1091,1054
62,2021,1098,1054
63,2058,1112,1054
64,2100,1134,1052
65,2115,1167,1052
66,2091,1199,1054
67,2036,1236,1055
68,1976,1264,1058
69,1914,1277,1060
70,1847,1269,1064
71,1777,1251,1081
72,1698,1230,1101
73,1612,1217,1122
74,1528,1213,1140
75,1454,1211,1149
76,1386,1208,1148
77,1325,1203,1142
78,1260,1196,1134
79,1199,1187,1127
80,1146,1175,1120
82,1119,1169,1112
83,1113,1159,1107
84,1110,1153,1100
85,1095,1146,1094
86,1088,1138,1091
87,1100,1131,1087
88,1120,1124,1083
89,1132,1117,1079
90,1134,1110,1078
91,1127,1103,1076
92,1121,1094,1074
93,1119,1088,1072
94,1121,1084,1072
95,1113,1081,1071
96,1094,1077,1070
97,1071,1073,1069
98,1040,1068,1070
99,1014,1063,1070
100,991,1057,1071
101,970,1052,1072
102,949,1046,1072
103,931,1045,1073
104,922,1043,1074
106,911,1042,1074
107,899,1039,1073
108,882,1036,1071
109,866,1035,1067
110,861,1032,1064
111,873,1028,1059
112,911,1025,1054
113,958,1021,1050
114,992,1017,1047
115,1003,1013,1045
116,1002,1010,1041
117,992,1007,1042
118,974,1006,1040
119,952,1003,1039
120,927,1002,1038
121,903,1001,1035
122,879,1000,1034
123,858,1000,1032
124,840,998,1030
125,820,997,1029
126,803,995,1029
127,785,994,1027
129,769,993,1027
130,757,991,1025
131,745,989,1025
132,735,987,1025
133,729,986,1022
134,726,985,1021
135,727,982,1020
136,730,980,1020
137,734,980,1018
138,738,979,1017
139,742,979,1018
140,750,979,1019
141,760,981,1022
142,768,986,1024
143,772,990,1027
144,770,992,1029
145,768,996,1034
146,766,1000,1036
147,768,1003,1038
148,774,1008,1040
149,789,1010,1042
150,806,1010,1044
151,822,1008,1046
153,840,1005,1047
154,850,1003,1047
155,853,999,1048
156,846,997,1048
157,833,993,1049
158,814,989,1049
159,794,987,1050
160,772,985,1051
161,754,985,1052
162,737,984,1052
163,721,982,1053
164,709,981,1053
165,703,979,1054
166,700,979,1055
167,705,977,1055
168,707,976,1055
169,706,976,1055
170,702,975,1056
171,699,975,1057
