height of setup:,74
time,value of sensor0,value of sensor1,value of sensor2
337,796,1048,964
338,791,1041,962
340,785,1039,962
341,780,1037,960
342,778,1034,958
343,775,1032,954
344,773,1030,949
345,770,1027,942
346,766,1025,937
347,762,1023,931
348,757,1023,926
349,753,1022,921
350,751,1020,916
351,747,1018,913
352,744,1015,909
353,741,1014,906
354,737,1012,904
355,731,1013,901
356,724,1013,902
357,718,1016,901
358,710,1016,901
359,708,1016,900
360,705,1016,900
361,705,1016,899
362,705,1014,898
364,708,1013,899
365,711,1012,898
366,714,1010,898
367,716,1008,898
368,715,1007,898
369,712,1006,899
370,708,1005,899
371,703,1005,900
372,699,1004,901
373,694,1006,902
374,692,1007,903
375,693,1008,905
376,704,1010,906
377,721,1010,907
378,747,1011,908
379,780,1017,910
380,816,1028,912
381,851,1046,916
382,879,1070,920
383,894,1104,925
