height of setup:,64
time,value of sensor0,value of sensor1,value of sensor2
33,26458,3319,1814
34,26463,3189,1820
35,26449,3321,2087
36,26431,3603,2355
37,26412,3955,2518
38,26435,4428,2702
39,26479,4954,2909
40,26506,5413,3054
41,26513,5794,3167
42,26512,6150,3306
43,26501,6455,3435
44,26487,6826,3539
45,26471,7322,3678
46,26448,7724,3836
48,26376,8065,4108
49,26294,8506,4410
50,26223,9004,4619
51,26180,9624,4877
52,26093,10330,5292
53,25991,10824,5752
54,25890,10957,6102
55,25803,10853,6329
56,25762,10710,6590
57,25738,10649,6988
58,25665,10663,7512
59,25413,10736,8106
60,25082,10771,8576
61,24604,10800,8827
62,23983,10887,9042
63,23294,11036,9449
64,22526,11217,10125
65,21670,11410,11170
66,20754,11566,12341
67,19843,11633,13208
68,18961,11582,13510
69,18097,11456,13398
71,17298,11333,13166
72,16600,11229,12897
73,15941,11150,12576
74,15314,11066,12224
75,14726,10956,11853
76,14139,10828,11518
77,13541,10703,11212
78,12956,10573,10928
79,12399,10440,10647
80,11873,10308,10337
81,11395,10154,9950
82,10932,9976,9505
83,10454,9787,9033
84,9943,9603,8585
85,9417,9424,8182
86,8955,9235,7852
87,8578,9034,7595
88,8276,8824,7355
89,8049,8583,7126
90,7882,8313,6870
91,7732,8005,6618
92,7569,7714,6374
93,7397,7416,6184
95,7244,7156,6095
96,7085,6920,6074
97,6904,6718,6062
98,6701,6555,6057
99,6480,6433,6078
100,6256,6342,6113
101,6051,6266,6139
102,5884,6195,6091
103,5769,6124,5947
104,5684,6071,5774
105,5580,6030,5619
106,5425,6001,5503
107,5239,5960,5415
108,5044,5923,5347
109,4813,5874,5294
110,4608,5802,5226
111,4417,5714,5135
112,4252,5616,5015
113,4091,5519,4863
114,3936,5421,4724
115,3782,5308,4594
116,3677,5165,4458
118,3630,5011,4297
119,3628,4885,4118
120,3663,4805,3936
121,3747,4755,3734
