height of setup:,215
time,value of sensor0,value of sensor1,value of sensor2
0,503,933,1048
1,506,934,1044
2,508,934,1040
3,507,934,1037
4,507,934,1033
5,505,933,1029
6,503,933,1027
7,499,931,1024
8,499,932,1023
10,502,932,1023
11,507,932,1030
12,512,932,1050
13,515,932,1081
14,516,933,1105
15,516,935,1118
16,515,937,1121
17,515,940,1118
18,516,943,1112
19,520,947,1103
20,527,948,1092
21,532,949,1085
22,537,949,1075
23,540,950,1069
24,539,949,1061
25,537,949,1056
26,533,950,1052
27,527,950,1049
28,524,950,1046
29,520,948,1042
30,515,949,1040
31,512,949,1038
33,509,949,1037
34,508,949,1036
35,510,949,1035
36,517,950,1034
37,532,954,1032
38,652,974,1031
39,939,1015,1030
40,1201,1070,1030
41,1401,1127,1029
42,1534,1174,1028
43,1606,1202,1028
44,1657,1214,1028
45,1714,1214,1027
46,1800,1206,1027
47,1921,1196,1025
48,2044,1183,1023
49,2168,1170,1021
50,2279,1155,1018
51,2355,1143,1015
52,2399,1132,1014
53,2418,1116,1012
54,2409,1102,1014
55,2369,1088,1012
57,2304,1077,1013
58,2227,1068,1014
59,2158,1066,1014
60,2121,1067,1014
61,2129,1070,1013
62,2178,1071,1014
63,2267,1071,1014
64,2383,1068,1014
65,2483,1065,1014
66,2536,1064,1014
67,2553,1062,1013
68,2533,1061,1013
69,2472,1060,1012
70,2399,1060,1013
71,2361,1062,1010
72,2335,1064,1010
73,2282,1064,1009
74,2206,1060,1008
75,2111,1058,1007
76,1996,1060,1006
77,1858,1063,1003
78,1718,1063,1002
80,1586,1061,999
81,1464,1060,997
82,1354,1058,994
83,1261,1055,993
84,1181,1052,992
85,1115,1047,992
86,1062,1041,992
87,1018,1035,992
88,979,1032,992
89,942,1030,993
90,909,1030,994
91,878,1030,995
92,849,1030,996
93,824,1028,997
94,805,1027,998
95,808,1025,999
96,854,1023,999
97,926,1022,1000
98,989,1021,1001
99,1026,1021,1001
100,1038,1023,1002
101,1035,1038,1003
102,1023,1070,1005
104,1008,1114,1006
105,989,1161,1008
106,968,1204,1009
107,950,1247,1014
108,929,1285,1025
109,911,1318,1044
110,892,1341,1065
111,877,1353,1083
112,863,1354,1093
113,849,1349,1100
114,836,1333,1102
115,822,1307,1100
116,808,1277,1095
117,793,1243,1090
118,781,1211,1085
119,765,1180,1078
120,753,1154,1070
121,741,1130,1063
122,729,1108,1057
123,717,1090,1050
124,705,1072,1043
125,693,1058,1037
127,683,1044,1031
128,676,1033,1024
129,670,1024,1018
130,665,1015,1013
131,665,1008,1010
132,667,1001,1008
133,672,993,1008
