height of setup:,35
time,value of sensor0,value of sensor1,value of sensor2
37,21782,9017,9880
38,21576,9244,11262
39,21473,9342,13554
40,21418,9201,14892
41,21367,8986,16027
42,21338,8757,16966
43,21323,8642,17658
44,21272,8758,17996
45,21187,8905,18168
46,21152,8834,17865
47,21155,8719,17380
48,21197,8722,16829
49,21232,8838,16258
50,21241,9056,15626
51,21206,9382,14925
52,21039,9692,14189
53,20948,9743,13456
54,20792,9661,12698
55,20606,9501,11982
56,20449,9161,11373
57,20264,8810,10922
58,20122,8623,10642
60,20045,8715,10634
61,20091,8744,10916
62,20272,8574,11081
63,20466,8226,11035
64,20623,7769,10916
65,20743,7222,10760
66,20820,6690,10575
67,20768,6220,10304
68,20725,5781,9941
69,20639,5458,9621
70,20581,5223,9369
71,20514,5111,9367
72,20481,5070,9550
73,20532,5023,9704
74,20593,4987,9639
75,20626,5043,9332
76,20607,5275,9073
77,20451,5863,9240
78,20293,6395,9660
79,20149,6932,10252
80,19949,7570,11345
81,19679,8297,12526
82,19264,9071,13691
84,18770,9801,14891
85,18266,10428,15924
86,17737,10850,16603
87,17147,11100,17104
88,16392,11219,17459
89,15483,11173,17888
90,14478,11027,18333
91,13372,10861,18776
92,12254,10832,19131
93,11068,10978,19444
94,9756,11311,19714
95,8484,11585,19871
96,7412,11625,19832
97,6721,11472,19592
98,6513,11190,19182
99,6595,10851,18632
100,6422,10419,18126
101,5880,9932,17798
102,5326,9478,17547
103,5012,9084,17325
104,4767,8716,17049
105,4528,8343,16710
106,4322,7965,16404
108,4168,7604,16207
109,3937,7259,16071
110,3703,6922,15924
111,3564,6631,15720
112,3491,6385,15486
113,3482,6180,15261
114,3604,5993,15034
115,3787,5844,14676
116,3863,5706,14342
117,3742,5564,14187
118,3552,5475,14186
119,3367,5509,14201
120,3168,5610,14076
121,2983,5657,13733
