height of setup:,60
time,value of sensor0,value of sensor1,value of sensor2
35,26244,2682,1503
36,26629,2750,1497
37,26860,3007,1508
38,27036,3351,1515
39,27186,3699,1520
40,27336,4165,1536
41,27469,4702,1581
42,27570,5078,1638
43,27642,5373,1693
44,27696,5685,1761
45,27735,5942,1807
46,27772,6167,1845
47,27801,6425,1917
48,27816,6622,2012
49,27826,6820,2138
50,27835,7184,2335
51,27827,7677,2624
52,27797,8050,2930
53,27749,8440,3182
54,27675,9071,3545
55,27629,9624,4134
56,27574,9873,4593
58,27504,9981,4863
59,27426,10126,5161
60,27316,10212,5447
61,27150,10181,5724
62,27030,10149,6228
63,26922,10156,7118
64,26766,10243,8188
65,26572,10407,9370
66,26317,10591,10604
67,25958,10710,11709
68,25476,10734,12665
69,24951,10703,13508
70,24443,10645,14065
71,23946,10622,14297
72,23418,10651,14427
73,22825,10690,14515
74,22150,10722,14520
75,21401,10750,14475
76,20642,10734,14330
77,19858,10690,14070
78,18998,10608,13770
79,18082,10479,13456
80,17139,10316,13130
82,16223,10117,12779
83,15467,9854,12302
84,14818,9516,11656
85,14159,9175,10927
86,13501,8866,10207
87,12891,8570,9542
88,12363,8274,8971
89,11881,7985,8449
90,11460,7749,7973
91,11058,7560,7584
92,10646,7416,7276
93,10227,7303,7031
94,9775,7214,6822
95,9315,7107,6629
96,8882,6985,6482
97,8492,6841,6366
98,8128,6698,6274
99,7767,6579,6224
100,7395,6482,6222
101,7049,6395,6211
102,6784,6332,6174
103,6551,6326,6137
105,6298,6401,6127
106,5998,6491,6109
107,5703,6543,6050
108,5444,6574,6248
109,5222,6584,6695
110,5003,6590,7085
111,4829,6574,7334
112,4732,6515,7363
113,4659,6445,7185
114,4615,6399,6890
115,4612,6431,6563
116,4655,6492,6207
117,4708,6516,5875
118,4730,6471,5535
119,4725,6388,5196
120,4712,6302,4877
121,4712,6226,4571
