height of setup:,155
time,value of sensor0,value of sensor1,value of sensor2
0,582,901,979
1,580,897,974
2,578,893,970
3,573,891,966
4,569,889,963
5,563,886,959
6,557,885,957
7,551,883,955
8,546,883,955
9,540,882,955
10,537,882,956
11,533,882,957
12,529,883,959
13,527,884,960
14,533,886,961
15,546,889,962
16,556,891,963
17,561,894,964
19,559,898,965
20,558,903,965
21,559,910,966
22,558,935,968
23,555,987,968
24,573,1058,970
25,610,1117,972
26,641,1159,974
27,660,1196,975
28,670,1237,978
29,677,1277,978
30,708,1332,979
31,859,1408,979
32,1004,1477,981
33,1125,1513,982
34,1263,1546,983
35,1400,1580,983
36,1481,1606,983
37,1540,1608,982
38,1568,1591,980
39,1549,1579,976
40,1547,1568,972
42,1646,1556,969
43,1759,1544,964
44,1812,1533,962
45,1815,1522,960
46,1800,1504,960
47,1839,1480,960
48,2158,1454,960
49,2770,1425,960
50,3558,1400,962
51,4410,1370,965
52,5219,1339,969
53,5895,1313,972
54,6366,1289,975
55,6621,1276,979
56,6680,1270,979
57,6594,1265,981
58,6399,1255,982
59,6139,1241,984
60,5834,1228,984
61,5484,1221,985
62,5146,1216,984
63,4874,1216,983
65,4712,1214,984
66,4612,1214,983
67,4524,1217,984
68,4398,1222,983
69,4210,1224,983
70,3986,1220,981
71,3767,1215,981
72,3540,1208,980
73,3284,1198,980
74,2995,1191,979
75,2747,1184,980
76,2606,1177,980
77,2483,1171,981
78,2339,1165,983
79,2180,1160,985
80,2019,1157,992
81,1866,1157,1004
82,1731,1161,1022
83,1616,1168,1041
84,1518,1178,1063
85,1436,1185,1085
86,1364,1188,1112
87,1308,1186,1138
89,1272,1179,1162
90,1249,1169,1174
91,1225,1159,1181
92,1210,1148,1184
93,1203,1140,1184
94,1192,1129,1181
95,1175,1120,1175
96,1160,1111,1167
97,1145,1102,1161
98,1129,1095,1153
99,1115,1089,1146
100,1091,1083,1136
101,1067,1077,1125
102,1050,1070,1112
103,1041,1061,1099
104,1035,1053,1087
105,1026,1044,1076
106,1015,1037,1066
107,998,1029,1059
108,973,1020,1052
109,942,1012,1046
110,916,1006,1040
112,913,1000,1035
113,925,995,1029
114,932,988,1023
115,928,981,1016
116,918,974,1009
117,902,968,1004
118,882,963,999
