height of setup:,180
time,value of sensor0,value of sensor1,value of sensor2
0,606,915,1002
1,606,915,1002
2,605,915,1002
3,603,915,1001
4,600,913,1000
5,597,912,1001
6,593,911,999
7,591,910,1000
8,588,909,999
9,584,909,998
10,583,909,998
11,581,908,997
12,581,908,997
13,584,908,996
14,587,907,995
15,589,905,994
16,589,904,992
17,589,904,990
18,588,903,988
20,587,902,986
21,584,902,984
22,580,901,983
23,577,900,982
24,574,899,980
25,572,899,980
26,608,899,979
27,740,899,978
28,942,900,978
29,1151,901,977
30,1313,902,978
31,1415,904,979
32,1476,905,979
33,1539,907,981
34,1739,909,981
35,2196,912,982
36,2753,916,984
37,3298,920,985
38,3775,925,987
39,4156,927,987
40,4428,929,987
41,4595,930,989
42,4648,933,990
44,4619,935,991
45,4532,937,992
46,4383,940,991
47,4162,941,992
48,3893,944,993
49,3606,944,995
50,3325,946,995
51,3058,945,995
52,2812,945,995
53,2586,945,995
54,2398,945,995
55,2279,944,994
56,2252,944,993
57,2242,944,992
58,2202,945,991
59,2197,946,990
60,2358,947,989
61,2661,948,989
62,2987,947,989
63,3195,949,989
64,3281,953,989
65,3327,954,991
67,3351,957,992
68,3365,960,993
69,3394,963,994
70,3451,967,996
71,3591,978,999
72,3741,993,1000
73,3788,1018,999
74,3768,1042,999
75,3713,1061,996
76,3638,1075,995
77,3540,1081,994
78,3409,1082,993
79,3262,1083,993
80,3117,1081,993
81,2988,1078,995
82,2880,1074,997
83,2804,1068,998
84,2773,1063,999
85,2784,1057,1001
86,2807,1050,1002
87,2816,1043,1000
88,2798,1037,996
89,2749,1030,993
91,2680,1025,988
92,2606,1021,985
93,2532,1017,982
94,2458,1017,979
95,2369,1020,978
96,2252,1024,977
97,2117,1026,977
98,1990,1029,975
99,1904,1031,975
100,1853,1033,975
101,1810,1033,974
102,1760,1032,974
103,1717,1032,975
104,1691,1032,976
105,1671,1031,977
106,1643,1028,979
107,1603,1025,979
108,1554,1022,980
109,1497,1018,980
110,1431,1014,979
111,1366,1012,978
112,1305,1011,977
114,1273,1006,977
115,1289,1001,978
116,1317,997,979
117,1329,993,979
118,1322,990,979
119,1298,988,980
120,1265,984,980
121,1222,981,980
122,1178,978,981
123,1136,975,981
124,1097,972,980
125,1061,972,981
126,1035,971,981
127,1027,968,981
128,1050,967,981
129,1084,965,982
130,1109,962,982
131,1122,960,981
132,1126,956,981
133,1130,953,981
134,1135,950,981
135,1136,947,982
136,1131,945,983
138,1118,944,984
139,1106,942,985
140,1092,941,986
141,1076,940,986
142,1058,939,985
143,1043,937,983
144,1030,936,982
145,1025,934,979
146,1028,932,977
147,1030,930,974
148,1027,928,972
149,1020,925,971
150,1008,923,970
151,992,922,968
152,972,920,968
153,950,919,967
154,926,917,966
155,902,917,966
156,882,915,965
157,862,913,965
158,841,912,964
159,827,911,963
161,818,911,963
162,818,911,963
163,826,911,964
164,842,911,964
165,864,911,965
166,876,910,966
167,881,911,967
168,881,911,967
169,878,912,967
170,873,911,967
171,865,910,966
172,858,911,966
173,852,911,966
174,852,911,967
175,858,911,967
176,868,912,967
177,887,913,969
178,917,915,971
179,945,915,972
180,969,917,973
181,990,918,974
182,1007,921,976
183,1020,924,977
185,1025,924,977
186,1022,926,978
187,1010,927,979
188,994,928,980
189,971,929,980
190,952,929,981
191,933,929,982
192,919,929,983
193,910,929,984
194,908,929,985
195,907,929,987
196,908,930,987
197,903,931,988
198,896,931,988
199,888,932,987
200,886,931,986
201,887,931,986
202,891,932,985
203,892,931,984
204,887,931,983
205,877,931,982
206,865,932,982
208,852,933,982
209,842,933,982
210,838,934,983
211,833,934,983
212,827,935,984
213,821,935,985
214,817,934,986
215,815,934,987
216,813,934,988
217,808,934,989
218,804,934,991
219,798,934,991
220,792,934,991
221,786,936,990
222,781,937,989
223,777,939,987
224,771,939,985
225,767,939,983
226,762,939,982
227,758,939,982
228,752,940,982
229,745,941,983
230,735,942,983
232,724,943,985
233,715,944,987
234,708,945,990
235,705,946,993
236,708,948,996
237,715,951,999
238,723,954,1002
239,733,959,1004
240,738,961,1007
241,740,963,1008
242,740,964,1009
243,738,964,1008
244,734,964,1010
245,730,963,1008
246,726,961,1009
247,721,960,1010
248,716,960,1010
249,710,960,1010
250,704,959,1010
251,698,959,1010
