height of setup:,75
time,value of sensor0,value of sensor1,value of sensor2
2,712,916,878
3,710,909,875
4,713,902,874
5,716,897,874
6,718,893,873
7,720,890,873
8,719,887,871
9,718,885,870
10,716,882,867
11,715,882,866
12,713,881,864
13,709,882,862
14,711,882,861
15,753,883,860
16,998,884,859
17,1731,886,859
18,3761,890,860
19,5983,900,860
20,8263,918,859
21,11174,978,860
23,14340,1120,859
24,16929,1282,860
25,18680,1388,859
26,19779,1442,860
27,20443,1469,862
28,20862,1490,866
29,21148,1527,871
30,21329,1585,882
31,21407,1664,926
32,21422,1745,1039
33,21388,1864,1304
34,21390,2026,1832
35,21425,2239,2714
36,21320,2478,3316
37,21091,2691,3602
38,20851,2862,3711
39,20676,2973,3732
40,20612,3038,3696
41,20625,3062,3614
42,20669,3059,3532
43,20734,3067,3524
44,20786,3071,3508
46,20851,3157,3532
47,20905,3291,3552
48,20880,3389,3545
49,20811,3479,3526
50,20708,3545,3499
51,20561,3588,3478
52,20356,3616,3453
53,20128,3629,3438
54,19839,3625,3401
55,19514,3607,3378
56,19176,3588,3381
57,18813,3573,3381
58,18418,3587,3404
59,17993,3619,3449
60,17553,3646,3483
61,17026,3661,3507
62,16475,3651,3523
63,15927,3629,3586
64,15336,3544,3561
65,14828,3383,3463
66,14356,3181,3320
67,13881,2983,3150
68,13427,2812,2982
70,13026,2662,2818
71,12662,2527,2661
72,12272,2432,2526
73,11816,2388,2426
74,11299,2361,2343
75,10739,2349,2282
76,10173,2343,2244
77,9617,2338,2224
78,9098,2341,2219
79,8556,2384,2259
80,7846,2697,2629
81,7228,2859,3230
82,6706,2768,4610
83,6195,2643,5208
84,5765,2639,5395
85,5569,2660,5147
86,5399,2594,4694
87,5052,2617,4349
88,4638,2643,4060
89,4246,2646,3775
90,3923,2626,3499
91,3662,2586,3233
93,3441,2527,2996
94,3244,2462,2791
95,3067,2395,2599
96,2916,2325,2424
97,2792,2259,2266
98,2689,2201,2126
99,2602,2148,2002
100,2523,2085,1891
101,2452,2012,1788
102,2385,1938,1695
103,2322,1879,1623
104,2261,1825,1568
105,2209,1784,1528
106,2162,1763,1500
107,2113,1764,1486
108,2071,1783,1488
109,2034,1819,1512
110,1979,1870,1557
111,1898,1931,1620
112,1803,2000,1700
113,1704,2070,1776
114,1612,2126,1834
115,1535,2158,1863
117,1469,2173,1876
118,1418,2194,1895
119,1386,2197,1930
120,1367,2169,1966
121,1357,2116,1978
122,1351,2045,1971
123,1350,1964,1957
124,1387,1873,1935
125,1474,1774,1897
126,1567,1686,1852
127,1647,1613,1803
128,1701,1550,1731
129,1740,1493,1653
130,1784,1443,1582
131,1855,1401,1520
132,1975,1367,1472
133,2071,1342,1439
134,2100,1322,1417
135,2082,1308,1397
136,2043,1296,1377
137,1996,1286,1357
138,1946,1281,1339
140,1891,1278,1325
141,1829,1274,1315
142,1763,1271,1306
143,1694,1268,1294
144,1627,1267,1284
145,1562,1270,1274
146,1502,1277,1267
147,1448,1288,1263
148,1403,1302,1256
149,1366,1315,1248
150,1341,1329,1239
151,1321,1342,1231
152,1305,1355,1220
153,1288,1360,1209
154,1272,1359,1200
155,1257,1351,1186
156,1245,1337,1174
157,1238,1318,1163
158,1236,1297,1155
159,1240,1273,1148
160,1249,1253,1143
161,1264,1239,1141
162,1281,1231,1139
164,1291,1227,1135
165,1289,1222,1127
166,1277,1215,1114
167,1259,1209,1099
168,1240,1202,1082
169,1223,1189,1067
170,1208,1176,1054
171,1196,1164,1044
172,1182,1152,1034
173,1170,1141,1027
174,1163,1129,1019
175,1159,1116,1013
176,1153,1100,1007
177,1144,1086,1001
178,1131,1071,997
179,1121,1060,993
180,1117,1051,989
181,1121,1043,986
182,1133,1038,982
183,1142,1040,980
184,1142,1049,979
185,1135,1060,978
187,1118,1076,981
188,1096,1106,987
189,1066,1150,996
190,1035,1194,1010
191,1009,1230,1022
192,991,1267,1032
193,980,1310,1042
194,980,1354,1051
195,982,1382,1061
196,980,1388,1065
197,972,1384,1070
198,957,1378,1081
199,938,1372,1101
200,922,1365,1120
201,911,1358,1136
202,911,1344,1142
203,915,1325,1140
204,920,1306,1134
205,924,1292,1128
206,927,1284,1120
207,932,1280,1119
208,936,1278,1120
210,940,1281,1122
211,946,1290,1127
212,952,1310,1136
213,958,1338,1147
214,961,1365,1166
215,960,1386,1192
216,956,1394,1217
217,948,1394,1243
218,932,1387,1254
219,918,1378,1253
220,902,1372,1248
221,886,1369,1245
222,872,1368,1244
223,866,1367,1242
224,862,1367,1240
225,856,1366,1237
226,857,1363,1241
227,864,1359,1273
228,871,1353,1365
229,878,1343,1500
230,882,1335,1601
231,884,1330,1654
232,883,1333,1681
234,878,1345,1707
235,871,1367,1745
236,862,1396,1793
237,851,1432,1847
238,838,1472,1911
239,821,1516,1975
240,805,1553,2041
241,792,1574,2122
242,782,1580,2225
243,775,1574,2315
244,771,1564,2361
245,772,1551,2376
246,774,1539,2379
247,780,1529,2359
248,789,1521,2316
249,800,1514,2252
250,804,1508,2181
251,803,1505,2104
252,802,1505,2022
253,801,1500,1939
254,800,1497,1866
255,802,1492,1805
257,802,1488,1766
258,803,1486,1745
259,802,1490,1730
260,802,1505,1713
261,803,1526,1704
262,803,1549,1704
263,803,1572,1707
264,799,1589,1704
265,796,1600,1702
266,793,1605,1710
267,784,1614,1726
268,769,1624,1751
269,754,1633,1779
270,739,1634,1803
271,724,1630,1828
272,709,1621,1853
273,694,1610,1910
