height of setup:,190
time,value of sensor0,value of sensor1,value of sensor2
114,937,969,1028
115,912,966,1026
116,913,963,1023
117,964,961,1020
118,1036,958,1017
119,1085,956,1015
120,1103,954,1013
121,1095,953,1012
122,1076,951,1011
123,1049,952,1008
124,1020,953,1006
125,988,954,1005
126,956,954,1003
127,925,954,1003
128,896,954,1001
129,886,954,998
131,911,953,997
132,968,953,996
133,1041,954,996
134,1098,957,997
135,1143,962,998
136,1204,970,999
137,1252,979,1000
138,1267,990,1000
139,1260,1001,1000
140,1240,1011,1003
141,1216,1019,1004
142,1195,1027,1005
143,1178,1035,1005
144,1160,1040,1006
145,1136,1040,1006
146,1106,1037,1006
147,1070,1032,1007
148,1034,1025,1007
149,1001,1019,1009
150,971,1012,1010
151,944,1006,1012
152,919,1001,1013
153,896,996,1012
155,874,991,1010
156,856,986,1009
157,837,981,1007
158,819,977,1006
159,805,972,1004
160,792,971,1004
161,794,968,1001
162,808,966,999
163,828,965,996
164,844,964,993
165,849,964,991
166,844,964,990
167,830,963,989
168,815,962,988
169,796,960,987
170,786,959,986
171,807,957,984
172,853,955,982
173,896,953,982
174,921,951,982
175,931,950,983
176,937,951,984
177,961,952,985
179,1017,953,985
180,1083,954,985
181,1135,955,985
182,1158,956,985
183,1156,955,985
184,1134,955,985
185,1109,955,985
186,1092,954,985
187,1108,954,985
188,1140,954,985
189,1155,954,986
190,1152,953,985
191,1136,952,986
192,1107,952,986
193,1073,951,987
194,1049,950,988
195,1036,949,989
196,1031,948,989
197,1028,950,989
198,1021,951,990
199,1008,955,989
200,989,959,990
202,964,964,990
203,935,967,989
204,916,971,990
205,945,972,989
206,1011,972,989
207,1081,972,989
208,1131,971,988
209,1169,970,989
210,1192,969,989
211,1205,970,989
212,1207,971,989
213,1201,972,988
214,1189,973,988
215,1170,976,986
216,1145,976,985
217,1119,977,984
218,1091,978,984
219,1067,978,983
220,1041,978,983
221,1013,977,983
222,985,975,982
223,962,974,983
225,949,972,983
226,950,970,984
227,962,967,984
228,976,964,985
229,991,962,985
230,1007,960,986
231,1027,958,986
232,1047,957,986
233,1058,956,986
234,1055,955,986
235,1035,954,987
236,1005,953,988
237,969,952,988
238,932,952,988
239,901,950,988
240,888,949,988
241,900,947,987
242,921,945,986
243,940,942,986
244,952,940,985
245,957,937,984
246,953,935,983
247,944,934,983
249,970,933,983
250,1063,931,983
251,1200,929,982
252,1329,929,983
253,1418,927,983
254,1458,927,982
255,1457,927,982
256,1430,926,981
257,1386,926,981
258,1330,928,982
259,1271,930,982
260,1219,932,982
261,1178,936,981
262,1137,939,980
263,1097,942,981
264,1061,945,980
265,1027,950,980
266,997,954,980
267,984,959,979
268,977,963,979
269,972,966,979
270,962,968,979
272,946,968,978
273,930,967,978
274,914,965,979
275,897,962,979
276,885,959,979
277,876,955,978
278,869,951,977
279,863,948,977
280,858,945,978
281,851,943,978
282,845,942,979
283,840,942,979
284,837,941,979
285,842,940,978
286,862,939,979
287,892,939,978
288,915,938,978
289,930,939,978
290,939,938,979
291,943,938,978
292,942,939,978
293,935,940,978
294,928,940,978
296,935,941,978
297,957,940,977
298,974,940,976
299,979,940,977
300,976,939,975
301,973,938,975
302,971,939,976
303,968,939,976
304,958,940,977
305,941,942,977
306,944,942,978
307,1027,943,979
308,1181,944,978
309,1376,942,979
310,1586,942,979
311,1758,942,979
312,1846,943,980
313,1865,942,980
314,1835,943,979
315,1775,944,979
316,1698,947,977
317,1611,951,977
318,1523,955,977
320,1435,963,979
321,1354,969,980
322,1275,975,983
323,1202,980,985
324,1140,985,988
325,1090,988,990
326,1052,988,992
327,1019,989,993
328,989,987,995
329,964,985,996
330,941,983,997
331,921,981,997
332,903,979,997
333,889,978,997
334,881,977,995
335,879,976,992
336,882,976,991
337,886,976,988
338,893,977,985
339,900,977,983
340,902,978,981
341,899,978,979
342,887,976,979
344,876,976,977
345,874,974,978
346,891,971,976
347,926,967,975
348,963,962,975
349,990,958,973
350,1000,953,973
351,998,949,972
352,989,946,972
353,978,943,971
354,966,938,972
355,952,934,971
356,937,930,970
357,923,927,971
358,907,925,971
359,891,922,972
360,874,920,971
361,852,920,971
362,830,919,971
363,811,919,971
364,794,920,971
365,782,919,971
367,769,919,971
368,760,919,970
369,772,919,970
370,811,920,969
371,862,921,969
372,928,921,970
373,1008,923,970
374,1095,924,970
375,1193,926,970
376,1286,927,971
377,1350,927,970
378,1376,928,971
379,1369,929,972
380,1338,930,974
381,1292,931,977
382,1246,932,980
383,1200,932,984
384,1157,933,989
385,1124,932,991
386,1116,932,993
387,1127,931,994
388,1142,933,994
389,1159,933,993
391,1169,934,992
392,1165,936,990
393,1145,936,988
394,1115,938,987
395,1081,938,984
396,1047,939,983
397,1024,939,981
398,1012,940,980
399,1008,940,979
400,1006,939,978
401,999,940,978
402,981,940,978
403,954,941,978
404,923,943,980
405,894,943,982
406,868,944,984
407,849,944,986
408,835,942,986
409,832,939,987
410,838,936,986
411,855,934,986
412,879,931,986
414,905,928,985
415,940,925,984
416,975,922,983
417,996,919,982
418,1002,918,980
419,998,917,980
420,994,918,978
421,990,917,977
422,981,917,977
423,963,917,977
424,935,918,977
425,903,919,978
426,872,920,979
427,850,921,980
428,836,922,980
429,830,924,980
430,827,926,981
431,821,926,980
432,813,927,980
433,802,926,980
434,792,927,980
435,785,928,980
436,780,927,980
438,774,926,980
439,768,925,979
440,761,925,978
441,751,924,977
442,745,923,976
443,736,921,974
444,728,918,973
445,721,916,972
446,716,913,971
447,709,911,970
448,702,909,969
449,694,908,967
