height of setup:,190
time,value of sensor0,value of sensor1,value of sensor2
0,816,1057,1066
1,803,1046,1061
2,787,1036,1057
3,770,1028,1054
4,752,1023,1051
5,735,1019,1047
6,719,1015,1044
7,704,1014,1042
8,692,1012,1040
9,694,1009,1038
10,729,1006,1037
11,783,1002,1034
13,834,1001,1032
14,863,999,1030
15,866,997,1028
16,851,996,1028
17,829,996,1026
18,806,994,1025
19,796,993,1023
20,818,990,1022
21,867,988,1022
22,916,985,1020
23,947,982,1020
24,963,979,1019
25,982,976,1018
26,1028,972,1016
27,1106,969,1015
28,1181,967,1015
29,1226,964,1013
30,1240,962,1012
31,1226,959,1012
32,1194,957,1011
33,1151,956,1010
34,1110,955,1010
35,1074,955,1009
37,1051,955,1008
38,1079,957,1007
39,1184,959,1007
40,1314,962,1007
41,1453,965,1006
42,1549,968,1006
43,1594,971,1006
44,1588,972,1005
45,1544,975,1005
46,1476,977,1004
47,1403,978,1004
48,1332,982,1004
49,1285,986,1003
50,1284,991,1003
51,1323,998,1003
52,1389,1005,1002
53,1480,1011,1001
54,1614,1021,1001
55,1833,1032,1001
56,2117,1040,1000
57,2425,1044,998
58,2717,1045,997
60,2915,1045,995
61,3013,1043,994
62,3048,1041,993
63,3048,1040,992
64,3038,1038,991
65,2999,1037,991
66,2953,1035,989
67,2891,1035,990
68,2817,1035,989
69,2781,1038,988
70,2822,1043,988
71,2922,1049,988
72,3037,1055,988
73,3067,1061,989
74,3010,1066,989
75,2917,1069,989
76,2844,1073,989
77,2809,1074,989
78,2790,1075,990
79,2762,1075,990
80,2707,1076,991
81,2627,1077,992
82,2515,1081,993
84,2388,1085,994
85,2279,1088,1002
86,2195,1091,1039
87,2118,1093,1142
88,2037,1094,1259
89,1952,1094,1329
90,1868,1091,1358
91,1787,1090,1359
92,1711,1087,1344
93,1638,1084,1321
94,1572,1080,1292
95,1515,1077,1268
96,1462,1071,1240
97,1426,1064,1214
98,1410,1058,1189
99,1407,1052,1168
100,1402,1045,1148
101,1386,1039,1132
102,1361,1032,1117
103,1332,1026,1104
104,1296,1019,1092
105,1259,1012,1083
107,1217,1005,1074
108,1172,998,1064
109,1126,992,1056
110,1083,987,1049
111,1042,981,1043
112,1004,977,1037
113,970,972,1033
