height of setup:,195
time,value of sensor0,value of sensor1,value of sensor2
0,629,998,1102
1,624,997,1101
2,619,994,1099
3,613,993,1097
4,608,991,1094
5,602,991,1092
6,596,991,1092
7,591,991,1092
8,586,992,1089
9,583,991,1086
10,580,989,1081
11,577,987,1074
12,574,984,1069
13,571,982,1065
14,568,978,1062
15,566,975,1060
16,562,972,1058
17,561,970,1059
18,559,968,1058
19,557,965,1060
21,556,965,1063
22,554,964,1063
23,557,964,1062
24,561,964,1063
25,568,964,1063
26,576,965,1063
27,590,966,1063
28,616,968,1062
29,648,973,1061
30,675,980,1059
31,687,995,1058
32,695,1021,1056
33,745,1057,1056
34,850,1104,1055
35,946,1156,1055
36,1014,1208,1056
37,1054,1250,1058
38,1074,1279,1060
39,1083,1283,1063
40,1085,1279,1065
41,1083,1262,1068
42,1087,1243,1070
44,1099,1221,1072
45,1111,1202,1076
46,1120,1180,1077
47,1120,1164,1081
48,1129,1147,1081
49,1159,1131,1082
50,1181,1117,1081
51,1175,1103,1077
52,1153,1090,1071
53,1119,1078,1067
54,1082,1068,1063
55,1048,1060,1062
56,1023,1058,1061
57,1024,1063,1060
58,1045,1073,1061
59,1073,1085,1062
60,1115,1109,1062
61,1165,1147,1063
62,1209,1199,1063
63,1231,1253,1065
64,1237,1297,1068
65,1234,1335,1070
66,1220,1359,1074
68,1200,1364,1077
69,1175,1359,1079
70,1160,1356,1082
71,1172,1356,1082
72,1253,1355,1083
73,1401,1353,1084
74,1537,1351,1085
75,1604,1341,1086
76,1613,1327,1087
77,1595,1310,1086
78,1583,1289,1084
79,1605,1277,1079
80,1648,1256,1075
81,1689,1241,1069
82,1721,1228,1066
83,1750,1218,1065
84,1785,1210,1073
85,1819,1203,1097
86,1823,1203,1159
87,1797,1205,1278
88,1754,1208,1424
89,1698,1214,1576
91,1636,1219,1677
92,1570,1222,1683
93,1507,1228,1635
94,1448,1231,1570
95,1400,1225,1509
96,1358,1217,1456
97,1318,1205,1410
98,1279,1193,1376
99,1243,1181,1346
100,1207,1171,1319
101,1173,1160,1298
102,1138,1149,1282
103,1105,1140,1266
104,1078,1129,1249
105,1052,1121,1235
106,1029,1111,1221
107,1015,1104,1210
108,1009,1096,1198
109,1007,1089,1186
110,1004,1081,1177
111,998,1076,1168
112,993,1070,1160
114,991,1066,1152
115,999,1063,1145
116,1012,1062,1139
117,1024,1062,1135
118,1030,1062,1130
119,1028,1062,1127
120,1019,1061,1122
121,1008,1060,1119
122,998,1058,1114
123,987,1057,1111
124,977,1056,1107
125,970,1057,1105
126,965,1058,1101
127,962,1059,1098
128,962,1059,1095
129,967,1058,1091
130,970,1056,1090
131,966,1051,1089
132,956,1045,1087
133,943,1039,1084
134,930,1031,1083
135,914,1028,1085
136,895,1024,1088
138,872,1023,1091
139,847,1019,1095
140,823,1018,1099
141,803,1016,1102
142,783,1015,1105
143,764,1014,1105
144,746,1015,1109
145,731,1015,1110
146,717,1014,1110
147,706,1013,1109
148,696,1012,1107
149,689,1011,1106
150,685,1010,1106
151,683,1009,1105
152,680,1007,1104
153,679,1007,1104
154,679,1006,1103
155,682,1006,1102
156,688,1008,1101
157,695,1010,1100
158,698,1014,1100
159,699,1017,1100
161,697,1021,1098
162,693,1023,1098
163,690,1025,1097
164,687,1028,1097
165,683,1029,1097
166,679,1030,1096
167,676,1031,1096
168,675,1031,1096
169,673,1030,1096
170,674,1031,1095
171,678,1031,1095
172,687,1031,1095
173,699,1031,1095
174,707,1035,1094
175,712,1042,1094
176,713,1050,1094
177,715,1058,1093
178,716,1062,1094
179,718,1064,1094
180,719,1065,1093
181,720,1064,1094
182,720,1061,1093
184,719,1059,1094
185,715,1056,1095
186,711,1054,1095
187,707,1050,1097
188,703,1046,1096
189,704,1041,1098
190,711,1036,1099
191,723,1031,1100
192,738,1027,1100
193,751,1023,1099
194,766,1020,1099
195,777,1017,1098
196,782,1016,1097
197,782,1016,1096
198,782,1016,1096
199,780,1017,1096
200,776,1017,1096
201,770,1016,1096
202,764,1017,1097
203,756,1016,1099
204,745,1017,1099
205,733,1017,1099
206,727,1017,1099
208,730,1016,1100
209,738,1017,1099
210,744,1017,1099
211,749,1019,1099
212,751,1021,1099
213,750,1024,1099
214,745,1028,1098
215,740,1032,1097
216,735,1035,1097
217,738,1039,1096
218,751,1042,1095
219,770,1047,1095
220,786,1055,1094
221,795,1063,1093
222,795,1069,1094
223,788,1072,1094
224,773,1073,1096
225,757,1077,1097
226,741,1081,1098
227,727,1085,1100
228,715,1091,1104
229,705,1092,1105
231,695,1090,1109
232,687,1085,1111
233,678,1079,1111
234,669,1071,1110
235,661,1062,1109
236,655,1054,1107
237,648,1047,1105
238,642,1041,1104
239,637,1037,1101
240,634,1033,1100
