height of setup:,195
time,value of sensor0,value of sensor1,value of sensor2
241,632,1029,1098
242,631,1025,1095
243,630,1021,1093
244,630,1016,1091
245,628,1013,1090
246,626,1010,1089
247,624,1008,1089
248,621,1005,1088
249,620,1004,1089
250,622,1004,1090
251,624,1004,1090
252,626,1005,1089
254,624,1006,1090
255,621,1006,1090
256,618,1007,1088
257,618,1008,1090
258,624,1009,1090
259,633,1010,1090
260,639,1011,1089
261,640,1013,1089
262,636,1014,1090
263,627,1015,1089
264,620,1018,1089
265,615,1020,1088
266,611,1023,1086
267,608,1025,1085
268,608,1026,1083
269,612,1026,1081
270,622,1026,1080
271,632,1026,1078
272,638,1025,1074
273,642,1023,1074
274,643,1021,1072
275,642,1020,1071
276,641,1018,1070
278,641,1015,1070
279,640,1013,1069
280,637,1010,1068
281,633,1007,1067
282,627,1004,1066
283,622,1002,1065
284,620,1000,1064
285,619,998,1063
