height of setup:,205
time,value of sensor0,value of sensor1,value of sensor2
0,530,1246,1015
1,528,1219,1009
2,526,1191,1004
4,523,1162,998
5,521,1133,991
6,520,1104,987
7,517,1078,983
8,515,1052,979
9,511,1029,976
10,509,1011,974
11,506,995,972
12,504,980,970
13,501,968,968
14,499,959,967
15,497,951,964
16,495,944,962
17,492,939,961
18,492,934,961
19,489,930,962
20,488,927,963
21,489,925,964
22,494,922,966
23,496,919,967
24,497,917,966
25,496,916,968
26,496,915,968
28,498,914,968
29,501,913,969
30,503,912,970
31,505,910,970
32,503,909,970
33,501,908,970
34,497,908,972
35,496,908,973
36,495,908,974
37,494,908,975
38,494,907,977
39,496,906,979
40,500,906,980
41,504,906,983
42,508,906,985
43,510,906,986
44,516,906,988
45,529,905,988
46,544,903,988
47,569,902,987
48,676,900,986
49,914,898,985
51,1150,896,982
52,1327,894,981
53,1460,893,978
54,1602,891,976
55,1768,889,974
56,1940,887,973
57,2095,887,971
58,2217,882,967
59,2358,882,964
60,2551,879,961
61,2770,876,958
62,2940,875,957
63,3014,872,955
64,2982,872,955
65,2866,873,955
66,2708,875,955
67,2528,879,954
68,2344,882,954
69,2159,886,954
70,1979,891,955
71,1815,897,956
72,1668,903,957
73,1537,910,957
74,1424,917,958
76,1321,921,958
77,1245,923,959
78,1230,924,961
79,1288,925,962
80,1370,925,963
81,1435,924,964
82,1461,925,966
83,1444,926,968
84,1407,929,968
85,1356,931,969
86,1323,934,971
87,1298,937,972
88,1268,939,974
89,1227,940,974
90,1182,941,977
91,1134,941,979
92,1104,941,981
93,1148,942,983
94,1264,942,984
95,1363,942,986
96,1407,944,988
97,1412,945,989
99,1408,944,990
100,1408,946,991
101,1409,947,991
102,1401,950,992
103,1378,954,991
104,1340,960,989
105,1290,964,990
106,1226,967,989
107,1164,969,988
108,1105,971,988
109,1054,975,987
110,1013,978,988
111,979,982,990
112,955,985,992
113,938,986,994
114,923,985,995
115,910,984,997
116,898,982,999
117,887,981,1002
118,877,978,1002
119,866,975,1003
120,851,970,1002
122,835,963,1000
123,819,958,998
124,799,954,996
125,778,950,995
126,761,949,996
127,743,945,995
128,727,943,995
129,714,942,997
130,702,941,997
131,692,940,997
