height of setup:,58
time,value of sensor0,value of sensor1,value of sensor2
38,26343,4772,2119
39,26395,5575,3036
40,26397,6501,4230
41,26421,7091,5218
42,26464,7601,5877
43,26515,8086,6195
44,26549,8518,6224
45,26580,8842,6095
46,26606,9131,5945
47,26621,9323,5752
48,26640,9521,5545
49,26656,9773,5363
50,26673,9995,5193
51,26671,10279,5104
52,26660,10540,5021
54,26648,10838,4943
55,26623,11252,4783
56,26562,11585,4669
57,26532,11700,4581
58,26518,11692,4483
59,26500,11582,4384
60,26474,11458,4271
61,26433,11364,4159
62,26377,11294,4066
63,26306,11275,4000
64,26222,11293,3963
65,26126,11363,3973
66,26013,11484,4037
67,25882,11640,4141
68,25720,11828,4265
69,25520,11978,4395
70,25270,12055,4506
71,24965,12069,4605
72,24593,12056,4746
73,24131,12063,4966
74,23565,12102,5235
75,22910,12168,5506
76,22189,12234,5763
78,21424,12298,6002
79,20651,12355,6234
80,19888,12383,6439
81,19144,12363,6584
82,18399,12290,6694
83,17650,12158,6778
84,16904,11964,6820
85,16163,11724,6790
86,15431,11454,6740
87,14711,11165,6702
88,14009,10878,6653
89,13299,10592,6591
90,12606,10306,6522
91,11958,10008,6426
92,11309,9704,6302
93,10673,9406,6192
94,10067,9128,6084
95,9494,8886,5956
96,8957,8680,5829
97,8452,8503,5708
98,7989,8346,5574
99,7566,8173,5433
100,7199,7974,5293
102,6861,7756,5159
103,6563,7540,5029
104,6300,7319,4907
105,6063,7095,4791
106,5849,6875,4657
107,5637,6679,4559
108,5421,6497,4476
109,5208,6312,4390
110,5010,6120,4287
111,4834,5927,4181
112,4670,5738,4076
113,4516,5562,3986
114,4372,5402,3907
115,4248,5253,3828
116,4160,5103,3750
117,4107,4950,3667
118,4089,4799,3578
119,4087,4656,3483
120,4078,4524,3383
121,4047,4404,3278
122,4006,4303,3169
123,3972,4225,3067
124,3942,4162,2973
126,3925,4113,2889
127,3919,4065,2809
128,3910,4023,2730
129,3882,3964,2665
130,3833,3900,2611
131,3756,3834,2572
132,3652,3771,2547
133,3541,3709,2534
134,3418,3653,2530
135,3303,3595,2520
136,3192,3541,2505
137,3087,3473,2480
138,2985,3403,2449
139,2891,3334,2415
140,2806,3262,2377
141,2728,3192,2333
142,2665,3124,2279
143,2613,3047,2221
144,2567,2971,2163
145,2532,2898,2114
146,2507,2829,2076
147,2491,2790,2046
148,2482,2753,2024
150,2497,2719,2004
151,2543,2686,1983
152,2619,2650,1963
153,2704,2623,1942
154,2766,2612,1918
155,2783,2626,1897
156,2757,2651,1872
157,2702,2680,1844
158,2620,2697,1816
159,2531,2694,1793
160,2437,2681,1769
161,2354,2654,1750
162,2283,2612,1730
163,2227,2556,1713
164,2183,2477,1699
165,2146,2391,1687
166,2116,2319,1678
167,2086,2265,1667
168,2055,2220,1655
169,2021,2198,1641
170,1988,2203,1627
171,1967,2217,1614
173,1967,2220,1599
174,1981,2199,1582
175,1994,2162,1565
176,1998,2127,1544
177,1984,2103,1524
178,1985,2092,1507
179,2016,2086,1493
180,2053,2078,1480
181,2069,2071,1468
182,2054,2064,1458
183,2018,2054,1446
184,1974,2040,1434
