height of setup:,120
time,value of sensor0,value of sensor1,value of sensor2
3,605,876,898
4,600,871,894
6,595,867,889
7,592,863,886
8,589,861,886
9,588,860,888
10,584,861,889
11,579,863,891
12,571,865,889
13,564,868,888
14,558,869,885
15,552,871,882
16,547,871,879
17,542,872,875
18,540,872,872
19,536,873,868
20,533,874,866
21,528,874,864
22,524,875,863
23,521,877,863
24,520,887,864
25,521,910,866
26,526,955,870
27,538,1019,873
29,575,1087,877
30,661,1145,882
31,744,1208,886
32,879,1288,890
33,1155,1370,894
34,1487,1602,958
35,1850,2108,1421
36,2209,2608,1792
37,2491,2944,1889
38,2683,3122,1866
39,2798,3145,1786
40,2854,3058,1680
41,2844,2932,1577
42,2921,2801,1484
43,3041,2656,1401
44,3135,2507,1331
45,3260,2364,1272
46,3569,2234,1224
47,4007,2115,1182
48,4341,2009,1148
49,4482,1924,1120
50,4490,1858,1095
51,4420,1805,1074
53,4295,1759,1055
54,4198,1716,1038
55,4204,1679,1023
56,4266,1652,1010
57,4411,1629,1000
58,4565,1599,992
59,4599,1563,986
60,4504,1526,979
61,4312,1494,973
62,4023,1468,969
63,3654,1450,965
64,3266,1435,961
65,2893,1425,958
66,2558,1414,957
67,2265,1402,956
68,2018,1389,956
69,1814,1385,955
70,1648,1384,955
71,1520,1381,954
72,1420,1373,955
73,1340,1360,956
74,1272,1346,957
76,1212,1330,957
77,1168,1310,956
78,1143,1292,956
79,1135,1274,953
80,1133,1255,948
81,1131,1236,941
82,1126,1215,934
83,1122,1193,927
84,1120,1169,923
85,1121,1145,921
86,1121,1124,920
87,1120,1106,917
88,1113,1089,914
89,1102,1072,910
90,1094,1056,908
91,1081,1043,906
92,1065,1035,906
93,1058,1031,905
94,1065,1028,906
95,1074,1025,906
96,1076,1024,907
97,1064,1029,906
98,1037,1037,907
100,1001,1047,907
101,965,1059,907
102,946,1070,907
103,952,1080,907
104,980,1090,908
105,1016,1098,908
106,1038,1104,908
107,1041,1111,908
108,1032,1118,906
109,1016,1125,904
110,1013,1127,903
111,1077,1126,902
112,1199,1123,901
113,1304,1115,900
114,1372,1105,899
115,1403,1093,898
116,1399,1081,898
117,1364,1067,898
118,1305,1057,897
119,1236,1047,896
120,1165,1037,896
121,1099,1028,895
123,1047,1020,894
124,1008,1013,895
125,975,1008,896
126,941,1005,897
127,911,1002,897
128,902,999,897
