height of setup:,135
time,value of sensor0,value of sensor1,value of sensor2
1,645,974,1003
2,638,970,1000
3,629,965,996
4,619,963,994
5,610,960,991
6,602,957,988
7,597,956,986
8,594,953,984
9,589,952,982
10,591,951,980
11,598,951,979
12,615,950,977
13,643,950,974
14,669,949,971
15,688,949,968
16,694,948,964
17,698,947,962
18,719,948,959
20,738,950,956
21,744,954,954
22,735,960,954
23,725,969,954
24,719,981,954
25,721,1000,954
26,741,1023,954
27,810,1050,955
28,936,1089,955
29,1091,1132,956
30,1244,1179,957
31,1334,1253,957
32,1379,1338,956
33,1396,1407,956
34,1405,1461,957
35,1420,1514,955
36,1447,1537,956
37,1457,1526,956
38,1498,1488,955
39,1618,1428,956
40,1780,1381,955
41,2170,1355,954
42,2747,1362,952
44,3431,1379,952
45,4074,1394,950
46,4418,1402,950
47,4482,1398,950
48,4519,1390,950
49,4637,1396,951
50,4781,1413,951
51,4887,1436,950
52,4909,1450,950
53,4791,1450,949
54,4542,1439,949
55,4217,1419,946
56,3864,1394,945
57,3511,1367,944
58,3176,1343,944
59,2876,1321,946
60,2610,1301,949
61,2386,1282,951
62,2204,1263,953
63,2057,1245,955
64,1931,1229,954
65,1815,1213,954
67,1707,1198,952
68,1605,1183,949
69,1510,1169,947
70,1426,1156,946
71,1351,1145,944
72,1281,1134,944
73,1221,1123,945
74,1188,1118,946
75,1204,1113,948
76,1250,1106,949
77,1299,1098,950
78,1329,1091,950
79,1331,1087,950
80,1312,1083,951
81,1299,1080,951
82,1375,1080,951
83,1518,1078,951
84,1627,1073,952
85,1668,1065,950
86,1653,1056,948
87,1595,1047,946
88,1509,1041,943
89,1411,1038,940
91,1314,1038,939
92,1224,1034,938
93,1147,1034,937
94,1087,1032,937
95,1039,1030,937
96,1003,1025,938
97,973,1016,939
98,945,1010,939
99,918,1005,939
100,894,1003,940
101,876,1001,940
102,861,1000,940
103,851,997,940
