height of setup:,140
time,value of sensor0,value of sensor1,value of sensor2
3,595,1084,1064
4,590,1064,1046
5,585,1046,1030
7,581,1031,1018
8,575,1017,1010
9,569,1007,1004
10,563,998,997
11,558,990,990
12,562,983,985
13,583,977,980
14,607,972,977
15,621,967,974
16,629,965,972
17,644,967,970
18,680,980,971
19,721,1021,971
20,749,1077,971
21,772,1124,971
22,791,1154,970
23,804,1164,969
24,811,1160,968
25,818,1148,970
26,823,1135,972
27,819,1118,973
28,818,1106,975
29,825,1095,976
31,817,1089,977
32,815,1082,976
33,838,1074,976
34,885,1065,974
35,1013,1057,973
36,1146,1054,972
37,1261,1060,971
38,1333,1076,971
39,1387,1095,970
40,1406,1116,972
41,1395,1138,973
42,1429,1150,976
43,1754,1155,980
44,2413,1158,983
45,3131,1164,985
46,3806,1168,988
47,4359,1168,991
48,4752,1172,993
49,4997,1181,997
50,5101,1202,1000
51,5088,1234,1001
52,5040,1271,1003
54,4948,1300,1005
55,4809,1310,1005
56,4604,1309,1006
57,4358,1306,1008
58,4106,1302,1012
59,3875,1297,1016
60,3663,1290,1022
61,3471,1283,1025
62,3287,1273,1029
63,3102,1260,1031
64,2904,1243,1032
65,2693,1222,1029
66,2475,1203,1026
67,2273,1182,1020
68,2103,1166,1018
69,1966,1150,1014
70,1858,1137,1010
71,1778,1124,1007
72,1716,1113,1006
73,1654,1102,1004
74,1585,1092,1002
75,1503,1085,999
76,1425,1080,998
78,1394,1077,995
79,1440,1076,994
80,1534,1076,994
81,1631,1074,993
82,1739,1073,995
83,1817,1072,995
84,1836,1071,997
85,1798,1071,998
86,1716,1070,999
87,1611,1068,1002
88,1522,1063,1003
89,1450,1059,1005
90,1387,1054,1006
91,1324,1048,1006
92,1261,1044,1007
93,1199,1040,1007
94,1135,1033,1006
95,1080,1027,1005
96,1031,1021,1002
97,988,1015,1000
98,951,1008,997
99,918,1002,997
101,888,998,997
