height of setup:,68
time,value of sensor0,value of sensor1,value of sensor2
33,25491,1796,1289
34,25550,1901,1298
35,25554,2048,1317
36,25496,2169,1332
37,25379,2201,1339
38,25249,2173,1347
39,25139,2133,1365
40,25032,2120,1396
41,24928,2120,1435
42,24862,2153,1480
43,24850,2227,1554
44,24865,2336,1657
45,24905,2456,1755
46,24959,2591,1828
47,25023,2769,1956
48,25076,2957,2145
49,25124,3221,2487
50,25169,3611,2983
51,25182,4066,3589
52,25091,4503,4178
53,24871,4873,4665
54,24535,5120,5001
56,24143,5232,5198
57,23722,5227,5355
58,23275,5242,5577
59,22790,5373,5885
60,22268,5619,6247
61,21708,5845,6551
62,21070,6085,6770
63,20360,6369,6952
64,19618,6635,7173
65,18819,6868,7405
66,18013,7050,7582
67,17129,7187,7665
68,16190,7218,7660
69,15229,7085,7588
70,14306,6855,7531
71,13432,6590,7532
72,12573,6333,7562
73,11747,6131,7642
74,10987,5992,7763
75,10260,5925,7882
76,9555,5932,7972
77,8882,6010,8026
79,8313,6115,8099
80,7832,6194,8450
81,7413,6225,9176
82,7052,6217,9912
83,6745,6185,10437
84,6498,6118,10718
85,6288,6019,10757
86,6093,5902,10597
87,5901,5767,10272
88,5706,5630,9862
89,5515,5502,9428
90,5338,5381,8990
91,5176,5269,8549
92,5014,5171,8122
93,4855,5107,7737
94,4714,5071,7379
95,4580,5046,7056
96,4465,5005,6744
97,4415,4952,6428
98,4410,4913,6107
99,4416,4888,5782
100,4421,4866,5455
101,4400,4825,5156
103,4337,4797,4897
104,4246,4747,4697
105,4148,4702,4547
106,4056,4666,4456
107,4007,4611,4451
108,3977,4531,4471
109,3951,4429,4427
110,3910,4310,4308
111,3825,4199,4175
112,3692,4089,4067
113,3551,3986,3962
114,3425,3874,3846
115,3333,3759,3730
116,3270,3646,3618
117,3221,3557,3519
118,3174,3477,3418
119,3135,3405,3315
120,3114,3335,3210
121,3104,3277,3104
