height of setup:,88.03
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
125,2943,3560,2865,2752
126,2625,3336,2775,2648
127,2380,3102,2639,2509
128,2140,2831,2436,2318
129,1943,2598,2233,2125
130,1767,2359,2034,1940
131,1603,2141,1861,1782
132,1464,1950,1710,1647
133,1351,1782,1574,1523
134,1275,1691,1507,1458
135,1299,1677,1490,1406
136,1455,1968,1748,1460
137,1616,2213,1883,1513
138,1627,2255,1909,1534
139,1519,2115,1812,1498
140,1390,1926,1668,1422
141,1318,1793,1555,1354
143,1256,1716,1484,1305
144,1193,1642,1448,1300
145,1194,1620,1441,1320
146,1264,1631,1454,1314
147,1258,1584,1424,1272
148,1233,1508,1370,1234
149,1232,1447,1330,1210
150,1300,1425,1308,1203
151,2386,1795,1308,1206
152,3396,3336,2013,1430
153,3632,4489,3478,2423
154,3429,4623,3918,3077
155,3094,4300,3777,3107
156,2736,3858,3449,2923
157,2477,3394,3020,2619
158,2301,3063,2661,2346
159,2315,2832,2423,2144
160,2234,2687,2313,2088
161,2024,2473,2155,1978
162,1820,2261,2002,1857
163,1663,2098,1880,1764
164,1523,1950,1755,1657
166,1406,1812,1634,1548
167,1342,1721,1547,1461
168,1287,1688,1530,1439
169,1229,1625,1489,1408
170,1181,1558,1429,1355
171,1136,1498,1374,1298
172,1101,1467,1358,1269
173,1065,1429,1335,1246
174,1034,1387,1298,1213
175,1006,1349,1268,1187
176,981,1317,1239,1160
177,953,1276,1201,1123
178,965,1237,1163,1088
179,1098,1425,1185,1062
180,1237,1820,1384,1171
181,1404,1971,1588,1394
182,1432,1998,1650,1499
183,1408,1970,1691,1540
184,1325,1884,1663,1523
185,1343,1785,1600,1478
186,1418,1806,1558,1420
187,1338,1769,1618,1589
189,1237,1660,1554,1574
190,1149,1556,1465,1484
191,1087,1473,1392,1392
192,1035,1411,1349,1340
193,1006,1452,1515,1383
194,1129,1834,2077,1819
195,1162,2077,2455,2311
196,1335,2063,2351,2311
197,1440,2006,2158,2155
198,1350,1848,1935,1944
199,1252,1707,1749,1754
200,1155,1577,1597,1601
201,1079,1473,1476,1476
202,1034,1414,1405,1397
203,1052,1449,1416,1379
204,1064,1527,1548,1429
205,1459,1553,1631,1543
206,1665,1690,2147,1678
207,1750,2092,2507,1833
208,1846,2389,2764,1910
209,1948,2649,3011,2174
210,1971,2660,2875,2182
212,1794,2438,2580,2046
213,1595,2181,2266,1851
214,1423,1952,1999,1673
215,1319,1781,1792,1530
216,1250,1657,1635,1422
217,1180,1561,1522,1344
218,1194,1513,1443,1290
219,1404,1490,1392,1257
220,1764,1722,1432,1234
221,1752,2009,1855,1497
222,1598,2045,2152,1847
223,1431,1948,2301,2141
224,1490,2186,2859,2585
225,1995,2914,3407,2784
226,2332,3332,3540,2834
227,2211,3238,3366,2802
228,2034,3033,3078,2643
229,1876,2873,2990,2531
230,1707,2628,2777,2473
231,1612,2416,2519,2281
232,1576,2360,2355,2112
234,1574,2337,2206,1956
235,1503,2231,2054,1834
236,1386,2077,1905,1726
237,1357,2027,1818,1659
238,1442,2052,1806,1720
239,1539,2040,1771,1764
240,1649,2212,1911,1797
241,1615,2374,2192,1911
242,1524,2291,2203,1930
243,1409,2109,2046,1813
244,1348,1937,1871,1679
245,1341,1873,1784,1586
246,1248,1744,1656,1489
247,1160,1623,1538,1399
248,1089,1524,1444,1325
249,1030,1437,1362,1255
250,978,1361,1295,1198
251,939,1301,1241,1151
252,914,1274,1228,1140
253,903,1267,1231,1163
254,949,1382,1306,1215
255,1035,1498,1348,1229
257,1047,1480,1328,1206
258,1016,1432,1305,1188
259,982,1382,1272,1161
260,940,1321,1228,1128
261,926,1278,1198,1104
262,1007,1343,1253,1122
263,1078,1461,1408,1289
264,1131,1643,1604,1451
265,1156,1681,1720,1619
266,1223,1716,1756,1644
267,1189,1656,1668,1573
268,1109,1542,1541,1470
269,1033,1439,1432,1367
270,972,1357,1346,1283
271,931,1298,1282,1221
272,920,1255,1234,1174
273,1038,1230,1199,1141
274,1037,1209,1175,1117
275,986,1179,1145,1084
276,938,1154,1120,1059
277,921,1137,1101,1039
278,965,1207,1152,1054
280,942,1250,1225,1115
281,901,1225,1221,1133
282,865,1182,1181,1105
283,835,1139,1137,1067
284,809,1103,1098,1034
285,789,1075,1066,1006
286,793,1057,1043,985
287,819,1074,1035,972
288,830,1092,1037,973
289,830,1086,1037,991
290,844,1083,1043,1015
291,977,1153,1091,1060
292,1059,1300,1224,1150
293,1046,1329,1272,1193
294,1017,1314,1271,1198
295,987,1289,1256,1189
296,949,1250,1216,1156
297,919,1203,1169,1110
298,895,1165,1133,1073
299,868,1134,1103,1043
300,841,1108,1078,1017
301,817,1086,1055,994
303,804,1084,1055,985
304,813,1135,1102,992
305,823,1160,1133,1006
306,868,1192,1141,1013
307,970,1319,1219,1049
308,1016,1498,1337,1123
309,1028,1576,1400,1195
310,1030,1582,1449,1278
311,1025,1570,1474,1312
312,1001,1523,1444,1259
313,962,1453,1372,1200
314,911,1360,1279,1133
315,862,1269,1200,1079
316,824,1204,1153,1086
317,801,1161,1125,1081
318,777,1120,1088,1047
319,777,1092,1059,1015
320,808,1086,1059,1034
321,835,1132,1119,1113
322,835,1151,1133,1114
323,822,1142,1122,1092
325,797,1115,1097,1058
326,776,1090,1066,1018
327,758,1060,1032,982
328,740,1030,1002,950
329,712,988,959,914
