height of setup:,72
time,value of sensor0,value of sensor1,value of sensor2
0,1737,1597,1361
1,1688,1603,1366
2,1629,1628,1375
3,1572,1649,1387
4,1528,1665,1399
5,1493,1691,1411
6,1485,1723,1419
7,1538,1759,1427
8,1649,1798,1434
9,1783,1844,1444
10,1946,1897,1454
11,2270,1968,1459
13,2789,2041,1466
14,3356,2089,1476
15,3901,2240,1503
16,4397,2955,1541
17,4772,3847,1592
18,5341,4637,1649
19,5821,5187,1709
20,6353,5432,1756
21,8427,5444,1779
22,12001,5356,1784
23,15782,5464,1774
24,19119,5893,1758
25,21512,6356,1738
26,22941,6663,1723
27,23770,6798,1712
28,24217,6764,1704
29,24477,6601,1697
30,24680,6420,1694
31,24825,6288,1693
32,24878,6197,1693
33,24853,6136,1693
34,24798,6108,1693
36,24755,6143,1699
37,24714,6235,1718
38,24642,6354,1764
39,24504,6488,1846
40,24295,6536,1931
41,24097,6505,1975
42,24016,6500,1981
43,24088,6576,1983
44,24186,6674,2000
45,24246,6828,2047
46,24252,7155,2134
47,24209,7599,2260
48,24150,7976,2390
49,24110,8384,2489
50,24050,8855,2596
51,23926,9332,2775
52,23749,9807,3033
53,23577,10236,3371
54,23428,10650,3745
55,23275,11076,4194
56,23086,11464,4784
57,22844,11751,5434
58,22527,11976,6050
60,22152,12158,6621
61,21770,12267,7145
62,21420,12294,7605
63,21079,12259,8002
64,20725,12166,8323
65,20388,12015,8669
66,20077,11809,9018
67,19746,11598,9292
68,19403,11358,9434
69,19067,11083,9491
70,18735,10787,9422
71,18363,10511,9231
72,17942,10272,9016
73,17481,10067,8897
74,16972,9892,8927
75,16427,9728,9034
76,15866,9553,9151
77,15302,9358,9233
78,14718,9150,9240
79,14139,8930,9159
80,13530,8704,9031
81,12920,8483,8894
83,12296,8287,8736
84,11640,8140,8587
85,10937,8057,8516
86,10209,8020,8525
87,9527,8004,8602
88,8896,7985,8723
89,8339,7963,8773
90,7918,7883,8741
91,7598,7765,8626
92,7344,7634,8430
93,7087,7515,8284
94,6777,7439,8358
95,6407,7424,8530
96,6018,7420,8612
97,5664,7402,8547
98,5330,7384,8410
99,5068,7289,8170
100,4888,7096,7716
101,4773,6847,7175
102,4706,6565,6618
103,4686,6264,6109
104,4686,5963,5657
105,4671,5727,5285
107,4629,5545,4970
108,4578,5378,4712
109,4530,5217,4484
110,4485,5109,4283
111,4416,5115,4134
112,4293,5110,4023
113,4170,5035,3874
114,4061,4971,3731
115,3966,4979,3614
116,3895,4984,3520
117,3852,4956,3491
118,3812,4907,3552
119,3768,4841,3527
120,3715,4786,3455
121,3647,4771,3356
