height of setup:,67
time,value of sensor0,value of sensor1,value of sensor2
31,22918,2829,1175
32,22862,2936,1176
33,22724,3133,1192
34,22576,3382,1254
35,22458,3633,1392
36,22392,3903,1552
37,22391,4227,1723
39,22429,4589,1882
40,22479,4918,2014
41,22524,5215,2124
42,22541,5503,2214
43,22540,5687,2225
44,22482,5797,2203
45,22407,5871,2208
46,22344,5925,2209
47,22317,6008,2226
48,22312,6147,2300
49,22322,6368,2455
50,22317,6660,2668
51,22258,6957,2888
52,22160,7254,3117
53,22046,7595,3399
54,21890,7956,3700
55,21646,8276,4004
56,21286,8527,4306
57,20830,8732,4605
58,20313,8890,4888
59,19762,8982,5110
60,19206,8941,5254
61,18651,8745,5266
63,18079,8460,5196
64,17490,8188,5082
65,16902,7942,4923
66,16329,7706,4784
67,15785,7542,4702
68,15268,7506,4699
69,14764,7517,4729
70,14259,7499,4734
71,13737,7431,4720
72,13173,7298,4691
73,12550,7105,4613
74,11875,6868,4484
75,11166,6632,4354
76,10446,6424,4262
77,9758,6230,4172
78,9114,6013,4029
79,8501,5789,3850
80,7922,5575,3670
81,7388,5383,3527
82,6915,5234,3437
83,6488,5110,3385
84,6105,5000,3360
85,5755,4907,3364
87,5410,4840,3393
88,5082,4779,3443
89,4781,4726,3491
90,4517,4652,3515
91,4283,4556,3511
92,4067,4439,3495
93,3878,4317,3484
94,3701,4198,3468
95,3545,4085,3446
96,3393,3974,3420
97,3258,3858,3397
98,3135,3744,3372
99,3033,3634,3317
100,2952,3520,3221
101,2910,3407,3088
102,2924,3315,2930
103,2955,3254,2786
104,2953,3219,2678
105,2901,3206,2612
106,2818,3199,2560
107,2713,3169,2509
108,2599,3114,2452
109,2495,3051,2388
111,2396,2989,2323
112,2303,2935,2268
113,2218,2895,2214
114,2144,2859,2155
115,2076,2829,2093
116,2019,2790,2032
117,1968,2758,1973
118,1924,2727,1916
119,1887,2696,1865
120,1857,2660,1823
121,1829,2631,1790
122,1799,2613,1766
123,1767,2599,1751
124,1731,2579,1740
125,1699,2552,1736
126,1669,2529,1736
127,1639,2515,1738
128,1610,2504,1735
129,1587,2493,1727
130,1570,2474,1723
131,1550,2455,1729
132,1525,2441,1731
134,1499,2427,1723
135,1473,2412,1698
136,1449,2396,1662
137,1430,2382,1624
138,1415,2362,1589
139,1404,2338,1563
140,1394,2302,1539
141,1387,2261,1517
142,1380,2211,1494
143,1370,2156,1470
144,1358,2104,1448
145,1345,2060,1428
146,1331,2023,1411
147,1316,1991,1395
148,1301,1967,1383
149,1289,1950,1370
150,1283,1929,1357
151,1271,1909,1347
152,1259,1889,1335
153,1251,1869,1326
154,1244,1844,1318
155,1239,1817,1312
157,1230,1791,1305
158,1222,1766,1299
159,1213,1748,1293
160,1202,1735,1290
161,1192,1724,1290
162,1180,1715,1290
163,1167,1711,1290
164,1154,1708,1289
165,1139,1708,1288
166,1124,1707,1288
167,1111,1707,1287
168,1112,1705,1286
169,1127,1700,1288
170,1140,1690,1290
171,1141,1682,1292
172,1138,1672,1293
173,1129,1665,1292
174,1117,1659,1291
175,1101,1652,1288
176,1084,1640,1285
177,1067,1627,1283
178,1050,1618,1281
179,1035,1617,1281
180,1021,1621,1280
182,1008,1629,1281
