height of setup:,115
time,value of sensor0,value of sensor1,value of sensor2
1,991,908,906
2,983,911,905
3,973,916,905
4,957,923,905
5,931,930,904
6,905,935,905
7,878,940,905
8,851,941,906
9,831,940,904
10,823,936,905
11,822,932,903
12,813,927,900
13,800,924,897
14,781,918,894
15,760,913,890
16,747,906,886
17,802,900,884
18,1159,897,882
20,1905,893,879
21,2709,889,879
22,3335,887,879
23,3685,885,877
24,3808,885,875
25,3823,883,871
26,3818,887,870
27,3809,901,869
28,3781,936,867
29,3725,1006,865
30,3637,1122,864
31,3620,1290,864
32,3712,1468,864
33,3911,1667,864
34,4178,1907,864
35,4451,2166,865
36,4748,2405,865
37,5131,2729,866
38,5624,3168,866
39,6265,3574,867
40,7117,3890,867
41,8081,4082,867
43,9013,4132,866
44,9885,4092,866
45,10612,4062,865
46,11033,4031,864
47,11058,3989,865
48,10741,3943,864
49,10275,3920,865
50,9541,3856,871
51,8425,3708,897
52,7534,3490,950
53,6943,3311,1010
54,6562,3201,1057
55,6257,3158,1093
56,5874,3086,1113
57,5409,3038,1123
58,4929,3031,1126
59,4460,2999,1117
60,4027,2950,1100
61,3639,2900,1087
62,3311,2859,1077
63,3047,2790,1068
64,2840,2703,1059
65,2668,2608,1047
67,2517,2507,1034
68,2371,2408,1021
69,2232,2310,1006
70,2112,2214,991
71,2003,2126,976
72,1906,2048,963
73,1819,1981,953
74,1744,1923,943
75,1677,1873,935
76,1608,1828,926
77,1558,1789,921
78,1635,1758,915
79,1998,1746,911
80,2617,1736,908
81,3261,1717,907
82,3679,1689,906
83,3836,1655,905
84,3820,1619,904
85,3677,1582,903
86,3458,1540,903
87,3205,1496,903
88,2945,1453,903
90,2696,1413,904
91,2468,1374,907
92,2268,1338,910
93,2098,1306,911
94,1958,1280,910
95,1847,1255,910
96,1761,1235,909
97,1685,1221,907
98,1607,1210,905
99,1525,1202,904
100,1441,1188,901
101,1364,1174,898
102,1308,1160,895
103,1264,1146,891
104,1225,1133,890
105,1188,1120,887
106,1155,1110,884
107,1123,1100,884
108,1094,1087,880
109,1069,1076,878
110,1050,1069,875
111,1036,1066,874
112,1025,1062,874
114,1007,1058,872
115,985,1052,872
116,974,1051,873
117,976,1048,873
118,979,1048,873
119,981,1048,873
120,982,1050,873
121,979,1049,873
122,970,1048,875
123,954,1047,875
124,931,1047,877
125,909,1045,878
126,892,1045,879
127,882,1044,880
128,877,1042,882
129,872,1040,883
130,863,1040,885
131,849,1038,884
132,835,1035,887
133,819,1035,888
134,801,1036,890
135,786,1037,892
137,780,1036,893
138,783,1035,893
139,787,1029,893
140,786,1026,893
141,777,1020,893
142,762,1016,893
143,752,1013,894
144,737,1010,892
145,725,1005,890
146,716,995,888
