height of setup:,160
time,value of sensor0,value of sensor1,value of sensor2
0,458,820,870
1,459,817,866
2,460,815,865
3,461,814,862
4,464,811,860
5,468,810,858
6,472,808,855
7,474,805,851
8,476,803,849
9,476,802,847
10,475,800,845
11,475,798,843
12,474,797,843
13,474,795,842
14,480,795,840
15,496,795,840
16,519,795,840
17,536,795,841
19,545,796,840
20,545,797,841
21,543,799,841
22,543,809,841
23,544,834,842
24,548,897,842
25,562,1027,843
26,580,1200,842
27,595,1349,843
28,604,1469,843
29,613,1528,843
30,621,1536,843
31,628,1519,844
32,630,1489,843
33,631,1447,844
34,630,1397,844
35,630,1346,845
36,636,1303,844
37,663,1273,844
38,721,1250,845
39,796,1228,844
40,849,1204,844
41,859,1175,844
43,846,1146,845
44,833,1117,844
45,826,1093,844
46,818,1066,844
47,810,1042,844
48,796,1021,844
49,775,1003,844
50,750,989,843
51,729,981,843
52,715,976,843
53,719,966,844
54,750,956,843
55,827,943,843
56,951,931,844
57,1083,921,843
58,1179,910,844
59,1230,900,846
60,1232,892,846
61,1197,886,847
62,1144,879,848
63,1088,873,849
64,1031,868,850
66,975,865,849
67,923,862,848
68,874,860,846
69,832,859,844
70,804,857,844
71,796,854,842
72,804,852,841
73,816,850,839
74,822,850,838
75,823,850,838
76,824,849,839
77,835,849,838
78,895,848,838
79,998,848,838
80,1090,849,837
81,1139,849,837
82,1165,850,837
83,1194,849,837
84,1241,849,835
85,1307,847,835
86,1379,847,835
87,1469,846,835
88,1585,845,835
90,1730,844,836
91,1874,840,836
92,1949,837,837
93,1940,835,836
94,1880,833,837
95,1796,835,836
96,1711,837,836
97,1628,839,836
98,1543,840,835
99,1456,841,835
100,1386,840,835
101,1326,842,836
102,1265,841,836
103,1200,840,837
104,1135,840,838
105,1074,839,837
106,1021,838,838
107,979,837,838
