height of setup:,57
time,value of sensor0,value of sensor1,value of sensor2
30,26743,3402,1347
31,26935,3806,1402
32,27052,4301,1985
33,27142,4822,3300
34,27218,5350,4604
35,27295,5913,5553
36,27359,6543,6162
37,27414,7114,6363
38,27462,7632,6299
39,27501,8066,6095
40,27525,8455,5801
42,27558,9029,5491
43,27576,9678,5162
44,27589,10311,4888
45,27597,10929,4658
46,27605,11485,4448
47,27609,11983,4252
48,27612,12433,4077
49,27612,12757,3937
50,27606,12912,3846
51,27607,13035,3737
52,27599,13225,3706
53,27587,13431,3814
54,27575,13624,4054
55,27563,13767,4342
56,27549,13911,4606
57,27533,14068,4808
58,27514,14241,4952
59,27491,14416,5086
60,27463,14598,5326
61,27430,14760,5731
62,27393,14879,6248
63,27348,14960,6848
64,27297,14997,7511
66,27237,15012,8257
67,27172,15018,8979
68,27099,14917,9586
69,27016,14744,10048
70,26920,14488,10403
71,26805,14199,10710
72,26671,13889,11047
73,26505,13539,11369
74,26301,13179,11655
75,26041,12855,11907
76,25709,12524,12097
77,25293,12194,12250
78,24788,11870,12384
79,24201,11575,12452
80,23547,11328,12483
81,22843,11132,12521
82,22093,10983,12528
83,21340,10867,12461
84,20605,10698,12298
85,19894,10452,11995
86,19234,10091,11552
87,18613,9660,11046
88,18027,9208,10529
90,17463,8741,10004
91,16896,8285,9536
92,16312,7923,9128
93,15702,7726,8797
94,15044,7659,8557
95,14338,7672,8334
96,13593,7689,8152
97,12826,7693,8018
98,12062,7691,7956
99,11315,7678,7919
100,10602,7642,7887
101,9936,7589,7837
102,9325,7539,7782
103,8752,7519,7732
104,8177,7535,7687
105,7616,7567,7644
106,7064,7596,7578
107,6586,7610,7476
108,6237,7577,7347
109,5973,7463,7218
110,5741,7302,7067
111,5535,7124,6912
112,5330,6955,6756
114,5064,6823,6680
115,4742,6702,6731
116,4396,6616,6833
117,4101,6590,6906
118,3874,6538,6922
119,3710,6448,6834
120,3614,6319,6621
121,3569,6181,6361
122,3528,6035,6120
123,3473,5922,5957
124,3408,5824,5847
125,3366,5732,5733
126,3369,5637,5599
127,3381,5544,5440
128,3372,5458,5268
129,3352,5357,5087
130,3331,5239,4874
131,3302,5124,4664
132,3263,5016,4478
133,3224,4903,4313
134,3184,4781,4168
135,3146,4681,4043
136,3103,4606,3943
138,3063,4543,3848
139,3026,4478,3752
140,3007,4394,3647
141,2992,4295,3554
142,2977,4200,3474
143,2969,4116,3402
144,2957,4047,3343
145,2941,3993,3296
146,2930,3969,3259
147,2918,3989,3238
148,2902,4050,3221
149,2887,4121,3205
150,2868,4156,3183
151,2840,4154,3149
152,2806,4125,3108
153,2768,4088,3086
154,2737,4081,3090
155,2714,4096,3090
156,2671,4098,3085
157,2616,4059,3066
158,2577,3999,3033
159,2550,3947,2989
161,2525,3916,2948
162,2505,3872,2906
163,2493,3804,2855
164,2480,3717,2799
165,2468,3634,2732
166,2456,3569,2657
167,2440,3533,2577
168,2428,3497,2506
169,2433,3467,2448
170,2469,3438,2412
171,2506,3401,2385
172,2521,3353,2355
173,2515,3302,2323
174,2494,3267,2294
175,2464,3246,2279
176,2435,3228,2272
177,2411,3211,2274
178,2389,3179,2273
179,2369,3137,2272
180,2350,3102,2277
181,2323,3096,2297
182,2286,3098,2320
183,2238,3109,2334
185,2182,3121,2338
186,2124,3124,2333
187,2071,3099,2308
188,2026,3058,2265
189,1991,3031,2210
