height of setup:,195
time,value of sensor0,value of sensor1,value of sensor2
0,605,1191,992
1,600,1162,992
2,602,1132,991
3,604,1105,987
4,606,1083,981
5,609,1061,977
7,608,1043,974
8,606,1026,972
9,603,1012,972
10,600,998,972
11,596,989,974
12,592,978,974
13,584,970,975
14,578,963,975
15,572,956,975
16,566,951,976
17,562,946,978
18,560,943,981
19,556,940,982
20,553,937,985
21,551,934,988
22,550,933,991
23,549,932,992
24,549,933,993
25,548,933,993
26,547,933,993
27,546,932,994
28,545,931,995
30,543,931,994
31,586,928,994
32,949,928,991
33,1569,926,990
34,2154,923,987
35,2594,922,987
36,2876,919,986
37,3014,917,984
38,3010,916,982
39,2899,914,982
40,2728,912,982
41,2527,910,982
42,2321,908,981
43,2121,907,979
44,1936,905,978
45,1768,903,976
46,1616,902,974
47,1482,901,973
48,1365,899,971
49,1264,899,970
50,1178,899,969
51,1109,899,968
52,1057,900,968
54,1017,901,967
55,984,902,967
56,954,902,966
57,928,904,965
58,906,905,965
59,895,906,965
60,895,909,964
61,904,914,963
62,918,920,962
63,931,926,961
64,935,930,960
65,933,933,959
66,924,934,958
67,912,933,957
68,900,932,955
69,888,930,955
70,869,927,954
71,849,926,954
72,831,924,953
73,811,921,952
74,791,919,951
75,774,917,951
77,758,916,951
78,744,915,950
79,731,914,950
80,719,914,950
81,709,913,949
82,698,912,949
83,688,912,949
84,679,912,950
85,670,911,949
86,661,911,950
87,653,910,951
88,646,909,951
89,641,909,953
90,635,909,956
91,629,909,959
92,625,909,961
93,623,909,963
94,623,909,965
95,630,908,966
96,640,908,968
97,651,908,970
98,660,908,971
99,666,907,971
101,667,907,970
