height of setup:,175
time,value of sensor0,value of sensor1,value of sensor2
0,613,961,1032
1,613,957,1034
2,612,952,1033
3,610,947,1032
4,606,943,1030
5,604,940,1029
6,600,938,1030
8,597,936,1032
9,592,934,1033
10,590,934,1034
11,587,934,1033
12,586,934,1031
13,586,933,1027
14,584,933,1026
15,582,931,1026
16,579,930,1027
17,577,930,1025
18,575,930,1024
19,578,930,1022
20,580,931,1021
21,582,931,1021
22,586,933,1020
23,590,934,1020
24,600,934,1019
25,615,935,1017
26,630,936,1018
27,642,936,1017
28,645,939,1017
29,642,939,1016
30,641,942,1016
32,656,943,1018
33,684,944,1018
34,713,946,1018
35,737,946,1019
36,754,946,1020
37,768,946,1022
38,776,947,1022
39,781,948,1023
40,786,948,1023
41,789,948,1023
42,790,949,1024
43,791,948,1024
44,798,949,1024
45,808,948,1025
46,816,948,1027
47,825,948,1030
48,832,949,1032
49,837,950,1034
50,842,951,1037
51,868,952,1040
52,983,952,1042
53,1242,952,1046
54,1623,953,1049
56,2024,954,1050
57,2329,954,1051
58,2524,955,1052
59,2646,956,1053
60,2699,959,1054
61,2712,961,1053
62,2728,966,1053
63,2739,971,1053
64,2693,976,1052
65,2603,983,1052
66,2489,992,1052
67,2367,1004,1052
68,2241,1016,1052
69,2118,1029,1052
70,1999,1041,1051
71,1884,1050,1051
72,1876,1059,1051
73,2179,1066,1051
74,2562,1070,1051
75,2798,1072,1050
76,2877,1071,1051
77,2844,1070,1051
79,2725,1068,1050
80,2564,1066,1050
81,2385,1064,1048
82,2210,1064,1048
83,2043,1062,1045
84,1890,1060,1044
85,1749,1058,1044
86,1623,1055,1042
87,1514,1050,1041
88,1425,1046,1041
89,1352,1041,1040
90,1289,1039,1040
91,1231,1033,1039
92,1184,1032,1040
93,1142,1028,1039
94,1104,1027,1038
95,1074,1024,1038
96,1048,1024,1038
97,1043,1024,1038
98,1058,1025,1038
99,1079,1025,1038
100,1087,1027,1035
101,1080,1029,1033
103,1060,1030,1033
104,1038,1033,1033
105,1018,1039,1034
106,997,1046,1034
107,981,1050,1035
108,970,1052,1037
109,964,1053,1037
110,962,1054,1038
111,961,1053,1039
112,955,1051,1040
113,943,1049,1041
114,927,1048,1041
115,914,1043,1042
116,908,1040,1041
117,909,1037,1041
118,908,1031,1039
119,904,1027,1038
120,929,1023,1038
121,1015,1019,1037
122,1120,1016,1037
123,1190,1012,1035
124,1210,1008,1034
126,1197,1005,1033
127,1170,1000,1032
128,1134,995,1032
129,1098,989,1029
130,1063,984,1026
131,1033,980,1023
132,1006,975,1020
133,980,970,1017
134,952,966,1014
135,930,963,1012
136,918,961,1011
137,912,958,1010
138,909,956,1009
139,906,954,1008
140,912,953,1007
141,929,950,1005
142,952,949,1003
143,972,949,1002
144,990,947,1001
145,1007,947,999
146,1011,947,999
147,999,948,998
148,976,948,996
150,950,950,997
151,925,955,996
152,901,962,996
153,885,969,995
154,875,977,995
155,870,981,995
156,875,984,995
157,885,985,995
158,895,987,994
159,905,986,994
160,912,984,995
161,918,982,996
162,919,978,996
163,919,973,996
164,918,969,997
165,914,966,997
166,904,962,997
167,887,958,998
168,865,954,997
169,843,952,997
170,821,950,997
171,806,950,998
173,792,948,998
174,783,948,999
175,781,949,1001
176,787,950,1003
177,797,952,1005
178,809,955,1006
179,814,959,1007
180,812,964,1007
181,803,968,1007
182,791,971,1007
183,778,972,1008
184,765,973,1009
185,753,975,1009
186,742,977,1011
187,732,977,1013
188,721,978,1018
189,713,979,1022
190,707,979,1025
191,703,980,1027
192,702,981,1027
193,702,979,1027
194,701,977,1028
195,697,977,1033
