height of setup:,200
time,value of sensor0,value of sensor1,value of sensor2
0,581,950,1063
1,576,947,1057
2,571,944,1051
3,567,942,1045
4,562,941,1042
5,558,939,1039
6,555,939,1036
7,551,939,1034
8,547,940,1033
9,545,939,1032
10,541,940,1031
11,539,940,1029
13,538,940,1027
14,536,941,1027
15,535,941,1027
16,537,941,1027
17,537,941,1027
18,539,942,1028
19,544,942,1028
20,550,942,1028
21,552,944,1028
22,551,944,1028
23,549,946,1029
24,546,947,1029
25,543,949,1029
26,542,950,1030
27,546,950,1029
28,555,950,1031
29,564,950,1031
30,573,950,1034
31,579,950,1041
32,582,951,1049
33,584,952,1063
34,583,957,1082
36,582,961,1100
37,581,965,1113
38,582,967,1119
39,583,968,1117
40,584,968,1111
41,584,968,1101
42,585,967,1090
43,586,966,1083
44,585,964,1078
45,584,961,1071
46,584,960,1066
47,588,958,1062
48,657,956,1061
49,939,956,1060
50,1375,955,1059
51,1804,955,1060
52,2165,953,1059
53,2442,954,1058
54,2661,954,1057
55,2824,955,1057
56,2915,958,1056
57,2906,962,1052
59,2822,971,1050
60,2685,979,1048
61,2521,987,1045
62,2353,994,1043
63,2200,999,1040
64,2073,1003,1038
65,1961,1007,1036
66,1848,1014,1034
67,1732,1020,1032
68,1619,1027,1030
69,1521,1035,1028
70,1465,1045,1027
71,1458,1055,1026
72,1473,1063,1024
73,1485,1071,1024
74,1475,1078,1023
75,1450,1083,1022
76,1409,1088,1023
77,1358,1092,1026
78,1301,1093,1031
79,1255,1092,1035
80,1228,1089,1041
81,1224,1085,1045
83,1217,1082,1050
84,1193,1080,1053
85,1177,1076,1056
86,1221,1073,1060
87,1339,1073,1064
88,1477,1072,1067
89,1585,1071,1070
90,1642,1069,1072
91,1649,1066,1073
92,1621,1065,1074
93,1573,1064,1074
94,1519,1063,1075
95,1463,1066,1076
96,1413,1070,1075
97,1365,1073,1075
98,1315,1076,1074
99,1264,1078,1075
100,1211,1079,1076
101,1158,1079,1077
102,1113,1079,1078
103,1077,1077,1079
104,1044,1074,1078
106,1014,1070,1077
107,987,1067,1076
108,962,1062,1074
109,938,1056,1074
110,920,1050,1074
111,901,1046,1074
112,882,1041,1074
113,866,1036,1074
114,852,1033,1073
115,838,1029,1073
116,825,1026,1074
117,809,1024,1073
118,791,1022,1073
119,775,1020,1072
120,760,1019,1072
121,745,1018,1071
122,734,1018,1072
123,724,1017,1071
124,718,1015,1071
125,715,1014,1070
126,712,1012,1070
127,709,1009,1069
128,708,1007,1069
130,707,1005,1069
131,703,1004,1068
132,698,1001,1068
133,694,1000,1068
134,692,997,1068
