height of setup:,130
time,value of sensor0,value of sensor1,value of sensor2
1,636,1196,1211
2,623,1174,1177
3,613,1146,1146
5,604,1120,1119
6,599,1094,1091
7,594,1071,1069
8,592,1047,1050
9,588,1028,1035
10,587,1011,1021
11,585,995,1010
12,584,981,1002
13,584,970,995
14,585,960,990
15,592,953,985
16,636,948,982
17,689,943,980
18,720,940,977
19,735,937,976
20,761,935,974
21,794,933,973
22,835,933,971
23,896,935,971
24,1133,944,970
25,1757,967,969
26,2639,1004,968
27,3619,1058,968
29,4520,1136,968
30,5212,1231,967
31,5650,1326,965
32,5874,1414,964
33,5971,1498,963
34,6227,1567,962
35,6871,1616,961
36,7670,1639,960
37,8395,1636,959
38,9030,1612,959
39,9530,1610,958
40,9917,1704,957
41,10177,1748,957
42,10320,1744,957
43,10237,1728,956
44,9864,1713,956
45,9273,1696,955
46,8576,1684,957
47,7831,1668,958
48,7187,1662,960
49,6884,1671,961
50,6911,1692,961
52,7091,1713,961
53,7205,1730,960
54,7126,1737,961
55,6875,1731,960
56,6497,1727,959
57,6070,1740,958
58,5725,1755,959
59,5547,1767,959
60,5498,1770,959
61,5420,1766,958
62,5241,1760,958
63,4956,1750,959
64,4605,1735,959
65,4230,1709,960
66,3858,1670,960
67,3527,1625,960
68,3300,1575,960
69,3139,1524,960
70,2990,1476,960
71,2845,1431,959
72,2711,1390,959
73,2580,1354,960
74,2447,1322,960
76,2313,1288,959
77,2183,1259,958
78,2073,1235,957
79,1979,1216,955
80,1906,1200,954
81,1828,1186,952
82,1738,1172,949
83,1690,1161,946
84,1717,1149,942
85,1767,1139,939
86,1816,1128,936
87,1888,1119,935
88,1960,1109,932
89,1987,1101,930
90,1962,1091,927
91,1925,1086,926
92,1882,1080,923
93,1831,1074,921
94,1774,1068,920
95,1711,1061,918
96,1645,1054,917
97,1580,1047,915
99,1523,1042,915
100,1465,1035,915
101,1401,1028,914
102,1328,1022,914
103,1258,1017,914
104,1189,1013,915
105,1124,1010,916
106,1076,1008,918
107,1039,1006,919
108,1010,1005,920
109,986,1005,922
110,968,1005,924
111,960,1005,926
112,978,1005,928
113,1053,1006,932
114,1171,1009,933
115,1277,1013,937
116,1347,1017,938
117,1373,1023,939
118,1359,1026,943
119,1318,1027,947
120,1265,1028,957
121,1208,1032,972
123,1152,1033,990
124,1099,1035,1008
125,1050,1037,1025
126,1008,1038,1036
127,970,1037,1042
128,938,1034,1043
129,910,1030,1039
130,884,1026,1034
131,860,1022,1026
132,840,1018,1016
133,823,1013,1009
134,809,1009,1001
135,797,1004,995
136,787,1000,989
137,778,995,984
