height of setup:,50
time,value of sensor0,value of sensor1,value of sensor2
33,27286,3858,2270
34,27319,4493,3013
35,27315,5602,4939
36,27312,7101,6240
37,27358,8549,7334
38,27445,9450,8040
39,27522,9895,8578
40,27570,10141,8876
41,27583,10360,9151
42,27583,10719,10116
43,27568,11266,11329
44,27565,11788,12326
45,27549,12335,13170
46,27530,12999,14168
48,27511,13671,15291
49,27518,14272,16250
50,27509,14821,16966
51,27489,15521,17722
52,27444,16382,18699
53,27329,17172,19719
54,27122,17848,20562
55,26863,18410,21208
56,26673,18887,21721
57,26590,19287,22126
58,26662,19579,22442
59,26762,19760,22619
60,26770,19853,22607
61,26693,19872,22421
62,26551,19793,22127
63,26447,19626,21797
64,26392,19362,21412
65,26372,18977,20925
66,26414,18455,20285
67,26470,17808,19533
68,26504,17083,18685
69,26486,16334,17766
70,26424,15619,16921
72,26335,14976,16076
73,26222,14389,15171
74,26096,13861,14290
75,25952,13413,13543
76,25777,13048,13078
77,25565,12755,13162
78,25353,12539,13903
79,25141,12401,15101
80,24844,12310,16407
81,24476,12252,17556
82,24023,12223,18409
83,23491,12186,18931
84,22894,12129,19159
85,22254,12022,19155
86,21600,11829,19004
87,20938,11590,18771
88,20259,11332,18479
89,19532,11098,18154
90,18736,10911,17813
91,17899,10796,17399
92,17024,10708,16929
93,16095,10604,16428
95,15072,10410,15971
96,13976,10194,15611
97,12885,9985,15349
98,11818,9770,15171
99,10825,9637,14959
100,9979,9498,14692
101,9194,9335,14366
102,8518,9131,13912
103,7994,8883,13341
104,7659,8634,12710
105,7449,8436,12039
106,7289,8296,11369
107,7076,8180,10735
108,6813,8073,10170
109,6548,7971,9647
110,6288,7909,9162
111,6002,7858,8774
112,5732,7848,8428
113,5488,7851,8071
114,5236,7808,7731
115,4992,7751,7420
116,4752,7689,7173
117,4485,7639,6975
119,4230,7600,6830
120,4025,7552,6719
121,3879,7460,6623
