height of setup:,185
time,value of sensor0,value of sensor1,value of sensor2
0,635,900,1030
1,663,899,1030
2,690,898,1024
3,705,897,1018
4,711,897,1009
5,713,896,1003
6,709,896,996
7,702,895,990
8,695,893,985
9,686,891,982
10,677,889,978
11,666,887,976
12,657,885,974
13,648,883,973
15,648,881,970
16,667,880,970
17,695,879,969
18,731,877,966
19,758,876,965
20,777,875,963
21,785,874,961
22,791,875,960
23,787,875,960
24,778,875,959
25,766,877,960
26,763,879,958
27,782,883,960
28,819,891,959
29,852,903,960
30,865,922,960
31,869,946,960
32,859,973,960
33,847,998,960
34,838,1015,960
35,830,1024,960
36,818,1025,960
38,804,1024,959
39,787,1019,959
40,770,1011,960
41,753,1001,960
42,737,991,960
43,719,982,959
44,705,973,959
45,689,967,958
46,678,960,957
47,787,957,955
48,1443,952,955
49,2333,949,954
50,3171,946,953
51,3832,943,953
52,4262,940,952
53,4511,937,952
54,4632,940,952
55,4652,945,952
56,4597,957,953
57,4495,977,954
58,4366,1001,955
59,4225,1031,957
60,4087,1061,958
62,3965,1085,959
63,3842,1098,960
64,3703,1104,961
65,3550,1110,961
66,3381,1110,961
67,3219,1111,961
68,3069,1107,961
69,2923,1095,960
70,2776,1086,960
71,2632,1078,960
72,2494,1078,959
73,2359,1079,959
74,2228,1078,958
75,2099,1074,958
76,1971,1070,957
77,1846,1067,957
78,1735,1065,957
79,1646,1061,957
80,1565,1058,957
81,1492,1055,956
82,1436,1052,955
83,1430,1049,953
84,1470,1043,951
85,1558,1036,951
87,1697,1030,950
88,1846,1025,951
89,1965,1021,951
90,2043,1018,953
91,2074,1015,955
92,2062,1012,956
93,2016,1009,957
94,1941,1008,956
95,1853,1008,957
96,1755,1008,958
97,1653,1009,958
98,1585,1010,958
99,1619,1009,959
100,1718,1005,959
101,1814,1001,960
102,1876,995,960
103,1890,989,960
104,1856,985,961
105,1790,979,961
106,1714,975,961
107,1638,971,961
108,1564,968,959
110,1494,965,959
111,1427,961,958
112,1367,957,957
113,1305,953,958
114,1243,949,959
115,1181,946,959
116,1125,943,960
117,1076,942,960
118,1031,940,961
119,990,940,961
120,953,940,962
121,923,940,960
122,907,940,960
123,901,939,959
124,907,939,958
125,928,939,959
126,965,938,958
127,997,937,957
128,1012,936,957
129,1017,933,957
130,1014,931,957
131,1011,928,957
133,1009,927,957
134,1013,925,955
135,1021,924,955
136,1040,924,955
137,1077,924,955
138,1123,924,954
139,1170,925,955
140,1209,925,955
141,1243,926,956
142,1273,927,955
143,1296,928,956
144,1314,928,956
145,1326,930,956
146,1335,931,958
147,1343,933,958
148,1342,935,960
149,1321,937,961
150,1295,941,962
151,1286,946,963
152,1291,952,964
153,1292,957,966
154,1295,965,965
155,1291,973,965
157,1282,981,964
158,1267,986,964
159,1240,990,963
160,1202,994,963
161,1158,995,963
162,1113,995,963
163,1071,994,963
164,1034,991,965
165,1027,987,965
166,1071,983,965
167,1152,979,966
168,1246,974,966
169,1337,970,966
170,1407,967,967
171,1447,964,967
172,1465,962,967
173,1463,959,967
174,1446,958,968
175,1424,958,968
176,1392,958,968
177,1361,959,967
178,1330,963,968
179,1293,965,969
181,1252,967,968
182,1208,970,969
183,1161,971,969
184,1118,973,971
185,1075,973,971
186,1033,972,969
187,994,970,969
188,958,966,968
189,941,963,967
190,945,959,966
191,963,956,966
192,994,953,966
193,1025,952,966
194,1049,949,966
195,1056,948,966
196,1049,948,967
197,1030,951,968
198,1006,954,971
199,976,958,974
200,945,960,978
201,915,963,979
202,883,964,978
204,857,962,979
205,834,961,978
206,815,960,978
207,800,959,977
208,786,959,976
209,774,959,975
210,765,957,975
211,755,955,974
212,749,953,974
213,746,951,974
214,742,948,974
215,737,947,973
216,732,946,973
217,723,944,973
218,715,942,973
219,707,940,972
220,697,938,970
