height of setup:,67.72
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
33,21938,27753,27408,24074
34,21568,27956,27078,24046
35,20485,27857,27079,23631
36,19428,28118,26956,22910
37,18757,28399,26668,21612
38,19240,28414,26699,20877
39,18490,28112,26854,21017
40,19156,27826,26506,21041
41,20644,27296,25265,19885
42,19947,25868,23500,18317
43,20471,24966,21638,16691
44,20440,23469,19682,15080
45,19591,21971,17689,13522
46,18941,20869,15661,12043
47,17153,19342,13576,10630
48,15439,17938,11618,9340
49,14666,16999,10036,8250
51,16612,17170,8722,7340
52,18206,17318,7751,6723
53,19085,18132,7722,6775
54,19972,18542,7618,6729
55,20280,19195,7393,6654
56,19657,19673,7016,6346
57,18925,19872,6870,6183
58,17976,18753,6390,5942
59,16457,17286,5817,5580
60,14606,15832,5448,5327
61,14103,15160,5473,5153
62,12895,16017,7599,5493
63,11117,14949,7816,5893
64,9635,13502,7254,5839
65,9706,12343,6606,5765
66,9415,11952,6087,5778
67,9606,11490,5790,5731
68,9350,11235,5521,5457
69,9514,10764,5279,5106
70,10464,11517,5460,4802
71,9881,13594,5912,4585
72,9307,13003,5387,4146
74,8161,11932,4833,3946
75,7181,10952,4649,3901
76,6456,9990,4645,4060
77,5756,8954,4539,4067
78,5053,7921,4175,3743
79,4484,7023,3872,3418
80,5158,6378,3741,3076
81,7611,6040,3753,2792
82,9519,5920,3894,2565
83,10648,5861,3998,2380
84,10714,5753,3894,2232
85,9858,5543,3800,2151
86,8657,5264,3724,2127
87,7424,4981,3648,2065
88,6324,4625,3461,2039
89,5573,4332,3218,2009
90,5049,4064,2991,1964
91,5057,4312,2902,1964
92,5164,5090,3487,2330
93,6213,5555,3949,2757
94,8435,6375,4821,3040
95,9770,7722,6402,3549
96,10333,9506,7533,3761
98,10747,10905,8031,3632
99,10702,11569,7882,3384
100,9983,11812,7414,3108
101,9440,11892,7006,2867
102,9304,12084,7324,2725
103,9158,12133,7317,2634
104,8850,11899,6950,2573
105,8426,11415,6497,2597
106,7979,10771,5994,2598
107,7457,9989,5612,2575
108,6749,9251,5323,2542
109,6046,8761,5082,2550
110,5286,8277,4821,2617
111,4711,7784,4535,2611
112,4522,7611,4293,2599
113,4591,7561,4115,2510
114,4289,7255,3905,2357
115,3768,6862,3629,2166
116,3271,6309,3571,2009
117,2825,5552,3517,1879
118,2510,4913,3281,1819
119,2259,4367,3019,1807
120,2026,3880,2740,1756
122,1994,3587,2586,1724
123,2293,3406,2470,1700
124,2365,3259,2495,1799
125,2272,3227,2618,2023
126,2144,3115,2551,2036
127,2212,3038,2513,2040
128,2474,3431,2548,1984
129,2785,3870,2784,2042
130,2816,4014,2866,2095
131,2852,4103,3229,2396
132,3063,4444,3588,2632
133,3238,4858,3967,2780
134,3082,4848,4168,3092
135,2825,4553,4036,3259
136,2626,4182,3740,3239
137,2471,3848,3417,3144
138,2340,3565,3125,2981
139,2297,3443,2961,2778
140,2401,3579,3052,2721
141,2604,3858,3143,2683
142,2559,3758,3030,2571
143,2376,3614,2794,2370
144,2081,3561,2700,2227
146,1830,3383,2754,2158
147,1659,3270,2838,2230
148,1885,3180,2905,2509
149,2209,3597,3116,2617
150,2357,4036,3369,2663
151,2323,4284,3590,2670
152,2167,4275,3632,2653
153,2017,4060,3450,2529
154,1980,3779,3129,2327
155,1866,3399,2790,2125
156,1723,3081,2540,1962
157,1643,2833,2322,1800
158,1800,2752,2134,1647
159,2036,2802,2095,1540
160,2193,2959,2134,1588
161,2742,3215,2427,1916
162,3272,3590,2776,2082
163,3828,3929,2917,2142
164,4188,3947,2801,2052
165,4291,4050,2804,2008
166,4335,4081,2750,2012
167,4338,4040,2603,1935
169,4159,3868,2491,1863
170,3992,3611,2368,1801
171,3824,3579,2278,1784
172,3619,3537,2308,1800
173,3249,3381,2335,1814
174,2820,3135,2314,1841
175,2491,2872,2239,1810
176,2458,2693,2170,1765
177,2790,3107,2347,1792
178,2886,3527,2741,1877
179,2747,3801,3111,1948
180,2582,3953,3481,2198
181,2368,4041,3636,2434
182,2307,4011,3598,2469
183,2556,3896,3485,2433
184,2799,3789,3341,2348
185,2848,4164,3246,2254
186,2728,4379,3476,2284
187,2746,4240,3423,2365
188,2716,4088,3255,2317
189,2605,3922,3095,2268
191,2405,3669,2931,2218
192,2159,3338,2727,2132
193,1925,3005,2505,2005
194,1739,2726,2306,1876
195,1578,2473,2111,1743
196,1443,2256,1942,1622
197,1343,2093,1817,1528
198,1279,1983,1736,1458
199,1229,1905,1691,1414
200,1186,1832,1648,1378
201,1145,1756,1595,1338
202,1136,1741,1604,1321
203,1139,1735,1618,1327
204,1162,1738,1613,1324
205,1193,1760,1608,1315
206,1276,1755,1647,1328
207,1756,1762,1684,1419
208,2315,1957,1868,1915
209,2367,2553,2113,2004
210,2206,2703,2248,1973
211,2007,2569,2183,1908
212,1793,2381,2074,1854
214,1607,2219,2012,1749
215,1459,2096,1881,1608
216,1354,1967,1751,1487
217,1303,1862,1665,1402
218,1295,1778,1591,1339
219,1261,1709,1535,1291
220,1236,1676,1493,1253
221,1233,1671,1482,1228
222,1209,1698,1575,1241
223,1180,1688,1623,1311
224,1156,1668,1634,1366
225,1146,1689,1645,1403
226,1151,1720,1671,1422
227,1140,1694,1651,1416
228,1149,1668,1619,1400
229,1201,1669,1596,1378
230,1213,1683,1607,1371
231,1197,1690,1635,1374
232,1171,1689,1642,1365
233,1141,1673,1632,1349
234,1086,1610,1564,1304
235,1102,1541,1488,1248
237,1621,1493,1451,1294
238,1883,1498,1679,1579
239,2002,1880,1963,1732
240,1905,2150,2185,1802
241,1769,2141,2263,1857
242,1646,2116,2211,1877
243,1530,2060,2110,1812
244,1444,2014,1991,1693
245,1421,2016,1913,1578
246,1467,2098,1981,1597
247,1580,2292,2084,1689
248,1695,2547,2333,1898
249,1754,2647,2474,2043
250,1657,2521,2388,2058
251,1520,2332,2241,1990
252,1402,2187,2122,1854
253,1307,2056,1950,1687
254,1213,1896,1786,1547
255,1123,1748,1645,1431
256,1062,1628,1532,1336
257,1025,1539,1449,1263
258,992,1475,1390,1215
260,980,1485,1478,1247
261,1042,1644,1659,1369
262,1094,1757,1801,1471
263,1130,1834,1842,1469
264,1132,1843,1815,1414
265,1110,1827,1769,1351
266,1070,1786,1717,1299
267,1043,1724,1649,1255
268,1067,1693,1620,1224
269,1111,1744,1656,1239
270,1102,1754,1685,1278
271,1072,1720,1683,1302
272,1040,1676,1662,1315
273,1013,1627,1627,1321
274,997,1584,1583,1306
275,995,1551,1545,1287
276,1022,1515,1522,1272
277,1080,1518,1520,1252
278,1080,1541,1537,1276
279,1064,1561,1576,1322
280,1038,1561,1592,1345
282,1009,1553,1616,1354
283,991,1534,1600,1333
284,965,1487,1573,1309
285,936,1460,1583,1327
286,899,1405,1528,1328
287,869,1350,1461,1308
288,849,1305,1399,1269
289,838,1282,1358,1229
290,848,1303,1363,1200
291,887,1386,1439,1204
292,921,1452,1488,1217
293,941,1486,1493,1213
294,946,1484,1474,1198
295,926,1455,1448,1185
296,924,1476,1520,1286
297,953,1533,1611,1362
298,949,1536,1612,1374
299,928,1493,1561,1354
300,901,1436,1488,1297
301,878,1385,1424,1237
302,863,1351,1376,1189
303,856,1331,1347,1174
305,859,1326,1400,1211
306,853,1312,1395,1214
307,835,1278,1345,1174
308,816,1241,1291,1123
309,799,1207,1243,1077
310,786,1180,1204,1040
311,774,1156,1172,1008
312,768,1137,1155,999
313,773,1129,1159,995
314,770,1125,1153,983
315,764,1115,1136,966
316,765,1105,1120,950
317,784,1100,1111,951
318,820,1127,1138,964
319,866,1213,1208,995
320,911,1309,1275,1022
321,979,1435,1382,1049
322,980,1459,1442,1094
323,965,1457,1441,1148
324,947,1435,1427,1178
325,916,1393,1415,1213
326,900,1384,1430,1209
328,888,1381,1439,1214
329,865,1357,1411,1194
330,839,1309,1348,1144
331,825,1269,1288,1092
332,828,1248,1245,1051
333,884,1269,1241,1021
334,940,1334,1268,1012
335,969,1402,1332,1034
336,970,1431,1363,1054
337,968,1429,1354,1050
338,985,1442,1357,1049
339,1082,1565,1440,1081
340,1131,1651,1542,1152
341,1079,1598,1520,1170
342,1013,1521,1456,1145
343,959,1453,1399,1116
344,911,1390,1349,1090
345,872,1335,1303,1067
346,839,1290,1263,1042
347,816,1253,1228,1017
348,812,1229,1203,996
349,838,1244,1198,981
351,865,1295,1242,985
352,875,1330,1284,1010
353,856,1316,1284,1019
354,836,1292,1263,1016
355,916,1276,1270,1033
356,966,1303,1397,1180
357,1007,1420,1519,1311
358,1005,1470,1540,1338
359,979,1465,1498,1289
360,942,1411,1414,1214
361,895,1351,1340,1147
362,880,1331,1297,1098
363,856,1292,1250,1056
364,848,1278,1250,1050
365,879,1345,1375,1131
366,883,1371,1400,1153
367,883,1355,1373,1132
368,923,1373,1360,1109
369,1031,1556,1470,1119
370,1117,1704,1622,1196
371,1131,1739,1668,1281
373,1110,1714,1634,1304
374,1060,1643,1570,1299
375,1005,1559,1497,1268
376,951,1478,1422,1223
377,908,1425,1380,1186
378,888,1403,1359,1169
379,859,1358,1321,1140
380,832,1310,1275,1102
381,806,1263,1230,1065
382,785,1226,1195,1033
383,768,1195,1169,1021
384,757,1172,1158,1018
385,748,1155,1146,1007
386,738,1137,1126,985
387,730,1119,1106,962
388,742,1105,1092,944
389,776,1096,1081,929
390,808,1114,1076,918
391,874,1256,1198,950
392,912,1367,1338,1032
393,923,1428,1408,1108
394,923,1459,1447,1160
396,891,1436,1454,1201
397,862,1391,1416,1197
398,843,1354,1373,1167
399,843,1340,1364,1149
400,840,1339,1355,1136
401,845,1348,1354,1126
402,849,1351,1347,1113
403,849,1351,1343,1109
404,856,1362,1373,1125
405,866,1397,1423,1162
406,880,1432,1454,1185
407,887,1450,1451,1176
408,879,1432,1417,1155
409,854,1384,1360,1118
410,821,1321,1293,1073
411,796,1299,1287,1055
412,786,1431,1535,1188
413,806,1627,1754,1381
414,869,1685,1772,1423
415,883,1638,1697,1377
416,855,1548,1604,1311
417,823,1470,1532,1236
419,794,1398,1478,1172
420,772,1339,1420,1117
421,759,1296,1358,1074
422,760,1269,1312,1042
423,769,1288,1328,1020
424,822,1435,1604,1057
425,927,1657,1837,1211
426,984,1771,1932,1340
427,1009,1794,1942,1425
428,1015,1778,1875,1434
429,1022,1776,1826,1413
430,989,1703,1728,1361
431,999,1658,1628,1297
432,1092,1704,1645,1277
433,1162,1763,1757,1346
434,1210,1827,1772,1386
435,1294,1880,1768,1479
436,1337,1901,1819,1554
437,1308,1900,1843,1591
438,1219,1827,1834,1588
439,1129,1744,1760,1505
440,1037,1629,1634,1400
442,962,1520,1516,1306
443,905,1438,1424,1232
444,875,1390,1365,1179
445,864,1374,1345,1153
446,853,1362,1331,1137
447,836,1338,1309,1116
448,826,1320,1292,1102
449,812,1296,1270,1088
450,799,1274,1254,1079
