height of setup:,75
time,value of sensor0,value of sensor1,value of sensor2
1,841,1196,1238
2,857,1202,1236
3,867,1212,1235
4,883,1229,1235
5,897,1257,1235
6,905,1293,1235
7,909,1336,1235
8,906,1378,1237
9,899,1412,1239
10,895,1437,1241
11,899,1450,1245
12,904,1453,1247
13,910,1448,1249
14,912,1434,1250
15,918,1416,1249
16,933,1396,1248
17,1039,1377,1246
18,1365,1359,1245
19,1940,1346,1242
20,2906,1333,1240
21,5086,1331,1236
22,8656,1382,1232
23,12737,1614,1229
25,15983,2058,1225
26,17975,2543,1224
27,19089,2973,1222
28,19714,3352,1221
29,20086,3700,1220
30,20352,3999,1222
31,20599,4233,1225
32,20824,4407,1240
33,20986,4545,1301
34,21022,4709,1522
35,20976,5034,1936
36,20144,5352,2761
37,19101,5442,3290
38,18546,5507,3510
39,18316,5646,3581
40,18348,5896,3572
41,18428,6086,3550
42,18551,6235,3561
43,18693,6325,3574
44,18808,6397,3607
45,18870,6515,3677
46,18872,6755,3779
48,18808,7008,3887
49,18696,7101,3882
50,18562,7094,3814
51,18373,6955,3727
52,18123,6806,3678
53,17806,6693,3660
54,17425,6540,3606
55,17014,6340,3520
56,16599,6141,3408
57,16195,5935,3283
58,15831,5754,3157
59,15454,5602,3051
60,14973,5491,2964
61,14364,5397,2909
62,13641,5332,2857
63,12874,5297,2787
64,12114,5245,2695
65,11381,5181,2592
66,10696,5087,2492
67,10090,4965,2398
68,9539,4846,2308
69,8972,4732,2219
70,8406,4673,2150
72,7874,4656,2108
73,7356,4636,2096
74,6849,4597,2091
75,6355,4557,2089
76,5898,4520,2097
77,5504,4485,2109
78,5188,4398,2106
79,4906,4275,2079
80,4673,4142,2038
81,4441,4000,1987
82,4206,3885,1938
83,3999,3776,1909
84,3821,3668,1899
85,3644,3557,1887
86,3487,3427,1862
87,3331,3311,1830
88,3178,3222,1797
89,3033,3153,1762
90,2905,3101,1730
91,2787,3071,1704
92,2682,3065,1684
93,2589,3071,1673
95,2496,3072,1665
96,2402,3046,1654
97,2301,3015,1646
98,2221,2992,1646
99,2177,2964,1651
100,2136,2929,1654
101,2079,2884,1656
102,2030,2823,1655
103,1993,2758,1652
104,1949,2692,1649
105,1894,2625,1649
106,1831,2559,1650
107,1764,2498,1654
108,1698,2440,1660
109,1638,2390,1672
110,1586,2345,1688
111,1542,2306,1700
112,1501,2271,1706
113,1465,2241,1705
114,1438,2212,1699
115,1414,2181,1692
116,1416,2153,1680
117,1442,2128,1665
118,1463,2108,1646
120,1471,2087,1624
121,1467,2067,1602
122,1462,2040,1582
123,1461,2013,1564
124,1466,1988,1547
125,1471,1966,1528
126,1481,1944,1508
127,1498,1917,1490
128,1516,1890,1470
129,1526,1861,1453
130,1539,1829,1436
131,1563,1794,1419
132,1577,1758,1407
133,1578,1721,1394
134,1600,1686,1384
135,1652,1652,1372
136,1710,1624,1361
137,1739,1598,1352
138,1737,1577,1340
139,1738,1557,1334
140,1773,1541,1329
141,1815,1527,1322
142,1824,1518,1319
144,1787,1516,1317
145,1724,1522,1314
146,1646,1532,1313
147,1561,1537,1309
148,1482,1535,1306
149,1422,1528,1302
150,1381,1520,1299
151,1358,1513,1295
152,1356,1509,1293
153,1366,1505,1292
154,1372,1507,1295
155,1358,1512,1298
156,1326,1516,1301
157,1287,1517,1306
158,1247,1515,1312
159,1212,1509,1313
160,1189,1501,1316
161,1171,1493,1319
162,1156,1483,1320
163,1141,1473,1326
164,1122,1469,1330
165,1103,1464,1334
167,1085,1460,1335
168,1069,1454,1332
169,1052,1452,1330
170,1038,1451,1331
171,1034,1453,1335
172,1048,1456,1340
173,1081,1459,1347
174,1119,1459,1352
175,1147,1458,1355
176,1145,1453,1359
177,1123,1452,1366
178,1094,1455,1377
179,1065,1460,1384
180,1043,1466,1389
181,1027,1474,1393
