height of setup:,140
time,value of sensor0,value of sensor1,value of sensor2
1,838,1093,1058
2,827,1083,1052
3,811,1075,1047
4,793,1069,1042
5,790,1063,1037
6,834,1057,1032
7,906,1053,1029
8,966,1048,1026
9,1024,1044,1023
10,1072,1038,1021
11,1103,1034,1018
12,1121,1029,1017
13,1124,1023,1016
14,1120,1017,1013
15,1120,1010,1010
16,1133,1004,1008
17,1157,996,1006
18,1186,989,1003
19,1260,983,1001
20,1551,976,999
21,2200,970,997
22,3037,964,994
23,3832,958,993
25,4418,954,991
26,4775,949,989
27,4956,947,989
28,5037,943,987
29,5285,941,988
30,5916,938,986
31,6898,935,986
32,7911,933,986
33,8838,932,988
34,9602,933,988
35,10231,932,988
36,10716,932,988
37,11042,933,990
38,11217,936,990
39,11296,941,994
40,11330,949,995
41,11353,957,1000
42,11412,968,1004
43,11543,980,1009
44,11687,994,1010
45,11772,1007,1010
46,11757,1026,1008
47,11610,1048,1007
48,11401,1069,1006
50,11164,1098,1005
51,10894,1141,1003
52,10569,1195,1001
53,10178,1255,1001
54,9745,1324,1000
55,9272,1397,1000
56,8765,1470,999
57,8328,1527,1000
58,8065,1556,1000
59,7877,1583,1002
60,7781,1626,1004
61,7743,1675,1007
62,7776,1713,1010
63,7844,1732,1013
64,7861,1742,1014
65,7791,1753,1014
66,7579,1765,1013
67,7262,1770,1012
68,6872,1773,1011
69,6448,1773,1011
70,6035,1767,1009
71,5666,1757,1008
72,5320,1744,1007
74,4993,1730,1008
75,4730,1709,1008
76,4517,1683,1007
77,4365,1653,1007
78,4318,1621,1006
79,4336,1589,1004
80,4335,1566,1004
81,4297,1546,1003
82,4229,1529,1004
83,4118,1512,1004
84,3935,1496,1004
85,3713,1481,1005
86,3487,1470,1005
87,3300,1457,1006
88,3121,1444,1006
89,2963,1431,1006
90,2827,1417,1006
91,2702,1402,1007
92,2595,1388,1006
93,2491,1374,1006
94,2382,1360,1006
95,2262,1349,1007
96,2139,1340,1008
98,2019,1328,1010
99,1910,1313,1012
100,1806,1296,1013
101,1709,1281,1014
102,1621,1270,1017
103,1542,1259,1019
104,1473,1252,1022
105,1413,1245,1022
106,1361,1239,1025
107,1317,1234,1029
108,1286,1230,1029
109,1284,1225,1031
110,1322,1222,1034
111,1400,1219,1036
112,1495,1217,1036
113,1566,1210,1037
114,1588,1204,1037
115,1573,1198,1037
116,1544,1192,1037
117,1518,1191,1036
118,1499,1191,1036
119,1481,1189,1037
120,1462,1184,1037
122,1436,1179,1036
123,1406,1169,1037
124,1372,1160,1037
125,1345,1152,1038
126,1339,1143,1041
127,1351,1135,1041
128,1385,1130,1042
129,1434,1122,1042
130,1478,1111,1042
131,1503,1104,1044
132,1501,1098,1051
133,1478,1094,1059
134,1454,1091,1070
135,1448,1088,1078
136,1460,1085,1082
137,1472,1083,1083
138,1479,1080,1082
139,1497,1077,1079
140,1525,1075,1076
141,1550,1072,1072
142,1571,1068,1069
143,1593,1065,1066
145,1625,1062,1062
146,1665,1057,1060
147,1708,1056,1057
148,1739,1054,1055
149,1750,1051,1055
150,1737,1048,1053
151,1700,1045,1052
152,1647,1042,1053
153,1586,1041,1052
154,1518,1038,1052
155,1445,1036,1051
156,1371,1036,1052
157,1302,1036,1052
158,1248,1036,1053
159,1295,1036,1053
160,1588,1037,1053
161,1956,1037,1054
162,2215,1036,1054
163,2364,1037,1052
164,2425,1036,1053
165,2431,1035,1054
166,2393,1036,1056
167,2321,1038,1061
169,2226,1041,1072
170,2123,1045,1083
171,2017,1048,1096
172,1914,1050,1106
173,1820,1050,1115
174,1736,1051,1127
175,1664,1053,1135
176,1611,1052,1144
177,1605,1051,1154
178,1654,1052,1158
179,1734,1053,1160
180,1833,1052,1158
181,1931,1051,1160
