height of setup:,205
time,value of sensor0,value of sensor1,value of sensor2
1,548,987,1081
2,547,980,1073
3,544,975,1066
4,543,971,1059
5,540,967,1052
6,538,963,1048
7,537,960,1045
8,533,957,1042
9,531,954,1039
10,530,952,1038
11,529,949,1037
12,528,947,1036
13,526,945,1035
14,526,944,1036
15,524,943,1037
16,524,943,1039
17,523,943,1042
18,523,943,1044
19,523,943,1046
20,522,943,1047
21,522,943,1049
22,522,943,1051
23,522,945,1053
25,524,946,1055
26,544,948,1057
27,610,948,1058
28,724,948,1059
29,828,949,1059
30,883,949,1060
31,896,950,1060
32,877,951,1061
33,854,952,1062
34,837,954,1063
35,834,956,1065
36,838,957,1066
37,879,959,1067
38,1077,959,1066
39,1350,961,1065
40,1592,962,1066
41,1702,962,1066
42,1695,961,1066
43,1629,961,1066
44,1541,960,1066
45,1446,959,1063
46,1352,959,1061
48,1265,958,1058
49,1181,958,1055
50,1105,958,1054
51,1038,957,1052
52,999,958,1051
53,1016,958,1051
54,1090,958,1052
55,1212,957,1052
56,1386,958,1052
57,1600,959,1054
58,1820,959,1054
59,2040,961,1054
60,2244,965,1054
61,2373,972,1056
62,2402,986,1057
63,2357,1010,1058
64,2269,1044,1059
65,2160,1083,1060
66,2043,1119,1060
67,1923,1149,1060
68,1806,1173,1061
69,1690,1189,1061
70,1579,1195,1060
72,1475,1192,1060
73,1383,1186,1059
74,1304,1179,1059
75,1244,1168,1058
76,1201,1154,1057
77,1168,1143,1056
78,1146,1129,1056
79,1142,1120,1057
80,1165,1112,1056
81,1209,1106,1056
82,1254,1102,1058
83,1293,1097,1059
84,1333,1093,1061
85,1372,1091,1064
86,1402,1088,1066
87,1408,1083,1071
88,1401,1079,1073
89,1392,1077,1077
90,1382,1073,1078
91,1370,1071,1077
92,1371,1066,1074
93,1391,1062,1072
95,1417,1058,1068
96,1418,1053,1067
97,1393,1047,1068
98,1354,1043,1071
99,1309,1039,1075
100,1264,1037,1077
101,1214,1035,1078
102,1163,1035,1075
103,1117,1033,1071
104,1080,1028,1069
105,1055,1024,1065
106,1048,1019,1062
107,1047,1015,1060
108,1040,1013,1061
109,1026,1011,1061
110,1009,1008,1060
111,990,1007,1058
112,976,1005,1057
113,964,1003,1054
114,951,1001,1054
115,932,1001,1051
116,907,1000,1049
117,880,998,1048
119,853,997,1047
120,827,995,1045
121,805,993,1044
122,785,991,1043
123,766,989,1042
124,751,987,1041
125,740,984,1039
126,741,982,1039
127,752,981,1038
128,768,978,1037
129,781,977,1036
130,790,976,1036
131,795,975,1035
132,797,975,1034
133,798,976,1032
134,797,976,1032
135,797,976,1031
136,797,977,1030
137,799,976,1028
138,801,977,1027
139,801,978,1026
140,797,979,1026
142,789,978,1024
143,778,978,1023
144,762,976,1023
145,747,974,1024
146,731,972,1024
147,714,970,1025
148,700,968,1024
149,687,965,1023
