height of setup:,66.18
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
327,1276,1899,1685,1270
328,1354,1950,1815,1329
329,1403,2018,1955,1426
330,1449,2078,2077,1574
331,1449,2132,2138,1721
332,1387,2198,2168,1811
333,1322,2218,2178,1804
334,1259,2213,2165,1794
335,1247,2199,2153,1806
336,1250,2202,2184,1831
337,1268,2209,2194,1825
338,1231,2140,2107,1779
339,1176,2017,1970,1685
341,1099,1864,1811,1558
342,1038,1734,1682,1449
343,992,1632,1576,1358
344,967,1567,1501,1288
345,958,1519,1480,1257
346,962,1520,1500,1264
347,961,1531,1516,1262
348,940,1520,1509,1251
349,914,1472,1453,1214
350,879,1404,1380,1161
351,849,1345,1317,1111
352,829,1306,1276,1074
353,841,1276,1245,1049
354,898,1259,1226,1033
355,1021,1293,1354,1077
356,1116,1526,1644,1161
357,1140,1728,1953,1272
358,1111,1793,2077,1465
359,1079,1809,2060,1559
360,1111,1818,2075,1671
361,1145,1861,2044,1655
362,1188,1932,2017,1635
364,1234,2021,2064,1640
365,1261,2063,2113,1682
366,1197,1966,2029,1663
367,1139,1844,1891,1589
368,1103,1761,1769,1495
369,1124,1728,1685,1416
370,1140,1724,1660,1386
371,1152,1757,1743,1457
