height of setup:,48
time,value of sensor0,value of sensor1,value of sensor2
39,26397,7286,5747
40,26367,8203,7195
41,26354,9527,9164
42,26406,10774,10132
43,26440,12009,10800
44,26457,13364,11656
45,26434,14697,12752
46,26372,15641,13595
47,26326,16201,14098
48,26325,16418,14357
49,26351,16351,14493
50,26361,16198,14623
51,26324,16200,15017
53,26257,16232,15462
54,26170,16277,15958
55,26028,16431,16670
56,25835,16708,17730
57,25614,17024,19019
58,25437,17267,20092
59,25310,17456,21111
60,25227,17597,22004
61,25152,17681,22653
62,25100,17723,23080
63,25051,17705,23316
64,25024,17577,23335
65,25052,17334,23095
66,25084,16952,22654
67,25077,16431,22149
68,25026,15821,21611
69,24931,15217,21072
70,24815,14690,20563
71,24737,14141,19964
72,24689,13540,19170
73,24579,13023,18307
74,24405,12574,17462
76,24254,12136,16636
77,24071,11731,15873
78,23854,11347,15113
79,23591,10986,14399
80,23237,10684,13818
81,22756,10461,13372
82,22127,10224,13021
83,21366,9958,12732
84,20546,9739,12480
85,19688,9570,12271
86,18794,9433,12126
87,17850,9304,11999
88,16811,9147,11846
89,15690,8961,11672
90,14499,8776,11465
91,13299,8637,11251
92,12179,8554,11043
93,11071,8532,10962
94,9878,8530,11074
95,8835,8499,11344
96,7952,8405,11800
97,7143,8247,12184
99,6419,8067,12250
100,5775,7860,12075
101,5251,7643,11929
102,4805,7483,11787
103,4445,7421,11475
104,4222,7392,10938
105,4063,7311,10333
106,4012,7140,9740
107,4032,6951,9203
108,4075,6806,8756
109,4144,6719,8406
110,4230,6667,8059
111,4293,6645,7697
112,4299,6632,7382
113,4262,6652,7135
114,4217,6663,6911
115,4193,6663,6670
116,4218,6644,6423
117,4260,6585,6155
118,4280,6493,5879
119,4248,6370,5644
120,4160,6242,5474
121,4051,6119,5344
122,3960,6035,5235
