height of setup:,65.37
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
147,4088,2455,1947,1754
148,4072,2877,2188,1811
149,3899,3420,3009,2312
150,3716,3646,3363,2633
151,3519,3540,3289,2718
152,3330,3444,3226,2678
153,3117,3389,3184,2613
154,2906,3280,3095,2535
155,2670,3034,2884,2408
156,2462,2798,2657,2249
157,2370,2626,2525,2095
158,2263,2489,2447,1917
160,2099,2372,2349,1756
161,1927,2255,2237,1626
162,1793,2172,2115,1532
163,1682,2069,1995,1462
164,1571,1947,1885,1402
165,1496,1840,1789,1345
166,1514,1762,1722,1296
167,1542,1716,1682,1261
168,1504,1675,1642,1235
169,1463,1647,1599,1208
170,1597,1899,1777,1256
171,1910,2484,2317,1554
172,2239,2814,2538,1674
173,2340,2898,2591,1650
174,2337,2870,2601,1529
175,2375,2822,2624,1420
176,2550,2864,2709,1334
177,2485,2841,2758,1400
178,2347,2817,2782,1799
179,2207,2772,2788,2032
180,2097,2715,2806,2115
181,2017,2660,2800,2099
183,1984,2621,2760,2025
184,2089,2564,2677,1941
185,2166,2574,2614,1875
186,2231,2852,2836,2080
187,2296,3370,3318,2604
188,2314,3633,3796,3002
189,2309,3830,4119,3233
190,2397,3979,4252,3329
191,2246,3770,4066,3360
192,2035,3457,3764,3198
193,1855,3155,3419,3011
194,1718,2881,3086,2762
195,1654,2656,2786,2477
196,1611,2498,2555,2235
197,1588,2384,2376,2029
198,1647,2396,2419,1977
199,1740,2502,2549,2056
200,1800,2596,2656,1990
201,1764,2581,2653,1835
202,1717,2513,2595,1741
203,1668,2412,2447,1677
205,1604,2283,2308,1644
206,1554,2202,2248,1644
207,1501,2131,2148,1545
208,1409,1975,1953,1414
209,1302,1812,1780,1303
210,1215,1672,1641,1217
211,1156,1566,1540,1152
212,1117,1482,1465,1105
213,1089,1412,1405,1069
214,1062,1362,1360,1044
215,1039,1327,1330,1030
216,1024,1304,1313,1029
217,1012,1292,1312,1036
218,1001,1285,1314,1039
219,1035,1284,1326,1041
220,1091,1302,1348,1049
221,1118,1325,1361,1052
222,1111,1325,1344,1034
223,1091,1319,1321,1007
224,1077,1321,1312,993
225,1075,1320,1306,996
226,1104,1320,1309,1012
228,1113,1318,1316,1024
229,1104,1314,1318,1033
230,1086,1298,1319,1165
231,1062,1276,1332,1727
232,1050,1303,1517,2119
233,1102,1496,1794,2339
234,1120,1557,1908,2778
235,1121,1574,2122,3057
236,1106,1587,2407,2983
237,1081,1567,2425,2950
238,1064,1529,2315,2892
239,1061,1496,2172,2733
240,1056,1495,2048,2509
241,1044,1552,2014,2354
242,1077,1651,2053,2301
243,1153,1777,2136,2300
244,1272,1914,2230,2393
245,1386,1995,2288,2548
246,1433,2009,2323,2690
247,1438,1991,2328,2840
248,1406,1939,2275,2916
249,1369,1885,2190,2926
251,1334,1820,2086,2840
252,1307,1764,1983,2691
253,1321,1721,1894,2507
254,1379,1698,1838,2405
255,1439,1695,1798,2392
256,1471,1713,1826,2338
257,1481,1768,1969,2209
258,1468,1864,2077,2042
259,1457,1950,2158,1891
260,1457,2022,2209,1779
261,1468,2068,2236,1771
262,1447,2059,2288,1856
263,1418,2059,2332,1864
264,1441,2053,2332,1877
265,1548,2037,2277,1919
266,1616,1995,2173,1990
267,1625,1955,2104,2042
268,1551,1937,2125,2112
269,1510,2001,2224,2190
270,1499,2017,2256,2215
271,1483,2032,2260,2231
272,1468,2088,2300,2247
274,1448,2149,2343,2253
275,1436,2200,2336,2257
276,1423,2215,2316,2266
277,1401,2178,2278,2263
278,1368,2119,2181,2244
279,1335,2073,2143,2237
280,1318,2065,2206,2241
281,1320,2119,2278,2252
282,1312,2186,2327,2256
283,1293,2231,2341,2239
284,1279,2253,2327,2213
285,1266,2212,2304,2168
286,1299,2170,2258,2125
287,1347,2149,2203,2003
288,1397,2180,2198,1927
289,1412,2168,2167,1863
290,1431,2200,2232,1924
291,1423,2218,2331,2007
292,1421,2238,2396,2062
293,1398,2217,2432,2068
294,1372,2210,2454,2024
296,1353,2205,2443,1970
297,1339,2206,2421,1935
298,1338,2189,2372,1946
299,1389,2181,2353,1982
300,1474,2178,2362,1927
301,1536,2186,2338,1871
302,1591,2202,2291,1792
303,1617,2202,2221,1711
304,1605,2172,2138,1631
305,1569,2131,2078,1557
306,1527,2097,2045,1485
307,1461,2059,2037,1466
308,1411,2032,2058,1478
309,1392,2038,2073,1492
310,1393,2052,2079,1556
311,1423,2082,2081,1646
312,1447,2090,2047,1644
313,1506,2070,2004,1607
314,1548,2044,1970,1563
315,1561,2029,1974,1519
316,1535,2021,2006,1495
317,1483,1978,2007,1508
319,1438,1943,1982,1568
320,1413,1948,1977,1667
321,1421,1984,1984,1832
322,1441,2053,2032,2030
323,1445,2132,2131,2196
324,1430,2196,2245,2362
325,1417,2242,2351,2478
326,1409,2264,2361,2506
327,1406,2246,2333,2535
328,1395,2224,2349,2622
329,1376,2212,2434,2710
330,1363,2236,2554,2765
331,1332,2288,2637,2743
332,1318,2328,2649,2632
333,1316,2351,2615,2527
334,1295,2344,2555,2427
335,1275,2322,2490,2358
336,1259,2275,2441,2344
337,1237,2218,2420,2514
338,1214,2160,2427,2790
339,1207,2097,2465,2959
340,1229,2047,2585,3016
342,1312,2057,2709,2999
343,1372,2081,2754,2982
344,1411,2113,2761,2949
345,1447,2147,2734,2865
346,1466,2149,2658,2724
347,1460,2102,2546,2560
348,1427,2045,2422,2412
349,1379,1991,2314,2329
350,1332,1916,2192,2271
351,1296,1852,2082,2178
352,1281,1803,1991,2060
353,1281,1769,1920,1937
354,1278,1748,1881,1821
355,1241,1731,1844,1714
356,1186,1719,1794,1621
357,1146,1700,1741,1551
358,1132,1684,1703,1554
359,1167,1709,1731,1835
360,1210,1755,1943,2119
361,1225,1808,2110,2124
362,1211,1814,2089,2008
363,1194,1800,2034,1883
365,1196,1798,2004,1800
366,1214,1792,1995,1843
367,1255,1806,2022,2079
368,1292,1846,2063,2315
369,1299,1862,2098,2456
370,1306,1882,2208,2504
371,1311,1916,2345,2506
372,1295,1909,2367,2399
373,1254,1866,2352,2199
374,1200,1804,2269,2029
375,1143,1736,2173,1914
376,1097,1676,2117,1891
377,1062,1648,2085,1894
378,1042,1632,2043,1887
379,1036,1634,1979,1823
380,1027,1618,1920,1748
381,1020,1593,1837,1649
382,1015,1568,1752,1555
383,1011,1552,1694,1488
384,1012,1534,1651,1441
385,1015,1524,1629,1435
387,1011,1514,1650,1401
388,1005,1510,1648,1356
389,1008,1512,1625,1325
390,991,1499,1590,1304
391,969,1474,1551,1279
392,961,1466,1533,1253
393,965,1468,1530,1237
394,975,1484,1538,1237
395,981,1513,1558,1264
396,971,1536,1583,1297
397,985,1556,1630,1373
398,1027,1594,1704,1475
399,1071,1710,1815,1552
400,1138,1833,1915,1624
401,1200,1905,1970,1652
402,1245,1941,2002,1637
403,1282,1980,2040,1594
404,1318,2046,2052,1526
405,1369,2103,2023,1455
406,1409,2109,1968,1396
407,1449,2093,1949,1359
408,1492,2067,1946,1349
410,1523,2040,1936,1340
411,1541,2016,1920,1325
412,1555,2021,1958,1323
413,1545,2083,2009,1351
414,1552,2170,2045,1429
415,1580,2274,2071,1581
416,1628,2368,2133,1765
417,1662,2411,2213,1832
418,1650,2384,2235,1810
419,1568,2295,2202,1773
420,1462,2194,2151,1746
421,1383,2107,2101,1777
422,1344,2061,2094,1875
423,1356,2107,2175,1935
424,1393,2210,2243,1993
425,1424,2287,2291,2016
426,1430,2317,2303,2028
427,1389,2331,2322,2057
428,1324,2318,2335,2055
429,1286,2295,2370,2055
430,1267,2287,2451,2056
432,1261,2321,2496,2053
433,1234,2320,2453,1998
434,1213,2286,2388,1897
435,1288,2240,2312,1787
436,1342,2193,2241,1688
437,1345,2159,2181,1606
438,1329,2136,2139,1543
439,1312,2127,2094,1482
440,1276,2132,2075,1423
441,1216,2149,2069,1365
442,1189,2129,2050,1325
443,1192,2112,2033,1308
444,1225,2118,2045,1326
445,1276,2134,2077,1381
446,1339,2123,2030,1379
447,1383,2078,1965,1355
448,1394,2025,1888,1327
449,1394,1955,1800,1289
450,1384,1887,1729,1245
451,1390,1874,1718,1212
452,1434,1944,1779,1205
454,1492,2079,1878,1213
455,1550,2228,1999,1232
456,1595,2358,2125,1263
457,1608,2439,2200,1292
458,1597,2470,2203,1297
459,1569,2441,2135,1289
460,1537,2353,2035,1279
461,1496,2246,1933,1258
462,1454,2123,1831,1229
463,1404,2013,1750,1234
464,1359,1912,1686,1231
465,1318,1817,1640,1211
466,1280,1758,1629,1213
467,1246,1723,1632,1204
468,1204,1687,1627,1172
469,1161,1664,1604,1162
470,1101,1624,1583,1152
471,1066,1586,1572,1146
472,1038,1546,1538,1136
473,1011,1502,1496,1144
474,995,1470,1464,1160
475,985,1456,1452,1182
476,984,1465,1466,1413
478,1000,1494,1566,1825
479,1024,1604,1903,2107
480,1059,1754,2231,2272
481,1110,1878,2419,2383
