height of setup:,71.41
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
5,1196,1698,1745,4242
6,1171,1680,1772,4044
7,1127,1634,2028,3989
8,1085,1585,2424,3906
9,1049,1561,2674,4595
10,1022,1524,2821,6390
11,1006,1482,2694,6815
12,1001,1453,2519,6283
13,1002,1445,2363,6317
14,1018,1504,5795,12971
15,1064,2809,12914,17489
16,1442,5750,18655,18314
17,1527,6214,20295,20143
18,2585,7327,19454,19775
19,5132,12321,18242,18685
20,6973,15516,18128,17768
21,7222,15349,17462,17493
22,10246,16128,17066,17178
23,11439,16683,17184,16449
24,12777,17775,18244,16770
25,13335,18850,18882,18340
27,13732,18858,19547,19201
28,12772,18249,19514,19730
29,11185,17271,20118,19662
30,9721,16896,21316,18748
31,8711,19537,20381,17483
32,8838,20005,18918,16177
33,8804,18515,17121,14876
34,9855,17179,15128,13344
35,13347,15965,13099,11850
36,15008,14879,11269,10524
37,15520,14854,9985,9357
38,15491,18099,13119,8485
39,14746,18950,17834,12835
40,13878,19674,20182,15461
41,12613,20120,21098,16326
42,11672,20476,20542,16145
43,11322,20791,19442,15276
44,10399,19876,17811,14172
45,10559,18468,16103,13083
46,12108,16840,14386,12059
47,13867,15124,12686,10940
48,14331,13324,11030,9774
50,13188,11733,9598,8795
51,12182,10433,8406,7911
52,11252,9905,7392,7086
53,10295,9641,6524,6356
54,9731,9638,6165,5751
55,9377,10008,7092,5673
56,8543,10583,8199,6382
57,7537,10439,8819,6883
58,6606,9890,8807,7202
59,6105,9085,8066,6880
60,5957,8239,7277,6384
61,5697,7911,6668,5888
62,5155,7446,6611,5888
63,5053,7145,6393,5796
64,5150,7077,6062,5438
65,5382,7591,6182,5084
66,5496,8101,6460,4952
67,5298,7593,5914,4633
68,4855,7104,5732,4431
69,4398,6496,5776,4434
70,4221,5874,5516,4507
72,4184,5537,5173,4557
73,4124,5346,4926,4596
74,4057,5440,4775,4540
75,4261,5857,4755,4497
76,4500,6301,4638,4421
77,4587,6891,4517,4268
78,5009,7777,4410,4078
79,5958,8735,4475,3937
80,6933,9558,4829,3903
81,7648,10205,5172,4006
82,8224,10551,5314,4179
83,8761,10599,5325,4360
84,9357,10634,5396,4483
85,9780,11183,5536,4545
86,9867,11958,5714,4547
87,9732,12567,6620,4593
88,9564,12771,7529,4755
89,9090,12535,7979,4918
90,8441,12312,8443,5212
91,7581,11414,8728,5626
92,6955,10695,8926,6247
93,6218,9830,8945,6874
94,5781,9217,8799,7218
96,5593,8902,8558,7213
97,5510,8626,7889,6817
98,5518,8010,7005,6218
99,5178,7073,6095,5564
100,4626,6125,5279,4929
101,4150,5279,4574,4377
102,4088,4873,4027,3940
103,4045,5423,4779,4068
104,3960,5753,5641,4833
105,3762,6016,6152,5313
106,3452,6239,6541,5634
107,3379,6295,6391,5485
108,3493,5884,5862,5105
109,3352,5307,5244,4656
110,3006,4663,4652,4240
111,2680,4119,4069,3781
112,2412,3640,3573,3382
113,2178,3235,3188,3082
114,1969,2883,2855,2813
115,1813,2605,2580,2580
116,1877,2592,2451,2407
118,1963,2704,2590,2410
119,2064,2869,2718,2476
120,2037,2816,2693,2474
121,1940,2727,2619,2429
122,1845,2557,2479,2334
123,1743,2334,2268,2170
124,1652,2451,2491,2165
125,1625,2476,2477,2129
126,1576,2394,2418,2116
127,1526,2323,2338,2065
128,1480,2258,2292,2022
129,1457,2164,2235,2000
130,1398,2043,2111,1926
131,1353,1957,2007,1849
