height of setup:,71.41
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
132,1345,1929,1931,1776
133,1375,1951,1913,1735
134,1430,1997,1944,1727
135,1536,2220,2151,1820
136,1626,2368,2309,1927
137,2039,2616,2408,1943
138,2412,3054,2549,2021
139,2635,3284,2615,2065
140,2662,3455,2745,2125
141,2647,3342,2737,2211
143,2586,3181,2676,2248
144,2408,2912,2514,2167
145,2222,2659,2355,2054
146,2004,2407,2201,1922
147,2149,2199,2042,1809
148,2536,2186,1920,1716
149,2542,2190,1844,1637
150,2364,2140,1806,1595
151,2149,2051,1756,1554
152,2037,1993,1719,1519
153,1936,1985,1773,1621
154,1788,1934,1784,1639
155,1650,1855,1738,1597
156,1550,1780,1687,1547
157,1573,1856,1811,1613
158,1600,1916,1906,1697
159,1638,1962,1918,1719
160,1617,2017,1946,1739
161,1566,1997,1975,1784
162,1544,1935,1882,1743
163,1556,1959,1767,1664
164,1473,2018,1693,1613
165,1419,1997,1657,1591
166,1363,1891,1614,1555
168,1291,1771,1561,1500
169,1195,1654,1506,1441
170,1153,1567,1464,1400
171,1255,1625,1500,1386
172,1279,1735,1699,1480
173,1476,1797,1800,1495
174,1622,2114,1946,1507
175,1637,2264,2260,1771
176,1883,2426,2523,2216
177,2414,2950,2914,2612
178,2839,3894,3658,3046
179,3166,4512,4235,3462
180,3472,4776,4390,3579
181,3565,5158,4572,3615
182,3559,5309,4530,3513
183,3608,5453,4490,3349
184,3398,5528,4714,3320
185,3105,5181,4855,3449
186,2826,4732,4574,3471
187,2511,4235,4170,3280
188,2247,3770,3739,3044
189,2030,3349,3328,2770
191,2078,2999,2993,2528
192,2384,2789,2787,2402
193,2814,2634,2648,2373
194,3189,2525,2532,2284
195,3077,2475,2478,2220
196,2812,2385,2333,2106
197,2831,2669,2303,2058
198,2990,3214,2354,2026
199,3091,3205,2279,1944
200,2861,2989,2197,1877
201,2570,2739,2094,1821
202,2278,2493,2003,1757
203,2055,2331,1949,1738
204,1847,2162,1873,1686
205,1686,2014,1800,1639
206,1579,1920,1761,1582
207,1491,1873,1759,1577
208,1413,1808,1728,1557
209,1345,1736,1684,1529
210,1314,1705,1657,1513
211,1292,1699,1661,1495
212,1365,1729,1689,1518
213,1503,1827,1738,1562
215,1803,1861,1852,1669
216,2175,1937,1971,1961
217,2294,2169,2288,2277
218,2220,2330,2467,2439
219,2098,2353,2435,2430
220,2088,2413,2422,2383
221,2151,2610,2409,2306
222,2117,2702,2381,2204
223,2028,2749,2408,2089
224,1939,2665,2297,2005
225,1776,2451,2176,1891
226,1609,2239,2024,1772
227,1461,2030,1867,1659
228,1346,1853,1723,1551
229,1245,1716,1614,1466
230,1186,1613,1541,1425
231,1466,1537,1478,1577
232,2071,1489,1436,1798
233,2617,1695,1412,1774
234,2733,2503,1726,1692
235,2520,2648,2165,1707
236,2251,2507,2210,1785
237,1993,2290,2081,1748
239,1772,2080,1923,1656
240,1592,1901,1783,1561
241,1448,1755,1665,1481
242,1335,1640,1574,1420
243,1249,1555,1510,1372
244,1192,1498,1456,1327
245,1175,1474,1423,1293
246,1231,1478,1440,1313
247,1332,1490,1468,1355
248,1423,1505,1475,1363
249,1430,1478,1447,1341
250,1375,1455,1418,1317
251,1302,1454,1404,1295
252,1231,1438,1406,1286
253,1167,1411,1401,1281
254,1114,1378,1380,1271
255,1072,1345,1350,1247
256,1043,1329,1326,1225
257,1064,1324,1318,1237
258,1210,1443,1354,1251
259,1355,1657,1463,1292
260,1401,1731,1564,1360
262,1390,1768,1704,1472
263,1428,1846,1788,1542
264,1391,1886,1855,1569
265,1347,1887,1844,1545
266,1326,1857,1822,1549
267,1285,1787,1763,1522
268,1214,1685,1668,1472
269,1148,1587,1576,1405
270,1098,1505,1497,1349
271,1051,1431,1426,1299
272,1013,1374,1373,1263
273,981,1324,1331,1233
274,955,1288,1295,1203
275,931,1254,1265,1177
276,917,1245,1278,1181
277,923,1311,1436,1312
278,1004,1430,1622,1468
279,1093,1524,1702,1529
280,1118,1566,1711,1543
281,1094,1540,1668,1525
282,1060,1495,1613,1492
283,1029,1450,1552,1443
284,996,1397,1480,1380
286,963,1336,1407,1313
287,952,1285,1343,1256
288,975,1244,1303,1214
289,1003,1248,1325,1225
290,1106,1472,1510,1306
291,1171,1607,1604,1394
292,1193,1667,1629,1419
293,1205,1684,1626,1419
294,1196,1671,1617,1416
295,1173,1634,1587,1399
296,1185,1580,1547,1372
297,1329,1572,1532,1352
298,1490,1779,1555,1343
299,1512,1977,1710,1426
300,1501,2010,1800,1526
301,1473,1985,1856,1578
302,1416,1925,1833,1573
303,1334,1821,1752,1524
304,1254,1713,1664,1454
305,1207,1626,1598,1409
306,1161,1567,1549,1380
307,1115,1513,1497,1344
309,1091,1484,1466,1313
310,1066,1476,1473,1319
311,1069,1498,1508,1336
312,1140,1617,1653,1432
313,1208,1751,1769,1537
314,1214,1827,1858,1604
315,1198,1858,1893,1623
316,1252,1860,1869,1622
317,1254,1827,1852,1644
318,1219,1769,1818,1630
319,1169,1690,1750,1568
320,1115,1601,1665,1505
321,1080,1542,1596,1448
322,1049,1489,1531,1393
323,1017,1435,1469,1335
324,1020,1416,1435,1306
325,1077,1493,1474,1347
326,1104,1530,1536,1417
327,1133,1591,1591,1485
328,1172,1649,1671,1538
329,1330,1835,1774,1589
330,1319,1838,1793,1581
332,1239,1727,1704,1512
333,1155,1607,1595,1430
334,1085,1505,1498,1356
335,1047,1430,1418,1291
336,1051,1420,1373,1238
337,1067,1435,1372,1200
338,1060,1420,1360,1184
339,1044,1399,1377,1224
340,1056,1399,1426,1305
341,1070,1422,1478,1373
342,1065,1425,1482,1391
343,1027,1377,1434,1383
344,982,1319,1378,1351
345,940,1271,1328,1299
346,937,1232,1279,1245
347,1104,1388,1343,1215
348,1172,1574,1532,1278
349,1215,1679,1647,1345
350,1238,1753,1750,1428
351,1232,1757,1780,1471
352,1215,1729,1760,1486
354,1197,1706,1731,1483
355,1161,1684,1701,1468
356,1131,1645,1651,1436
357,1095,1591,1632,1535
358,1069,1595,1751,1743
359,1071,1666,1921,1937
360,1048,1628,1893,1932
361,1015,1558,1779,1806
362,993,1488,1676,1693
363,972,1436,1595,1606
364,949,1389,1523,1516
365,978,1346,1460,1444
366,1050,1380,1437,1388
367,1161,1475,1509,1394
368,1460,1763,1612,1440
369,1645,2102,1763,1502
370,1778,2319,1992,1649
371,1842,2450,2166,1833
372,1806,2518,2299,1952
373,1719,2436,2264,2010
374,1625,2359,2181,1998
375,1514,2260,2130,1942
377,1426,2149,2067,1884
378,1360,2047,2022,1876
379,1295,1937,1946,1834
380,1244,1855,1887,1799
381,1216,1806,1839,1757
382,1176,1738,1762,1692
383,1125,1648,1668,1609
384,1081,1576,1600,1540
385,1046,1527,1553,1487
386,1019,1496,1532,1464
387,999,1469,1517,1448
388,973,1427,1470,1410
389,946,1387,1434,1386
390,922,1351,1407,1363
391,903,1322,1384,1338
392,893,1298,1361,1311
393,963,1310,1346,1330
394,1018,1421,1381,1407
395,1029,1510,1470,1477
396,1031,1567,1551,1520
397,1048,1609,1632,1554
398,1051,1603,1634,1548
400,1022,1541,1578,1502
401,976,1455,1494,1423
402,929,1373,1412,1347
403,893,1307,1346,1356
404,867,1258,1310,1518
405,852,1232,1316,1653
406,851,1239,1360,1720
407,877,1289,1450,1737
408,908,1338,1493,1688
409,917,1372,1470,1597
410,907,1386,1435,1512
411,896,1371,1404,1457
412,881,1344,1393,1438
413,863,1306,1369,1413
414,852,1267,1327,1364
415,851,1264,1312,1321
416,841,1254,1301,1293
417,844,1246,1328,1368
418,851,1250,1404,1544
419,885,1280,1450,1694
420,942,1376,1509,1759
421,984,1481,1614,1785
423,1015,1549,1715,1813
424,1045,1592,1779,1811
425,1151,1627,1823,1827
426,1257,1726,1942,1954
427,1325,1872,2069,2067
428,1340,1913,2093,2084
429,1301,1867,2024,2046
430,1226,1762,1907,1942
431,1159,1668,1795,1827
432,1097,1579,1687,1718
433,1035,1491,1586,1608
434,981,1408,1491,1505
435,940,1340,1416,1423
436,967,1340,1369,1361
437,993,1409,1414,1341
438,988,1452,1498,1383
439,965,1449,1529,1409
440,974,1435,1532,1431
441,1151,1501,1607,1514
442,1281,1662,1754,1605
443,1286,1771,1860,1682
444,1268,1776,1854,1687
446,1229,1725,1785,1628
447,1178,1651,1694,1551
448,1153,1635,1656,1495
449,1124,1603,1609,1442
450,1092,1557,1556,1394
451,1059,1514,1518,1365
452,1026,1463,1475,1337
453,993,1422,1433,1299
454,980,1403,1404,1267
455,972,1390,1363,1231
456,1000,1444,1344,1200
457,1055,1539,1457,1236
458,1107,1626,1561,1317
459,1135,1665,1607,1377
460,1154,1672,1608,1406
461,1165,1646,1562,1395
462,1238,1705,1603,1387
463,1300,1876,1864,1569
464,1296,1953,2026,1782
465,1327,1978,2076,1843
466,1295,1936,2047,1854
468,1235,1865,1976,1816
469,1177,1783,1888,1749
470,1107,1684,1790,1670
471,1044,1579,1684,1604
472,992,1494,1599,1532
473,950,1430,1535,1464
474,937,1405,1486,1408
475,995,1428,1566,1394
476,1096,1509,1701,1485
477,1160,1663,1809,1591
478,1200,1798,1890,1643
479,1232,1840,1886,1641
480,1246,1829,1857,1614
481,1224,1792,1802,1575
