height of setup:,71.41
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
4,910,1819,2176,3482
5,983,2295,3256,4916
6,1099,2933,4238,6490
8,1228,3324,5093,7863
9,1326,3496,6138,9406
10,1397,3761,6825,10976
11,1484,3920,6654,11363
12,1506,3809,6087,11064
13,1456,3578,5420,11361
14,1385,3354,8821,13214
15,1315,3197,10743,15906
16,1235,2990,10143,16054
17,1293,3144,9353,15336
18,1351,3241,10072,15353
19,1309,3105,10285,15901
20,1260,2933,9648,15705
21,1226,3881,11495,16099
22,1181,7005,14469,15995
23,1129,8064,16608,15629
24,1106,8229,17462,16731
25,3047,10371,21249,17787
26,6284,16312,24152,18018
27,10457,20019,25562,19432
28,13401,22037,25552,20851
29,17343,24076,24654,20211
31,19101,24361,23464,19093
32,18134,23379,22523,18794
33,16253,21764,21032,18322
34,14238,19801,19679,17196
35,12967,18693,18835,16038
36,12532,17981,18092,16182
37,12645,17943,18143,16107
38,12925,17407,17023,15094
39,13444,16715,15384,13641
40,15127,18838,13829,12374
41,15179,21260,13991,11524
42,13888,21001,16949,10612
43,12365,20196,16223,9546
44,11838,19239,16803,11357
45,11018,18416,17440,12749
46,9871,17141,19234,13961
47,8658,15766,19166,13742
48,7589,16470,18387,12884
49,7057,16861,16786,11797
50,7171,17004,14966,10661
51,7520,16768,13191,9492
52,7947,16850,11507,8614
54,7887,17086,10212,7935
55,7337,17662,9268,7527
56,6856,17343,8605,7647
57,7415,16533,8560,7693
58,8524,15572,8661,8022
59,8964,14563,9121,8415
60,8744,13711,9678,8882
61,8325,12788,10127,9571
62,7809,11999,10646,10014
63,7247,11254,10296,9417
64,6366,9943,9184,8568
65,5437,8582,7951,7587
66,4608,7347,6767,6628
67,3921,6285,5745,5964
68,3389,5438,5697,7454
69,3015,4886,6368,7967
70,2791,4482,5990,7732
71,3252,4081,5322,7089
72,3938,4227,4692,6369
73,3898,4416,4241,5643
74,3605,4121,3825,4969
75,3228,3730,3421,4375
77,2956,3455,3107,3910
78,2758,3311,2946,3604
79,2551,3114,2829,3438
80,2327,2894,2666,3262
81,2140,2708,2498,3014
82,2022,2556,2340,2754
83,1903,2402,2191,2545
84,1961,2267,2074,3119
85,3463,2186,2004,4643
86,4286,2889,2117,5357
87,4177,3997,2855,5524
88,3789,4098,3420,5444
89,3361,3876,3479,5133
90,2997,3681,3448,4782
91,3142,3482,3351,4479
92,3706,3445,3264,4183
93,4178,3964,3571,4104
94,4284,4374,4064,4242
95,3896,4153,3877,3956
96,3478,3850,3601,3632
97,3108,3542,3292,3291
98,2953,3309,3016,2964
100,2937,3114,2763,2693
101,2840,3045,2608,2485
102,2717,3148,2797,2363
103,2620,3253,2822,2542
104,2548,3210,2726,2981
105,2469,3055,2712,3020
106,2352,2906,2649,2827
107,2213,2744,2483,2581
108,2071,2549,2288,2340
109,1966,2374,2115,2144
110,2008,2236,1979,1988
111,2254,2362,1977,1905
112,2504,2813,2230,1961
113,2581,3218,2448,2007
114,2488,3505,2749,2163
115,2350,3670,3137,2390
116,2250,3738,3390,2620
117,2172,3657,3364,2656
118,2061,3489,3298,2648
119,2093,3323,3264,2692
120,2130,3357,4042,4798
121,2851,5026,5860,5752
123,3136,5300,5812,5550
124,2977,4954,5298,5122
125,2681,4429,4681,4597
126,2383,3912,4097,4064
127,2125,3448,3580,3587
128,1907,3055,3191,3263
129,1734,2748,3079,3782
130,1616,2534,3676,5837
131,1550,2394,4115,6467
132,1620,2362,3964,7035
133,1871,2460,4681,7203
134,2041,3342,5121,6895
135,2355,3596,4750,6224
136,2304,3398,4271,5510
137,2140,3187,3923,4852
138,2021,3078,3665,4338
139,1963,3009,3425,3962
140,1926,2826,3074,3511
141,1889,2686,2777,3113
142,1777,2575,2682,2906
143,1662,2394,2495,2786
144,1590,2240,2333,2649
146,1541,2204,2324,2573
147,1540,2219,2303,2455
148,1496,2145,2211,2387
149,1427,2056,2122,2303
150,1384,2014,2043,2218
151,1497,2218,2321,2416
152,1451,2288,2577,2788
153,1441,2304,2647,2920
154,1429,2288,2645,3169
155,1387,2261,2917,3246
156,1402,2336,2794,2973
157,1383,2213,2533,2667
158,1338,2068,2299,2400
159,1269,1928,2104,2178
160,1200,1803,1938,1992
161,1169,1777,1950,2022
162,1296,2019,2144,2076
163,1328,2033,2070,1969
164,1288,1932,1935,1840
165,1235,1844,1867,1770
166,1347,2197,2233,2173
167,1557,2509,2507,2474
169,1567,2546,2921,3029
