height of setup:,92.94
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
334,1115,1760,2518,2160
335,1173,2053,2650,2165
336,1359,2172,2509,2134
337,1369,2011,2225,2072
338,1370,1881,2023,2222
340,1326,1808,1919,2306
341,1266,1776,1835,2223
342,1220,1747,1795,2289
343,1181,1669,1746,2298
344,1156,1671,1720,2257
345,1161,1685,1729,2113
346,1135,1705,1655,2000
347,1101,1682,1670,1937
348,1093,1650,1661,1853
349,1061,1664,1743,1820
350,1053,1714,1732,1727
351,1047,1754,1777,1657
352,1031,1702,1769,1557
353,1018,1615,1659,1502
354,1132,1716,1694,1525
355,1158,1769,1733,1614
356,1226,1795,1751,1660
357,1408,1897,1749,1733
358,1581,2002,1799,1746
359,1606,2055,1804,1694
360,1575,1999,1732,1615
361,1515,1895,1649,1544
363,1454,1796,1563,1471
364,1381,1698,1482,1461
365,1301,1639,1545,1457
366,1264,1736,1737,1388
367,1281,1834,1854,1351
368,1275,1840,1879,1436
369,1235,1754,1750,1451
370,1251,1673,1612,1382
371,1335,1776,1602,1323
372,1465,1911,1706,1349
373,1700,2360,1917,1423
374,1700,2538,2037,1471
375,1644,2463,2071,1511
376,1661,2417,2063,1557
377,1648,2448,2149,1716
378,1634,2400,2170,1842
379,1570,2323,2097,1832
380,1502,2233,1968,1754
381,1443,2168,1835,1646
382,1412,2129,1758,1545
383,1404,2118,1736,1487
384,1381,2072,1726,1522
386,1352,2012,1725,1550
387,1335,1952,1687,1540
388,1288,1855,1612,1498
389,1238,1758,1559,1436
390,1234,1683,1541,1365
391,1362,1799,1579,1329
392,1417,2015,1814,1413
393,1359,2074,1980,1582
394,1273,2051,1984,1682
395,1260,2018,1993,1719
396,1319,1986,2026,1780
397,1347,1990,2056,1864
398,1323,1981,2028,1927
399,1248,2001,2060,1920
400,1191,1967,2155,1945
401,1239,1988,2232,2051
402,1407,2182,2294,2180
403,1445,2280,2287,2185
404,1402,2246,2267,2121
405,1354,2172,2215,2038
406,1325,2098,2118,1946
408,1332,2057,2033,1892
409,1350,2039,1977,2023
410,1399,2056,1968,2148
411,1630,2182,1973,2138
412,1679,2378,2034,2060
413,1581,2356,2115,1990
414,1507,2290,2084,1887
415,1569,2321,2016,1820
416,1651,2373,1913,1764
417,1714,2332,1793,1683
418,1672,2271,1703,1600
419,1602,2238,1632,1550
420,1549,2183,1624,1611
421,1518,2163,1793,1745
422,1466,2105,1880,1798
423,1398,2018,1825,1716
424,1356,1931,1736,1638
425,1335,1861,1667,1583
426,1534,1882,1594,1532
427,1666,2153,1748,1532
428,1675,2300,1860,1606
429,1671,2364,1931,1632
431,1789,2498,2040,1699
432,1878,2708,2232,1792
433,1905,2812,2398,1941
434,1881,2808,2485,2249
435,1838,2792,2578,2385
436,1768,2731,2575,2284
437,1642,2512,2472,2208
438,1627,2363,2263,2067
439,1617,2162,2080,2091
440,1555,2036,2095,2062
441,1518,2192,2049,1944
442,1507,2397,2039,1892
443,1530,2562,2048,1786
444,1508,2539,1947,1661
445,1439,2357,1791,1565
446,1355,2161,1679,1518
447,1302,2009,1670,1604
448,1272,1922,1761,2019
449,1248,1852,1819,2322
450,1276,1807,1801,2411
451,1317,1782,1789,2544
452,1282,1774,1883,2672
454,1227,1709,2079,2724
455,1273,1653,2323,2640
456,1312,1733,2510,2527
457,1342,1962,2560,2404
458,1381,2015,2505,2435
459,1360,2052,2571,2538
460,1448,2346,2679,2411
461,1574,2412,2501,2204
462,1530,2321,2293,1993
463,1475,2244,2142,1817
464,1472,2237,2041,1684
465,1426,2141,1913,1583
466,1340,2014,1909,1728
467,1254,1877,1855,1899
468,1203,1784,1784,1898
469,1274,1742,1730,1829
470,1378,1770,1713,1748
471,1431,1871,1673,1720
472,1421,1983,1685,1774
473,1345,1972,1780,1838
474,1266,1902,1891,1906
475,1235,1926,1948,1896
477,1271,2063,2157,2011
478,1337,2263,2409,2206
479,1371,2307,2387,2429
480,1368,2346,2765,2866
481,1489,2766,2960,3048
