height of setup:,92.94
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
1,1024,1648,1615,1637
2,990,1609,1598,1636
3,966,1577,1558,1575
4,972,1555,1486,1498
5,997,1609,1436,1446
6,1073,1705,1431,1424
7,1086,1703,1446,1423
8,1066,1664,1443,1410
9,1036,1605,1429,1650
10,1000,1575,1950,2280
11,968,2395,3180,3123
12,997,4389,4766,3769
13,1870,6162,5527,4143
14,2880,6953,5714,4131
15,3295,7162,5470,4035
16,3427,6824,5043,3898
17,3616,6381,4603,3644
18,3872,6777,4964,3702
19,3673,7350,6352,5213
21,3275,6683,6183,5880
22,2866,5825,5417,5422
23,2508,4998,4596,4774
24,2221,4309,3931,4479
25,3159,5292,5289,4797
26,4540,6050,6676,5517
27,4320,5838,6816,5883
28,4273,5935,6573,5859
29,4576,7125,7493,6256
30,5163,8723,8463,6715
31,4800,8927,8579,6847
32,4367,8846,8334,6625
33,4188,8468,8338,6887
34,4904,8404,7900,7207
35,6121,8832,7734,7619
36,6762,8773,7191,7032
37,6960,8201,6482,6235
38,6570,7447,5678,5429
39,6118,6811,4874,4693
40,5683,6191,4150,4048
41,5372,5539,3634,3584
43,4969,5004,3197,3315
44,4876,4843,3005,3067
45,5039,4924,2791,2954
46,4655,4880,2716,2693
47,4838,5193,3186,2529
48,4643,5538,4215,2486
49,4751,5622,4408,2443
50,4549,5174,4033,2283
51,4253,4659,3598,2110
52,3733,4083,3131,2013
53,3334,3607,2813,2033
54,2984,3243,2558,1971
55,2694,2950,2333,1893
56,2452,2712,2146,1818
57,2538,2557,2005,1751
58,3637,3795,2253,1703
59,4586,5806,4487,2878
60,4772,6896,6225,5028
61,4536,6953,6745,6167
62,5393,7299,7069,6675
63,5423,7467,7599,7235
64,5245,7590,7732,7678
65,5757,7620,8098,8085
67,5855,7481,7766,8226
68,5522,7136,7099,7651
69,5143,6813,6692,7101
70,5017,6829,5891,6304
71,5077,6424,5039,5647
72,4809,5753,4273,4950
73,4726,5174,3637,4262
74,5257,5713,3126,3723
75,5618,7268,2768,3319
76,5418,7656,2762,2914
77,5090,7104,2735,2640
78,4648,6608,2940,2714
79,4461,6055,3095,2992
80,4802,6463,3109,3339
81,5526,6464,3046,4013
82,5450,6214,3435,4663
83,5260,6153,4433,4986
84,5280,6126,4972,4949
85,4958,5752,5243,4679
86,4492,5630,4946,4203
87,4052,5525,4406,3726
88,3681,5264,3881,3308
90,3431,4837,3481,2951
91,3132,4359,3139,2652
92,2812,3849,2769,2392
93,2532,3400,2464,2193
94,2301,3046,2231,2039
95,2128,2778,2095,1935
96,2057,2681,2032,1895
97,2097,2630,2078,1822
98,2028,2485,2015,1815
99,1892,2299,1868,1703
100,1756,2130,1730,1597
101,1647,2000,1632,1518
102,1560,1898,1560,1458
103,1579,1914,1496,1399
104,2172,2001,1465,1364
105,2289,1947,1435,1343
106,2239,1890,1446,1366
107,2077,1845,1454,1371
108,1906,1787,1438,1353
109,1768,1751,1430,1329
110,1664,1721,1407,1292
111,1563,1654,1351,1245
113,1466,1579,1296,1203
114,1383,1509,1248,1165
115,1333,1465,1224,1154
116,1408,1518,1228,1165
117,1513,1712,1278,1173
118,1560,1851,1365,1193
119,1546,1872,1412,1196
120,1494,1818,1408,1207
121,1434,1743,1373,1197
122,1383,1678,1334,1176
123,1406,1659,1323,1173
124,1392,1616,1313,1158
125,1520,1628,1296,1134
126,1686,1879,1431,1240
127,1865,2204,1913,1512
128,1904,2322,2265,1777
129,1855,2276,2256,1855
130,1720,2154,2081,1761
131,1695,2024,1904,1636
132,1860,2109,1844,1577
133,1910,2165,1841,1576
135,1805,2094,1768,1520
136,1650,1962,1648,1435
137,1513,1819,1529,1351
138,1396,1683,1419,1270
139,1304,1571,1330,1202
140,1239,1488,1268,1155
141,1205,1433,1233,1137
142,1276,1471,1215,1127
143,1736,1570,1220,1117
144,2066,1770,1218,1108
145,2130,1782,1213,1104
146,2006,1722,1213,1106
147,1893,1705,1204,1099
148,1798,1933,1301,1081
149,1833,2155,1579,1184
150,1905,2362,1885,1513
151,1949,2506,2122,1865
152,1863,2528,2365,2245
153,1788,2430,2336,2304
154,1728,2307,2178,2197
155,1603,2124,1951,1991
156,1506,2034,1771,1806
158,1500,2078,1748,1673
159,1621,2347,1796,1558
160,1881,2820,2210,1609
161,1965,3131,2421,1971
162,2031,3296,2813,2281
163,1939,3147,2838,2610
164,1963,3277,2912,2606
165,2165,3375,3208,2841
166,2258,3552,3407,3126
167,2347,3593,3280,3110
168,2415,3761,3189,2922
169,2384,3963,3471,2809
170,2423,4206,3598,2762
171,2493,4479,3456,2660
172,2586,4424,3162,2472
173,2547,4113,2857,2279
174,2385,3710,2571,2104
175,2375,3557,2409,1965
176,2290,3450,2502,2007
177,2125,3320,2531,2075
178,2203,3346,2679,2197
179,2350,3621,2679,2355
181,2489,3906,2917,2536
182,2761,4783,3454,2757
183,2655,5380,4202,2971
184,2622,5574,4229,2901
185,2605,5408,3865,2615
186,2771,5251,3470,2414
187,3074,5271,3532,2504
188,3329,5243,3705,2781
189,3137,5141,3648,2842
190,2847,4732,3517,2790
191,2623,4267,3255,2781
192,2414,3949,3136,2746
193,2216,3640,3227,2645
194,2280,3506,3276,2435
195,2380,3440,3140,2210
196,2243,3486,3092,2017
197,2229,3544,3094,1876
198,2171,3501,3121,1775
199,2411,3552,3008,1665
200,2482,3707,2748,1591
201,2624,3767,2514,1647
202,2631,3707,2307,1581
204,2466,3601,2382,1502
205,2224,3282,2404,1436
206,2068,2999,2282,1396
207,1914,2811,2216,1370
208,1840,2746,2144,1360
209,1827,2614,2013,1458
210,1742,2446,2029,1945
211,1662,2452,2121,2113
212,1624,2500,2106,2074
213,1592,2457,1983,1913
214,1567,2419,1898,1811
215,1537,2382,1928,1785
216,1529,2332,1944,1872
217,1500,2347,2016,2062
218,1512,2326,2258,2151
219,1570,2353,2239,2018
220,1530,2228,2063,1824
221,1503,2088,1944,1988
222,1455,2012,2052,2189
223,1393,1982,2115,2172
224,1344,1970,2152,2183
225,1496,2022,2086,2115
227,1711,2204,2061,2054
228,1799,2267,2036,1999
229,1797,2303,2028,1922
230,1791,2331,2033,1865
231,1770,2336,1991,1800
232,1756,2313,1877,1711
233,1707,2191,1743,1616
234,1777,2057,1612,1507
235,1804,1957,1544,1476
236,1822,1917,1568,1481
237,1760,1931,1563,1519
238,1658,1885,1523,1724
239,1547,1807,1468,1749
240,1455,1727,1403,1644
241,1452,1733,1381,1546
242,1489,1779,1402,1502
243,1535,1895,1426,1502
244,1602,2019,1501,1499
245,1643,2139,1727,1577
246,1626,2134,1799,1735
247,1584,2107,1782,1784
249,1514,2067,1764,1772
250,1448,2042,1728,1753
251,1401,2000,1864,2067
252,1547,1972,1990,2466
253,1808,2186,2082,2627
254,1832,2348,2135,2624
255,1782,2374,2161,2559
256,1742,2410,2165,2488
257,1713,2385,2123,2336
258,1676,2328,2023,2128
259,1599,2289,1997,1965
260,1829,2249,1927,1852
261,1860,2208,1866,1763
262,1819,2160,1781,1672
263,1725,2045,1679,1581
264,1617,1927,1592,1503
265,1504,1814,1516,1439
266,1413,1728,1452,1387
267,1420,1737,1460,1341
268,1437,1834,1629,1373
269,1416,1870,1718,1467
270,1425,1887,1742,1541
272,1462,1944,1714,1543
273,1425,1977,1740,1526
274,1356,1932,1761,1528
275,1284,1845,1762,1552
276,1228,1772,1746,1553
277,1187,1732,1692,1522
278,1165,1697,1629,1473
279,1150,1659,1565,1432
280,1118,1606,1503,1392
281,1135,1645,1448,1355
282,1170,1736,1432,1330
283,1215,1766,1495,1358
284,1240,1772,1556,1411
285,1245,1869,1726,1448
286,1343,2045,1755,1455
287,1365,2131,1754,1441
288,1307,2090,1748,1459
289,1335,2014,1705,1470
290,1509,2193,1719,1429
291,1521,2241,1744,1429
292,1510,2243,1789,1468
293,1472,2193,1837,1542
295,1436,2157,1863,1611
296,1400,2114,1867,1652
297,1372,2069,1816,1664
298,1350,2029,1757,1646
299,1315,1968,1750,1633
300,1321,1923,1719,1628
301,1288,1886,1705,1614
302,1204,1778,1669,1630
303,1167,1676,1680,1635
304,1204,1685,1690,1615
305,1199,1723,1671,1573
306,1205,1740,1642,1504
307,1201,1726,1595,1436
308,1175,1672,1517,1366
309,1130,1590,1428,1300
310,1100,1511,1345,1232
311,1058,1437,1274,1174
312,1094,1378,1221,1135
313,1228,1343,1183,1102
314,1274,1349,1153,1078
315,1239,1336,1126,1054
317,1174,1293,1105,1033
318,1110,1277,1110,1037
319,1119,1305,1131,1072
320,1227,1372,1167,1249
321,1305,1482,1209,1429
322,1323,1581,1263,1539
323,1310,1612,1315,1630
324,1287,1606,1369,1728
325,1265,1611,1449,1739
326,1246,1623,1494,1697
327,1206,1598,1522,1666
328,1176,1632,1643,1746
329,1133,1596,1648,1792
330,1073,1507,1606,1711
331,1068,1434,1712,1584
332,1095,1558,2024,1557
333,1137,1709,2268,1857
