height of setup:,70.68
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
2,759,1652,1719,1512
3,750,1579,1629,1423
4,741,1529,1567,1360
5,731,1493,1519,1305
6,723,1476,1475,1268
7,728,1473,1450,1350
8,733,1467,1591,3584
9,735,1543,3998,6098
10,738,2058,7079,9353
11,763,3255,9923,13821
12,971,4432,12713,17146
13,1106,4821,15003,19030
14,1153,4883,16968,20295
15,1119,4674,16678,21235
16,1061,4317,15181,20732
17,1008,3933,13906,20341
18,956,3548,14347,20692
20,912,3192,15176,21504
21,874,3529,18300,21522
22,836,7457,21838,21564
23,825,13530,23029,21185
24,918,18806,23810,19946
25,1031,20591,25015,19684
26,2452,20387,25619,21024
27,4464,21457,25780,22634
28,7902,23839,25724,22265
29,12522,24752,24663,21121
30,14733,24787,23842,19916
31,16016,24350,23069,19386
32,17947,24865,22186,18264
33,17765,25785,23306,18447
34,17504,25787,24781,20205
35,17219,24947,24350,20678
36,16281,23973,23081,19598
37,15470,23890,22856,18400
38,14571,23339,21788,17569
39,13734,22417,20115,16223
40,12873,21241,18197,14614
41,13109,20413,16392,12992
43,12718,19383,14579,11440
44,12367,18228,12618,9902
45,11260,16484,10725,8525
46,9958,14744,9087,7348
47,8887,13087,7684,6362
48,8535,11586,6517,5528
49,10398,11591,5615,4840
50,11980,16918,5118,4306
51,12840,20886,6144,4019
52,13860,22783,7663,3685
53,15258,22349,7138,3374
54,13953,20924,6363,3298
55,11878,19276,5680,3386
56,9652,17442,4912,3115
57,7815,15578,4232,2807
58,6761,14200,4214,2610
59,5955,13326,4812,2567
60,5513,12615,5062,2589
61,5137,11876,5568,3431
62,5292,11361,6052,4107
63,5982,11860,7356,5080
65,6270,11811,8223,6137
66,7392,13511,8693,6641
67,7432,14290,9651,6853
68,7246,14028,9589,6527
69,6416,13067,9171,5917
70,5591,11977,8232,5136
71,4880,10757,7027,4400
72,4338,9548,5934,3813
73,3801,8350,5147,3612
74,3285,7368,4647,3470
75,2878,6596,4301,3290
76,2564,5945,4025,3102
77,2312,5354,3756,2956
78,2103,4860,3463,2851
79,1919,4379,3108,2899
80,1765,3992,2835,3026
81,1628,3652,2672,2955
82,1552,3458,2652,2699
