height of setup:,150
time,value of sensor0,value of sensor1,value of sensor2
1,557,911,990
2,553,910,987
3,548,908,983
4,545,905,981
5,542,904,978
6,536,902,976
7,534,900,974
9,531,899,973
10,527,897,971
11,526,895,969
12,525,895,969
13,524,894,967
14,524,893,966
15,521,893,965
16,518,892,964
17,517,891,963
18,514,892,961
19,513,891,960
20,513,891,959
21,515,891,958
22,531,890,957
23,578,889,956
24,715,889,954
25,990,888,953
26,1279,889,953
27,1502,890,953
28,1666,892,956
29,1868,897,960
30,2240,905,964
31,2810,917,968
33,3539,934,973
34,4391,954,978
35,5259,977,983
36,6129,1012,986
37,6913,1066,989
38,7480,1130,989
39,7863,1211,991
40,8133,1295,992
41,8340,1395,994
42,8437,1511,995
43,8347,1631,999
44,8086,1763,1001
45,7683,1952,1003
46,7098,2242,1008
47,6512,2286,1011
48,6002,2305,1014
49,5615,2295,1017
50,5334,2250,1020
51,5073,2204,1020
52,4781,2167,1016
53,4458,2122,1012
54,4134,2039,1007
56,3798,1938,1002
57,3455,1844,997
58,3126,1772,992
59,2829,1711,990
60,2559,1661,989
61,2319,1619,988
62,2106,1588,988
63,1921,1565,986
64,1761,1542,986
65,1624,1520,983
66,1509,1497,980
67,1417,1471,979
68,1349,1447,979
69,1319,1424,979
70,1472,1403,979
71,1964,1380,980
72,2407,1359,982
73,2632,1339,982
74,2678,1323,983
75,2603,1306,983
76,2470,1286,986
77,2319,1264,986
78,2165,1243,988
80,2015,1223,990
81,1873,1199,990
82,1747,1178,990
83,1640,1160,990
84,1560,1145,989
85,1510,1126,989
86,1473,1109,990
87,1433,1091,989
88,1388,1079,990
89,1360,1069,991
90,1361,1061,993
91,1369,1054,992
92,1364,1049,992
93,1337,1045,991
94,1296,1045,990
95,1252,1049,989
96,1214,1050,986
97,1183,1051,984
98,1162,1047,982
99,1156,1045,981
100,1169,1042,979
101,1185,1038,978
103,1198,1038,976
104,1196,1037,974
105,1177,1035,974
106,1142,1034,973
107,1096,1030,974
108,1046,1027,975
109,996,1023,976
110,947,1025,978
111,902,1026,978
112,862,1027,980
113,829,1023,981
114,806,1020,983
115,790,1017,984
116,780,1012,986
117,779,1009,988
118,786,1006,988
119,795,1005,988
120,803,1005,988
121,817,1004,989
122,828,1004,990
123,867,1004,991
124,980,1004,990
125,1151,1002,990
127,1306,999,989
128,1386,996,986
129,1387,994,985
130,1341,991,983
131,1277,989,981
132,1204,986,980
133,1125,984,978
134,1053,982,977
135,995,979,976
