height of setup:,63.26
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
334,1250,1973,1866,1515
335,1237,1965,1867,1524
336,1214,1934,1845,1524
337,1173,1878,1818,1516
338,1139,1826,1803,1502
339,1175,1866,1867,1520
340,1195,1914,1921,1530
341,1179,1905,1922,1498
342,1160,1864,1884,1475
343,1144,1822,1825,1460
344,1130,1790,1776,1446
345,1127,1785,1755,1439
346,1128,1782,1740,1431
347,1131,1775,1716,1410
348,1125,1757,1695,1399
349,1111,1729,1667,1380
350,1095,1702,1642,1360
351,1090,1690,1625,1348
352,1092,1687,1623,1343
353,1110,1727,1678,1363
354,1154,1802,1743,1415
355,1122,1765,1708,1423
357,1069,1697,1635,1379
358,1030,1631,1564,1326
359,1015,1577,1509,1289
360,1031,1539,1470,1286
361,1054,1532,1457,1313
362,1094,1581,1492,1341
363,1120,1636,1540,1367
364,1121,1657,1562,1380
365,1107,1655,1564,1366
366,1091,1647,1549,1335
367,1075,1630,1521,1291
368,1065,1611,1493,1250
369,1067,1588,1467,1246
370,1058,1558,1442,1332
371,1042,1527,1425,1380
372,1028,1501,1413,1391
373,1027,1501,1413,1377
374,1034,1506,1416,1346
375,1036,1520,1463,1354
376,1064,1611,1605,1463
377,1096,1681,1665,1521
378,1102,1704,1688,1524
380,1102,1710,1701,1514
381,1092,1700,1695,1499
382,1074,1679,1680,1482
383,1062,1659,1656,1459
384,1072,1664,1648,1437
385,1084,1663,1634,1421
386,1087,1641,1602,1402
387,1088,1630,1586,1380
388,1157,1683,1610,1379
389,1274,1785,1656,1396
390,1339,1870,1698,1416
391,1356,1915,1733,1434
392,1352,1921,1748,1431
393,1327,1902,1743,1410
394,1287,1870,1719,1389
395,1247,1835,1689,1371
396,1217,1800,1662,1358
397,1187,1764,1637,1351
398,1156,1727,1614,1346
399,1126,1692,1592,1350
400,1113,1679,1599,1493
402,1109,1689,1622,1536
403,1081,1656,1595,1518
404,1044,1620,1561,1473
405,1006,1587,1531,1439
406,977,1555,1498,1434
407,955,1517,1468,1466
408,939,1486,1467,1452
409,926,1466,1469,1417
410,911,1439,1449,1384
411,894,1406,1410,1342
412,878,1381,1377,1288
413,864,1364,1354,1243
414,861,1359,1344,1208
415,870,1364,1347,1188
416,887,1378,1357,1179
417,904,1399,1376,1179
418,928,1442,1417,1192
419,967,1518,1503,1221
420,1008,1649,1643,1275
421,1051,1801,1792,1366
422,1099,1912,1891,1455
423,1119,1963,1933,1506
425,1105,1980,1938,1529
426,1070,1964,1931,1536
427,1046,1908,1907,1530
428,1031,1847,1863,1510
429,1023,1797,1811,1485
430,1016,1751,1755,1470
431,1007,1709,1701,1472
432,1006,1686,1666,1463
433,1014,1678,1648,1467
434,1019,1667,1626,1459
435,1019,1648,1599,1449
436,1020,1624,1566,1427
437,1025,1592,1527,1396
438,1036,1565,1489,1367
439,1083,1566,1459,1331
440,1106,1602,1442,1311
441,1091,1615,1443,1375
442,1061,1607,1457,1582
443,1038,1602,1501,1638
444,1012,1583,1520,1649
445,985,1554,1507,1617
446,966,1520,1483,1554
448,955,1488,1447,1469
449,936,1458,1414,1398
450,914,1419,1380,1330
451,901,1386,1349,1276
452,889,1361,1325,1241
453,903,1372,1316,1220
454,998,1433,1359,1221
455,1050,1499,1410,1234
456,1093,1543,1444,1243
457,1126,1575,1460,1254
458,1138,1585,1465,1291
459,1138,1578,1463,1327
460,1177,1588,1455,1340
461,1210,1629,1454,1329
462,1222,1639,1451,1313
463,1212,1633,1459,1311
464,1195,1660,1519,1342
465,1151,1660,1553,1351
466,1102,1615,1518,1333
467,1047,1543,1444,1270
468,1000,1469,1371,1210
469,967,1410,1316,1170
471,940,1367,1278,1149
472,919,1335,1255,1143
473,891,1299,1232,1129
474,895,1318,1247,1154
475,883,1312,1244,1161
476,886,1324,1269,1175
477,879,1325,1278,1176
478,878,1331,1291,1185
479,875,1344,1322,1226
480,893,1386,1368,1271
481,893,1397,1375,1266
