height of setup:,40
time,value of sensor0,value of sensor1,value of sensor2
33,23120,8322,2832
34,22931,9242,2895
35,22739,10536,3498
36,22469,12315,4300
37,22177,13949,5250
38,22052,15020,6256
39,22129,15630,7178
40,22249,16013,8093
41,22338,16149,8752
42,22339,16294,9794
43,22323,16328,11024
44,22287,16351,12183
45,22206,16519,13431
46,22135,16713,14488
47,22012,16978,15315
48,21928,17220,15833
49,21947,17354,16179
50,22057,17315,16332
51,22182,17151,16396
52,22259,16931,16497
54,22308,16753,16783
55,22263,16670,17226
56,22124,16653,17512
57,22014,16653,17773
58,21962,16672,17950
59,22004,16641,17942
60,22067,16504,17722
61,22134,16295,17460
62,22214,16094,17423
63,22225,15991,17644
64,22080,16096,17984
65,21861,16402,18410
66,21673,16685,18809
67,21605,16821,19062
68,21566,16865,19181
69,21527,16826,19216
70,21467,16714,19170
71,21332,16572,19133
72,20947,16522,19252
73,20414,16613,19487
74,19924,16817,19810
75,19582,17036,20262
76,19156,17183,20614
77,18330,17209,20781
79,17594,17123,20934
80,17213,16936,21032
81,16921,16667,21085
82,16363,16351,21084
83,15526,16035,21056
84,14853,15734,20992
85,14651,15445,20891
86,14643,15147,20713
87,14642,14851,20483
88,14454,14565,20281
89,13935,14307,20125
90,13248,14071,20003
91,12543,13838,19847
92,11951,13585,19643
93,11436,13309,19357
94,11068,13020,18995
95,10937,12727,18610
96,10988,12457,18254
97,10801,12181,18020
98,10191,11893,17903
99,9463,11613,17860
100,8843,11362,17899
102,8335,11137,17977
103,7858,10958,17998
104,7371,10813,17925
105,6880,10655,17756
106,6359,10445,17503
107,5808,10181,17174
108,5419,9905,16734
109,5141,9668,16206
110,4875,9469,15689
111,4574,9282,15252
112,4334,9099,14917
113,4210,8972,14611
114,4119,8872,14291
115,3982,8759,13936
116,3814,8637,13618
117,3660,8532,13345
118,3525,8398,13091
119,3425,8250,12847
120,3369,8146,12527
121,3346,8005,12132
