height of setup:,62
time,value of sensor0,value of sensor1,value of sensor2
33,24063,5725,1570
34,24149,5896,1678
35,24213,6381,2037
36,24203,6855,2331
37,24219,7319,2450
38,24247,7747,2498
39,24266,8124,2530
40,24292,8473,2524
41,24324,8845,2496
42,24360,9180,2491
43,24386,9461,2511
44,24391,9779,2656
45,24344,10130,2941
46,24300,10516,3365
47,24258,10933,3949
48,24137,11102,4325
49,24054,11155,4520
50,23986,11244,4764
51,23923,11431,5190
52,23875,11727,5820
54,23818,11939,6361
55,23748,12078,6732
56,23670,12096,6775
57,23581,12113,6647
58,23448,12127,6372
59,23326,12097,5984
60,23214,12000,5615
61,23068,11882,5249
62,22803,11652,4875
63,22426,11341,4538
64,21909,10981,4282
65,21338,10503,4111
66,20768,9996,4067
67,20211,9548,4184
68,19652,9179,4420
69,19081,8917,4683
70,18492,8724,4843
71,17884,8533,4910
72,17236,8338,4967
73,16537,8158,5045
74,15799,7997,5156
75,15036,7873,5269
77,14271,7791,5381
78,13516,7746,5498
79,12770,7724,5610
80,12032,7710,5682
81,11307,7678,5703
82,10593,7616,5681
83,9924,7529,5629
84,9291,7420,5554
85,8712,7284,5458
86,8183,7137,5359
87,7707,6961,5240
88,7276,6767,5088
89,6899,6553,4937
90,6560,6318,4804
91,6256,6088,4665
92,5979,5872,4534
93,5718,5668,4409
94,5475,5479,4285
95,5254,5306,4164
96,5052,5147,4051
97,4861,5002,3958
98,4680,4872,3859
99,4502,4752,3757
101,4355,4645,3652
102,4252,4544,3552
103,4178,4449,3454
104,4096,4366,3365
105,3997,4299,3286
106,3876,4249,3212
107,3751,4217,3147
108,3631,4198,3105
109,3533,4181,3072
110,3443,4164,3037
111,3351,4140,2997
112,3250,4101,2941
113,3168,4049,2876
114,3100,3967,2809
115,3026,3885,2740
116,2937,3802,2667
117,2848,3729,2588
118,2766,3668,2515
119,2689,3632,2463
120,2616,3618,2442
121,2548,3596,2433
122,2487,3548,2425
124,2431,3485,2422
125,2373,3428,2431
126,2318,3379,2443
127,2266,3325,2442
128,2224,3268,2438
129,2204,3206,2428
130,2215,3146,2410
131,2227,3094,2384
132,2222,3047,2348
133,2200,3013,2305
134,2168,2977,2267
135,2130,2949,2239
136,2093,2925,2215
137,2061,2896,2182
138,2032,2859,2142
139,2008,2827,2100
140,1982,2795,2063
141,1954,2763,2031
142,1926,2726,2000
143,1898,2682,1970
144,1871,2641,1942
145,1845,2601,1923
146,1824,2567,1907
148,1813,2541,1886
149,1820,2521,1854
150,1849,2500,1823
151,1885,2482,1801
152,1917,2468,1785
153,1937,2453,1773
154,1933,2431,1763
155,1910,2403,1749
156,1879,2373,1729
157,1846,2342,1709
158,1811,2311,1694
159,1775,2286,1681
160,1746,2268,1674
161,1724,2262,1669
162,1707,2259,1665
163,1692,2255,1659
164,1676,2251,1646
165,1664,2242,1632
166,1664,2234,1621
167,1686,2229,1614
168,1733,2227,1610
169,1783,2226,1607
170,1821,2222,1606
172,1837,2213,1605
173,1825,2202,1604
174,1790,2188,1608
175,1744,2165,1609
176,1703,2131,1605
177,1671,2085,1596
178,1646,2040,1583
179,1624,1997,1567
180,1600,1958,1551
181,1575,1927,1534
