height of setup:,52
time,value of sensor0,value of sensor1,value of sensor2
31,27562,6246,1638
33,27701,6645,1689
34,27792,7362,1858
35,27873,7790,1992
36,27953,8064,2059
37,28009,8417,2111
38,28048,8769,2194
39,28077,8996,2272
40,28106,9165,2341
41,28127,9315,2432
42,28138,9533,2570
43,28157,9824,2739
44,28172,10197,2910
45,28192,10495,3064
46,28206,10603,3146
47,28213,10742,3302
48,28214,10974,3560
49,28205,11326,3884
50,28191,11850,4207
51,28177,12500,4619
52,28166,13173,5095
53,28163,13765,5573
54,28154,14270,5986
56,28150,14686,6349
57,28144,14953,6640
58,28138,15130,6886
59,28128,15189,7077
60,28111,15142,7216
61,28091,15081,7269
62,28062,15117,7356
63,28029,15248,7592
64,28000,15376,7821
65,27980,15453,7997
66,27953,15464,8122
67,27916,15451,8175
68,27866,15343,8178
69,27805,15129,8147
70,27731,14835,8132
71,27649,14545,8161
72,27566,14371,8190
73,27480,14250,8185
74,27384,14085,8100
75,27270,13935,7935
76,27136,13787,7739
77,26982,13624,7500
78,26789,13457,7232
80,26560,13345,6974
81,26274,13251,6796
82,25921,13111,6722
83,25495,12931,6675
84,25004,12768,6619
85,24441,12633,6559
86,23804,12514,6472
87,23108,12405,6341
88,22400,12264,6148
89,21708,12016,5901
90,21036,11732,5643
91,20373,11467,5409
92,19701,11230,5181
93,19010,10985,4946
94,18292,10743,4729
95,17548,10500,4502
96,16787,10205,4262
97,16010,9852,4025
98,15217,9491,3813
99,14410,9220,3637
100,13605,8996,3473
101,12823,8718,3307
103,12077,8410,3124
104,11374,8094,2967
105,10716,7780,2839
106,10093,7427,2727
107,9527,7039,2635
108,9022,6670,2570
109,8575,6368,2532
110,8185,6124,2516
111,7841,5908,2521
112,7519,5713,2543
113,7194,5556,2564
114,6883,5435,2577
115,6554,5328,2576
116,6226,5225,2547
117,5914,5134,2509
118,5625,5062,2466
119,5369,4998,2441
120,5145,4932,2435
121,4943,4869,2438
122,4753,4814,2445
123,4581,4750,2454
124,4414,4697,2467
125,4267,4634,2475
127,4142,4578,2481
128,4047,4520,2478
129,3959,4469,2447
130,3884,4430,2422
131,3810,4384,2407
132,3746,4313,2394
133,3702,4227,2375
134,3678,4142,2351
135,3662,4049,2320
136,3651,3954,2287
137,3642,3851,2253
138,3625,3759,2226
139,3589,3685,2202
140,3544,3622,2179
141,3470,3579,2164
142,3389,3551,2158
143,3304,3509,2155
144,3222,3466,2156
145,3140,3430,2162
146,3049,3433,2186
147,2960,3443,2223
148,2872,3443,2251
150,2801,3426,2270
151,2744,3415,2281
152,2701,3406,2284
153,2667,3380,2276
154,2636,3367,2271
155,2669,3373,2273
156,2783,3407,2277
157,2901,3495,2287
158,2957,3631,2309
159,2952,3801,2349
160,2937,3957,2423
161,2935,4082,2636
162,2930,4160,2942
163,2917,4176,3215
164,2915,4166,3446
165,2924,4164,3671
166,2954,4189,3853
167,3042,4254,3984
168,3160,4325,4065
169,3248,4422,4244
170,3261,4533,4572
171,3193,4625,4865
172,3083,4669,5143
174,2960,4646,5387
175,2846,4551,5543
176,2728,4407,5598
177,2605,4244,5553
178,2480,4086,5439
179,2379,3952,5297
180,2323,3864,5133
181,2285,3816,4948
182,2239,3771,4741
183,2194,3729,4551
184,2160,3680,4349
185,2149,3613,4153
186,2169,3523,3965
187,2206,3400,3770
188,2246,3266,3578
189,2286,3129,3401
190,2346,3021,3242
191,2447,2964,3109
192,2554,2920,2995
193,2634,2857,2881
194,2702,2806,2778
195,2776,2774,2689
197,2804,2757,2616
198,2779,2740,2565
199,2739,2724,2541
200,2712,2710,2552
201,2694,2713,2575
202,2636,2729,2588
203,2550,2750,2590
204,2452,2764,2592
205,2353,2763,2600
206,2260,2744,2606
207,2176,2707,2606
208,2107,2670,2609
209,2047,2637,2626
210,1994,2611,2640
