height of setup:,180
time,value of sensor0,value of sensor1,value of sensor2
0,531,819,896
2,532,817,895
3,529,815,893
4,528,814,893
5,526,811,893
6,522,811,892
7,516,811,894
8,511,809,895
9,507,811,894
10,501,811,893
11,497,813,892
12,497,811,892
13,496,814,892
14,496,814,891
15,497,815,891
16,496,816,890
17,499,817,890
18,503,819,890
19,513,820,892
20,528,824,895
21,547,825,909
22,560,843,927
23,565,916,942
24,565,1075,956
26,562,1265,967
27,556,1435,978
28,550,1571,989
29,544,1660,999
30,539,1699,1003
31,535,1691,1001
32,530,1647,994
33,530,1589,985
34,537,1523,977
35,560,1456,968
36,606,1390,960
37,705,1329,954
38,854,1274,948
39,1020,1224,942
40,1186,1179,937
41,1295,1138,931
42,1343,1104,928
43,1347,1074,923
44,1322,1049,917
45,1280,1028,914
46,1224,1009,910
47,1162,995,907
49,1099,981,905
50,1036,970,903
51,994,959,901
52,1043,948,898
53,1195,939,897
54,1368,930,895
55,1513,923,894
56,1589,919,892
57,1600,912,891
58,1582,909,889
59,1557,906,887
60,1524,901,886
61,1494,898,885
62,1467,897,885
63,1443,896,883
64,1421,895,882
65,1396,896,882
66,1370,895,882
67,1345,895,880
68,1319,896,880
69,1294,897,879
70,1266,895,879
71,1229,895,878
73,1183,896,878
74,1129,897,878
75,1078,895,879
76,1029,894,878
77,995,892,879
78,974,890,880
79,977,888,880
80,999,886,881
81,1024,884,882
82,1045,881,884
83,1058,879,885
84,1063,878,886
85,1066,876,889
86,1065,875,889
87,1061,874,891
88,1050,872,894
89,1032,870,896
90,1011,868,896
91,986,868,898
92,962,866,899
93,939,864,898
94,917,862,897
95,895,860,895
97,875,857,893
98,859,855,891
99,872,853,890
100,930,854,890
101,1003,853,890
102,1069,852,891
103,1123,854,894
104,1167,860,897
105,1202,865,900
106,1236,876,904
107,1284,889,906
108,1338,908,908
109,1382,926,910
110,1395,941,911
111,1375,950,912
112,1329,954,911
113,1270,954,911
114,1205,950,910
115,1145,948,910
116,1088,941,907
117,1033,934,905
118,981,926,902
