height of setup:,165
time,value of sensor0,value of sensor1,value of sensor2
0,471,793,876
1,469,797,875
2,469,799,875
3,467,801,873
4,466,802,871
5,464,803,869
6,462,804,867
7,460,806,867
9,458,807,866
10,456,808,865
11,455,808,863
12,454,808,861
13,453,808,859
14,452,808,857
15,452,807,856
16,452,807,853
17,453,806,852
18,454,805,850
19,456,804,849
20,458,803,849
21,460,804,848
22,461,803,848
23,462,803,848
24,464,804,847
25,466,807,848
26,468,814,848
27,469,836,847
28,471,880,848
29,473,935,848
30,475,988,847
31,478,1039,847
33,485,1084,846
34,494,1121,845
35,512,1144,844
36,547,1153,843
37,639,1152,842
38,797,1162,840
39,1028,1217,839
40,1303,1303,838
41,1512,1403,837
42,1622,1485,836
43,1653,1535,836
44,1625,1554,836
45,1565,1562,836
46,1497,1559,837
47,1430,1545,838
48,1368,1521,839
49,1325,1501,841
50,1328,1479,841
51,1352,1448,842
52,1377,1411,843
53,1409,1375,845
54,1503,1338,857
56,1686,1296,947
57,1862,1255,1192
58,1982,1215,1522
59,2049,1184,1882
60,2084,1158,2216
61,2086,1140,2535
62,2059,1123,2848
63,2012,1108,3149
64,1938,1099,3277
65,1853,1114,3233
66,1776,1155,3093
67,1711,1199,2905
68,1658,1232,2702
69,1616,1251,2511
70,1573,1255,2330
71,1523,1254,2171
72,1459,1250,2037
73,1387,1245,1926
74,1308,1240,1833
75,1232,1235,1752
76,1183,1234,1677
77,1218,1234,1609
78,1302,1239,1550
80,1382,1242,1497
81,1431,1241,1447
82,1452,1237,1406
83,1452,1239,1369
84,1433,1251,1339
85,1401,1270,1312
86,1360,1287,1288
87,1323,1305,1272
88,1290,1315,1258
89,1261,1316,1241
90,1226,1308,1221
91,1187,1292,1201
92,1146,1274,1177
93,1104,1251,1154
94,1064,1224,1131
95,1026,1200,1109
96,990,1176,1090
97,954,1151,1072
98,922,1129,1054
99,889,1109,1038
100,859,1093,1024
101,830,1079,1011
103,805,1066,1001
104,783,1052,992
105,767,1038,985
106,751,1025,978
107,740,1013,972
108,730,1002,966
109,725,991,960
