height of setup:,90
time,value of sensor0,value of sensor1,value of sensor2
0,856,1185,1482
1,841,1174,1441
2,828,1163,1407
3,815,1157,1373
4,802,1151,1348
5,791,1145,1324
6,784,1140,1303
7,777,1137,1285
8,779,1135,1273
9,791,1134,1258
10,811,1133,1244
11,823,1132,1232
12,826,1130,1222
13,823,1126,1215
14,817,1123,1207
15,829,1120,1200
16,871,1117,1194
17,1225,1116,1190
18,2525,1113,1188
20,4410,1113,1188
21,6269,1111,1187
22,7942,1109,1186
23,9369,1105,1184
24,10694,1103,1178
25,12029,1105,1172
26,13268,1108,1165
27,14222,1116,1159
28,14866,1133,1154
29,15443,1164,1150
30,16100,1237,1149
31,16608,1501,1156
32,16960,1949,1168
33,17223,2419,1180
34,17411,2890,1198
35,17588,3387,1222
36,17766,3912,1254
37,17920,4285,1270
38,17850,4561,1283
39,17631,4805,1302
40,17437,5034,1330
41,17316,5252,1365
43,17230,5416,1432
44,17114,5522,1527
45,16917,5575,1640
46,16608,5596,1777
47,16160,5598,1921
48,15654,5573,2018
49,15159,5540,2063
50,14687,5524,2073
51,14234,5546,2091
52,13845,5626,2127
53,13663,5710,2159
54,13814,5760,2181
55,14194,5777,2180
56,14547,5764,2156
57,14691,5716,2115
58,14515,5651,2072
59,14080,5581,2040
60,13467,5517,2025
61,12756,5460,2038
62,11999,5392,2067
63,11209,5310,2107
64,10424,5210,2152
65,9683,5087,2206
67,9004,4949,2264
68,8461,4801,2304
69,8044,4653,2308
70,7715,4515,2292
71,7416,4385,2275
72,7108,4257,2267
73,6750,4135,2256
74,6367,4021,2239
75,5971,3909,2225
76,5575,3809,2214
77,5199,3715,2203
78,4849,3628,2194
79,4510,3550,2181
80,4191,3462,2164
81,3895,3367,2138
82,3625,3266,2106
83,3388,3164,2074
84,3186,3063,2043
85,3021,2964,2021
86,2877,2876,2006
87,2754,2804,1986
88,2631,2739,1954
89,2509,2677,1916
91,2406,2615,1880
92,2318,2553,1846
93,2248,2485,1810
94,2191,2414,1768
95,2146,2354,1726
96,2106,2315,1690
97,2070,2292,1664
98,2038,2273,1644
99,2006,2252,1626
100,1972,2229,1616
101,1932,2209,1608
102,1881,2188,1602
103,1815,2167,1597
104,1739,2146,1593
105,1663,2127,1593
106,1596,2108,1593
107,1538,2091,1592
108,1486,2074,1591
109,1444,2059,1587
110,1410,2044,1578
111,1378,2029,1562
112,1347,2013,1543
113,1315,1997,1525
115,1284,1977,1517
116,1255,1955,1511
117,1226,1930,1509
118,1202,1903,1509
119,1180,1880,1509
120,1163,1858,1509
121,1149,1840,1507
122,1135,1826,1504
123,1132,1819,1502
124,1144,1817,1500
125,1177,1814,1498
126,1215,1810,1498
127,1241,1802,1495
128,1246,1792,1492
129,1229,1780,1487
130,1203,1769,1483
131,1180,1752,1480
132,1163,1734,1477
133,1156,1714,1475
134,1151,1691,1472
135,1146,1666,1471
136,1140,1642,1473
137,1136,1615,1473
139,1134,1588,1475
140,1135,1561,1474
141,1142,1531,1473
142,1159,1504,1475
143,1183,1477,1480
144,1210,1453,1489
145,1221,1432,1498
146,1220,1414,1506
147,1210,1404,1511
148,1195,1395,1507
149,1175,1384,1497
150,1152,1371,1481
151,1133,1357,1464
152,1128,1344,1447
153,1139,1329,1430
154,1169,1316,1415
155,1214,1304,1399
156,1275,1292,1384
157,1326,1285,1370
158,1354,1279,1357
159,1350,1273,1348
160,1319,1269,1338
162,1270,1266,1330
163,1224,1264,1325
164,1228,1261,1319
165,1286,1258,1313
166,1349,1255,1306
167,1392,1251,1296
168,1402,1248,1288
169,1386,1246,1281
170,1349,1244,1273
171,1303,1242,1266
172,1259,1239,1260
173,1216,1235,1253
174,1191,1230,1248
175,1210,1225,1244
176,1267,1220,1241
177,1367,1216,1238
178,1511,1213,1236
179,1627,1211,1234
180,1657,1209,1234
181,1613,1211,1236
