height of setup:,67.50
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
220,1137,1808,1600,1736
221,1191,1940,1835,2647
222,1225,1998,1989,3516
223,1215,1960,2157,3694
224,1153,1851,2135,3649
225,1087,1731,2009,3515
226,1038,1632,1860,3244
228,998,1544,1741,3054
229,963,1464,1627,3179
230,934,1401,1529,3448
231,910,1347,1437,3161
232,892,1298,1352,2813
233,874,1259,1289,2923
234,896,1236,1429,3035
235,973,1285,1649,3606
236,1327,1647,2137,4028
237,1512,2017,2386,3942
238,1579,2224,2482,3780
239,1510,2200,2472,3645
240,1439,2105,2259,3245
241,1330,1943,2023,2856
242,1240,1813,1848,2573
243,1176,1710,1713,2388
244,1124,1618,1636,2270
245,1082,1544,1574,2112
246,1090,1530,1528,1977
247,1122,1619,1591,2370
248,1149,1746,1959,2913
249,1183,1858,2193,3088
251,1214,1932,2270,3300
252,1223,1976,2308,3573
253,1251,2056,2343,3544
254,1295,2178,2426,3425
255,1337,2229,2420,3219
256,1328,2184,2354,3035
257,1289,2080,2227,2861
258,1243,1978,2113,2685
259,1164,1840,1959,2502
260,1079,1675,1753,2247
261,1017,1544,1595,2023
262,970,1436,1463,1830
263,949,1358,1364,1704
264,949,1315,1304,1632
265,935,1301,1272,1573
266,914,1274,1243,1512
267,895,1240,1201,1432
268,879,1208,1163,1358
269,897,1182,1134,1311
270,991,1202,1116,1277
271,1066,1280,1130,1251
272,1077,1328,1175,1247
274,1048,1332,1210,1294
275,1020,1316,1224,1360
276,1018,1315,1228,1388
277,1030,1343,1257,1391
278,1032,1377,1300,1392
279,1037,1462,1416,1432
280,1083,1644,1627,1551
281,1182,1857,1860,1758
282,1233,1986,1985,1892
283,1237,1987,1948,1888
284,1186,1885,1826,1802
285,1115,1751,1677,1681
286,1055,1634,1552,1614
287,1006,1539,1458,1556
288,966,1460,1383,1476
289,934,1401,1320,1399
290,911,1354,1268,1334
291,897,1318,1239,1296
292,898,1304,1235,1282
293,917,1286,1211,1249
294,1023,1304,1191,1220
296,1082,1330,1198,1217
297,1104,1397,1255,1267
298,1130,1478,1343,1325
299,1126,1506,1376,1339
300,1063,1435,1315,1298
301,993,1345,1234,1225
302,937,1269,1167,1160
303,898,1222,1125,1112
304,897,1258,1147,1089
305,911,1291,1170,1126
306,912,1299,1178,1212
307,926,1321,1200,1266
308,936,1338,1221,1266
309,922,1312,1200,1231
310,891,1271,1172,1204
311,867,1228,1146,1182
312,853,1204,1139,1161
313,848,1208,1152,1161
314,942,1260,1160,1152
315,1084,1430,1271,1182
316,1153,1496,1315,1203
317,1130,1479,1292,1187
319,1079,1423,1240,1152
320,1009,1339,1174,1103
321,969,1267,1121,1060
322,953,1229,1112,1055
323,940,1237,1155,1140
324,950,1334,1321,1300
325,984,1406,1385,1363
326,985,1409,1366,1358
327,972,1393,1340,1348
328,949,1364,1311,1331
329,925,1327,1265,1295
330,905,1286,1211,1236
331,874,1233,1164,1186
332,841,1181,1119,1136
333,812,1133,1072,1083
334,788,1093,1032,1038
335,771,1068,1010,1009
336,761,1060,1003,994
337,755,1062,1005,984
338,758,1082,1019,991
339,768,1104,1042,1028
340,783,1123,1064,1059
342,795,1138,1078,1066
343,807,1151,1092,1068
344,820,1169,1125,1094
345,834,1202,1159,1135
346,831,1196,1151,1141
347,834,1202,1156,1148
348,843,1220,1169,1158
349,843,1221,1178,1169
350,836,1221,1178,1171
351,851,1249,1197,1180
352,848,1229,1165,1146
353,831,1202,1131,1101
354,836,1220,1154,1102
355,859,1286,1220,1151
356,886,1332,1259,1188
357,939,1358,1274,1201
358,996,1371,1262,1188
359,1051,1367,1258,1186
360,1094,1372,1288,1205
361,1097,1389,1312,1228
362,1071,1387,1292,1212
363,1036,1361,1255,1179
365,995,1318,1210,1147
366,947,1265,1162,1111
367,910,1228,1126,1084
368,884,1209,1107,1069
369,863,1196,1097,1064
370,854,1185,1092,1075
371,853,1174,1079,1072
372,852,1157,1059,1052
373,850,1139,1037,1026
374,857,1121,1017,1000
375,874,1107,1001,981
376,885,1095,992,965
377,889,1086,984,952
378,897,1089,997,944
379,901,1114,1045,953
380,903,1162,1083,970
381,901,1188,1105,1003
382,887,1200,1135,1045
383,869,1202,1145,1068
384,851,1194,1140,1077
385,829,1166,1106,1055
386,808,1134,1067,1018
388,793,1103,1031,983
389,781,1085,1008,959
390,773,1077,999,947
391,768,1074,999,955
392,769,1078,1025,1049
393,775,1093,1082,1133
394,778,1112,1105,1152
395,778,1115,1101,1136
396,774,1119,1091,1110
397,765,1115,1087,1086
398,754,1102,1068,1050
399,752,1084,1039,1015
400,767,1067,1012,984
401,787,1093,993,960
402,831,1140,989,946
403,832,1144,996,947
404,831,1158,1034,973
405,834,1180,1085,1015
406,832,1196,1115,1044
407,832,1206,1129,1068
408,838,1204,1141,1056
410,835,1200,1142,1049
411,831,1198,1140,1057
412,842,1196,1132,1060
413,952,1201,1141,1091
414,1110,1266,1267,1286
415,1193,1464,1471,1479
416,1205,1578,1560,1562
417,1171,1579,1523,1520
418,1092,1489,1413,1412
419,1016,1393,1309,1308
420,955,1311,1222,1218
421,921,1243,1151,1146
422,916,1193,1099,1092
423,903,1166,1062,1051
424,879,1153,1039,1024
425,862,1142,1033,1021
426,848,1138,1036,1023
427,837,1139,1040,1017
428,831,1164,1075,1018
429,858,1351,1287,1117
430,911,1534,1463,1238
431,962,1581,1479,1277
433,986,1582,1470,1313
434,1000,1604,1503,1406
435,998,1582,1457,1373
436,950,1482,1353,1285
437,902,1385,1258,1201
438,876,1322,1193,1149
439,874,1324,1190,1123
440,886,1335,1187,1114
441,935,1347,1191,1132
442,1002,1348,1204,1168
443,1069,1403,1242,1207
444,1115,1468,1303,1251
445,1171,1515,1361,1306
446,1199,1601,1432,1385
447,1184,1683,1545,1507
448,1184,1738,1593,1517
449,1176,1747,1592,1489
450,1148,1709,1546,1441
451,1108,1650,1481,1388
452,1075,1595,1424,1333
453,1048,1553,1386,1301
454,1028,1538,1397,1298
456,1019,1529,1403,1324
457,1014,1512,1411,1348
458,1022,1495,1423,1371
459,1035,1486,1421,1391
460,1061,1547,1427,1364
461,1125,1656,1441,1340
462,1189,1754,1516,1372
463,1239,1853,1615,1420
464,1256,1934,1730,1494
465,1258,1988,1825,1511
466,1254,2043,1881,1441
467,1232,2082,1863,1369
468,1213,2080,1804,1315
469,1202,2046,1723,1279
470,1176,1981,1640,1240
471,1135,1895,1575,1194
472,1095,1803,1515,1155
473,1051,1709,1460,1124
474,1008,1613,1401,1105
475,985,1533,1346,1089
476,991,1480,1309,1083
477,1014,1453,1302,1099
479,1044,1457,1293,1097
480,1070,1506,1307,1089
481,1140,1567,1352,1089
