height of setup:,63.32
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
122,2790,3598,3772,2218
123,3213,3843,4072,2516
124,3645,3947,4106,2641
125,3601,3784,3910,2614
126,3248,3407,3532,2532
127,2997,3060,3188,2410
129,2761,2814,2946,2357
130,2437,2647,2765,2354
131,2165,2541,2690,2365
132,2003,2467,2760,2401
133,1895,2398,2823,2405
134,1819,2324,2819,2334
135,1763,2245,2746,2228
136,1710,2162,2645,2124
137,1654,2069,2526,2040
138,1665,1982,2403,1967
139,1949,1913,2274,1889
140,2251,1885,2145,1812
141,2423,1981,2067,1759
142,2508,2086,2184,2060
143,2474,2197,2378,2229
144,2394,2205,2411,2233
145,2272,2138,2350,2204
146,2135,2047,2274,2187
147,2012,1956,2186,2166
148,1929,1887,2123,2161
149,1989,1857,2072,2138
150,2163,1902,2037,2112
152,2310,1946,2014,2090
153,2328,1926,1978,2185
154,2220,1871,2032,2651
155,2079,1872,2269,3124
156,1935,1850,2337,3295
157,1828,1806,2305,3280
158,1748,1753,2266,3131
159,1681,1699,2198,2906
160,1759,1657,2132,2668
161,1847,1614,2057,2483
162,1893,1634,1982,2362
163,1998,1731,1950,2247
164,2204,1812,1943,2132
165,2480,2003,2014,2054
166,2683,2263,2146,2008
167,2749,2416,2293,1997
168,2724,2427,2340,1968
169,2659,2344,2316,1956
170,2582,2242,2279,1974
171,2416,2154,2272,1849
172,2228,2061,2207,1705
173,2071,1983,2111,1613
175,1975,1890,1994,1527
176,2065,1892,1933,1510
177,2356,2196,1888,1548
178,2698,2538,1946,1729
179,2949,2672,1995,1994
180,3112,2684,2041,2193
181,3191,2625,2049,2370
182,3153,2560,2075,2507
183,3013,2579,2218,2412
184,2799,2588,2348,2347
185,2550,2481,2349,2242
186,2237,2244,2226,2093
187,1973,2022,2066,1940
188,1765,1854,1946,1816
189,1622,1740,1881,1721
190,1526,1666,1845,1657
191,1454,1607,1813,1618
192,1391,1557,1784,1636
193,1340,1546,1797,1593
194,1285,1521,1767,1545
195,1225,1486,1723,1503
196,1181,1445,1675,1445
197,1139,1400,1624,1389
199,1103,1359,1582,1343
200,1067,1314,1527,1287
201,1035,1262,1450,1214
202,1019,1216,1390,1151
203,1010,1179,1342,1104
204,1030,1164,1319,1097
205,1062,1156,1304,1368
206,1068,1165,1345,1604
207,1067,1205,1519,1564
208,1039,1216,1592,1473
209,1023,1220,1614,1375
210,1014,1245,1623,1313
211,1013,1275,1630,1278
212,1020,1305,1624,1251
213,1004,1294,1603,1215
214,984,1271,1570,1196
215,974,1255,1542,1193
216,973,1244,1524,1195
217,1002,1244,1541,1264
218,1059,1273,1610,1273
219,1093,1324,1643,1210
220,1096,1365,1651,1202
222,1080,1364,1633,1183
223,1049,1325,1611,1165
224,1024,1282,1583,1143
225,1035,1252,1535,1110
226,1130,1234,1482,1076
227,1304,1222,1430,1039
228,1477,1220,1390,1020
229,1698,1249,1374,1078
230,1689,1354,1385,1084
231,1633,1436,1399,1087
232,1582,1455,1412,1101
233,1511,1455,1422,1115
234,1433,1437,1413,1117
235,1363,1401,1386,1103
236,1300,1361,1352,1082
237,1244,1322,1317,1053
238,1194,1288,1280,1023
239,1129,1239,1236,995
240,1069,1197,1202,972
241,1027,1155,1169,950
242,1018,1126,1143,935
243,1141,1137,1129,953
245,1450,1366,1140,1059
246,1837,1772,1188,1159
247,2141,2025,1264,1331
248,2237,2161,1358,1383
249,2135,2233,1455,1349
250,1992,2241,1541,1308
251,1864,2175,1612,1293
252,1691,2044,1674,1258
253,1556,1930,1703,1180
254,1443,1835,1675,1113
255,1356,1737,1634,1065
256,1286,1641,1594,1039
257,1258,1591,1572,1019
258,1304,1572,1572,1005
259,1387,1603,1590,1007
260,1434,1623,1615,1069
261,1438,1605,1618,1232
262,1625,1586,1621,1348
263,1749,1572,1612,1362
264,1710,1547,1581,1311
265,1605,1515,1566,1293
266,1510,1501,1551,1255
268,1385,1460,1517,1209
269,1272,1403,1486,1170
270,1183,1353,1452,1143
271,1114,1308,1420,1091
272,1078,1261,1381,1036
273,1066,1218,1333,994
274,1075,1189,1294,963
275,1124,1175,1263,955
276,1222,1190,1246,962
277,1395,1216,1236,971
278,1563,1253,1215,984
279,1703,1344,1231,1032
280,1752,1405,1240,1066
281,1795,1471,1290,1139
282,1765,1486,1325,1302
283,1714,1507,1434,1601
284,1680,1572,1692,1743
285,1624,1621,1820,1601
286,1551,1640,1871,1512
287,1460,1630,1862,1450
288,1400,1615,1845,1396
289,1362,1609,1824,1307
291,1310,1587,1692,1167
292,1215,1485,1543,1052
293,1111,1366,1409,959
294,1065,1310,1358,911
295,1017,1244,1315,873
296,984,1196,1271,842
297,970,1162,1241,828
298,984,1150,1230,838
299,1048,1138,1215,852
300,1124,1127,1198,904
301,1126,1122,1218,1049
302,1098,1182,1313,1174
303,1037,1186,1311,1150
304,987,1158,1275,1103
305,942,1129,1240,1076
306,913,1119,1249,1053
307,875,1090,1247,972
308,845,1070,1239,908
309,812,1036,1208,863
310,798,1015,1191,848
311,809,1031,1196,864
312,843,1081,1216,880
313,868,1105,1221,856
314,871,1118,1240,876
316,862,1115,1251,920
317,856,1123,1268,959
318,836,1101,1257,970
319,823,1074,1229,961
320,811,1048,1196,947
321,805,1032,1168,938
322,804,1028,1168,957
323,811,1057,1219,1010
324,826,1096,1275,1036
325,830,1087,1275,1035
326,814,1052,1233,1008
327,796,1023,1206,973
328,786,1008,1183,944
329,774,991,1152,909
330,764,977,1118,871
331,749,955,1079,840
332,744,949,1061,865
333,742,947,1057,942
334,749,941,1067,994
335,778,963,1117,1031
336,817,1002,1180,1071
337,904,1039,1225,1078
338,955,1073,1241,1059
340,970,1091,1243,1040
341,971,1118,1241,1016
342,960,1131,1229,992
343,971,1166,1243,992
344,992,1214,1286,997
345,1005,1243,1322,1005
346,1006,1235,1300,988
347,990,1208,1263,960
348,957,1169,1229,944
349,924,1140,1219,927
350,879,1097,1192,907
351,843,1066,1179,883
352,819,1043,1167,879
353,799,1025,1157,860
354,780,1004,1141,840
355,759,976,1125,825
356,740,948,1109,815
357,731,923,1083,814
358,738,927,1075,824
359,739,931,1063,827
360,736,927,1059,844
361,729,910,1055,867
362,728,908,1071,920
364,724,909,1076,963
365,714,902,1077,949
366,706,904,1064,924
367,706,906,1054,895
368,701,897,1042,893
369,693,885,1029,898
370,695,899,1049,923
371,707,915,1060,967
372,710,928,1093,987
373,725,963,1119,960
374,721,958,1109,941
375,714,944,1080,905
376,705,926,1040,851
377,703,919,1024,822
378,702,909,1007,808
379,701,902,997,809
380,700,900,994,815
381,702,901,992,812
382,694,893,978,801
383,694,889,972,797
384,691,887,970,820
385,699,899,996,895
386,719,928,1061,1045
387,763,1011,1176,1127
388,798,1064,1239,1133
390,798,1066,1259,1101
391,798,1065,1265,1082
392,789,1066,1275,1054
393,781,1047,1264,1031
394,768,1029,1235,996
395,769,1012,1189,956
396,793,1006,1155,942
397,831,1043,1147,959
398,871,1132,1151,943
399,925,1238,1194,935
400,959,1299,1262,942
401,961,1306,1315,976
402,957,1284,1331,986
403,950,1255,1336,983
404,931,1215,1312,964
405,915,1187,1294,946
406,886,1155,1270,913
407,854,1124,1244,882
408,827,1093,1210,854
409,805,1069,1173,830
410,789,1038,1144,826
411,764,994,1116,831
412,757,978,1107,891
413,749,965,1107,955
415,741,957,1110,996
416,733,947,1097,1003
417,726,938,1088,1003
418,718,932,1089,981
419,713,923,1081,956
420,710,918,1084,953
421,714,918,1094,963
422,717,922,1114,965
423,727,961,1164,968
424,755,1010,1187,962
425,763,1028,1194,953
426,745,995,1147,906
427,730,968,1103,873
428,712,938,1069,856
429,708,922,1050,848
430,714,917,1042,856
431,730,933,1060,903
432,744,951,1085,884
433,752,964,1101,853
434,762,995,1144,876
435,767,1016,1155,877
436,767,1027,1174,897
438,762,1021,1176,905
439,757,1011,1164,902
440,753,1007,1162,910
441,753,1007,1167,930
442,753,1012,1172,942
443,746,1006,1165,934
444,750,1008,1172,890
445,763,1010,1167,857
446,759,1000,1144,840
447,746,980,1115,835
448,737,964,1099,861
449,732,965,1129,891
450,740,990,1158,860
451,727,975,1143,825
452,709,950,1116,789
453,716,958,1109,783
454,729,978,1128,800
455,719,966,1121,822
456,713,963,1112,836
457,707,966,1106,845
458,694,949,1084,854
459,694,949,1090,843
460,702,963,1104,851
462,699,946,1090,844
463,697,938,1073,836
464,692,926,1066,843
465,689,929,1071,853
466,679,914,1053,847
467,680,919,1059,852
468,698,923,1062,852
469,712,939,1080,839
470,709,943,1088,805
471,689,928,1067,753
472,696,928,1063,737
473,703,935,1060,741
474,708,936,1055,752
475,718,952,1062,773
476,712,945,1054,774
477,696,923,1038,754
478,689,918,1036,750
479,705,937,1047,741
480,710,944,1042,725
481,699,928,1018,700
482,688,910,1000,683
483,681,900,990,679
484,678,895,988,700
485,676,887,992,727
487,677,883,998,765
488,675,877,996,783
489,670,873,999,789
490,666,867,992,817
491,663,867,998,870
492,660,865,1010,855
493,655,861,1033,807
494,654,866,1049,784
495,657,868,1054,779
496,650,859,1041,773
497,636,827,1005,757
498,626,815,992,761
499,617,801,974,782
500,619,806,983,807
501,623,817,993,812
502,641,845,1005,815
503,674,880,1017,823
504,694,912,1035,850
505,712,942,1054,862
506,725,954,1058,858
507,719,946,1052,857
508,722,941,1054,841
509,727,953,1061,828
511,730,963,1066,821
512,726,962,1079,844
513,718,954,1089,871
514,723,954,1097,891
515,727,954,1103,911
516,729,950,1108,924
517,718,934,1111,919
518,719,946,1131,905
519,712,947,1113,866
520,707,941,1100,840
521,697,937,1089,788
522,682,919,1077,754
523,676,915,1074,737
524,676,909,1059,725
525,682,915,1055,727
526,700,931,1056,742
527,709,938,1061,762
528,699,916,1035,770
529,682,882,1011,807
530,667,860,1005,865
531,651,839,993,861
532,641,833,1001,852
534,644,844,1026,841
535,668,885,1060,833
536,676,911,1075,827
537,664,903,1061,812
538,649,875,1021,788
539,641,862,1004,776
540,637,853,992,783
541,641,860,997,762
542,638,858,996,736
543,648,855,997,728
544,660,868,1003,731
545,661,869,1007,733
546,662,869,1005,776
547,667,878,1018,826
548,673,890,1031,813
549,671,893,1044,806
550,676,906,1046,778
551,667,896,1031,757
552,657,882,1019,744
553,650,870,1016,749
554,644,868,1020,764
555,646,870,1004,761
556,662,888,1011,768
557,675,903,1024,774
558,679,906,1014,749
560,678,900,989,732
561,670,882,959,714
562,661,862,934,702
563,648,842,913,701
564,643,835,916,742
565,637,829,931,746
566,631,820,935,751
567,621,803,920,739
568,614,794,910,740
569,616,798,916,745
570,618,800,914,743
571,613,794,906,746
572,609,790,897,749
573,613,799,905,746
574,618,809,912,742
575,632,829,930,738
576,644,846,941,737
577,651,846,945,741
578,649,840,940,741
579,640,824,922,727
580,634,818,914,718
