height of setup:,66.24
time,value of sensor0,value of sensor1,value of sensor2,value of sensor3
348,1157,1884,2136,2192
349,1156,1896,2134,2096
351,1150,1883,2108,1981
352,1128,1834,2041,1931
353,1124,1772,1982,2004
354,1140,1717,1921,2047
355,1166,1673,1803,1959
356,1203,1631,1681,1813
357,1224,1593,1578,1679
358,1229,1566,1505,1636
359,1311,1624,1490,1703
360,1370,1714,1558,1798
361,1413,1835,1658,1847
362,1464,1964,1749,1880
363,1430,1944,1779,1904
364,1352,1871,1756,1942
365,1290,1819,1746,2011
366,1240,1778,1760,2075
367,1194,1738,1742,2148
368,1143,1681,1715,2210
369,1098,1624,1689,2245
370,1078,1604,1653,2269
371,1060,1586,1624,2273
372,1044,1558,1640,2204
374,1033,1533,1685,2059
375,1016,1506,1678,1918
376,991,1470,1623,1809
377,966,1428,1543,1717
378,950,1396,1480,1660
379,956,1384,1466,1700
380,990,1422,1525,1837
381,1032,1519,1620,1976
382,1079,1615,1710,2088
383,1153,1690,1781,2175
384,1224,1721,1790,2224
385,1238,1690,1719,2176
386,1234,1642,1623,2052
387,1226,1585,1538,1915
388,1193,1530,1487,1904
389,1142,1502,1484,1992
390,1112,1509,1495,1984
391,1100,1503,1490,1906
392,1153,1494,1513,1869
393,1259,1567,1588,1855
394,1348,1698,1675,1830
396,1420,1790,1730,1801
397,1424,1851,1750,1762
398,1419,1913,1780,1739
399,1417,1991,1838,1731
400,1386,1994,1835,1728
401,1311,1899,1776,1698
402,1258,1824,1719,1647
403,1218,1787,1693,1605
404,1197,1752,1664,1584
405,1179,1723,1680,1573
406,1171,1738,1724,1590
407,1153,1735,1727,1669
408,1126,1707,1704,1746
409,1097,1674,1666,1789
410,1074,1633,1617,1818
411,1058,1592,1579,1786
412,1062,1556,1556,1711
413,1099,1531,1548,1623
414,1191,1500,1521,1526
415,1363,1513,1509,1465
416,1483,1531,1477,1400
417,1571,1572,1487,1399
418,1574,1623,1522,1444
420,1559,1684,1575,1505
421,1536,1767,1643,1532
422,1508,1812,1659,1519
423,1468,1836,1660,1501
424,1411,1835,1645,1484
425,1347,1810,1622,1465
426,1273,1767,1587,1436
427,1220,1720,1539,1400
428,1309,1681,1496,1365
429,1489,1657,1461,1336
430,1550,1701,1459,1307
431,1600,1832,1584,1309
432,1613,1969,1714,1386
433,1562,2130,1831,1480
434,1572,2239,1919,1583
435,1592,2343,1997,1696
436,1660,2397,2141,1874
437,1708,2431,2323,2054
438,1652,2495,2465,2189
439,1567,2539,2561,2278
440,1500,2593,2594,2280
441,1470,2605,2579,2256
443,1436,2589,2528,2177
444,1352,2545,2449,2042
445,1311,2480,2354,1922
446,1281,2414,2242,1820
447,1242,2355,2138,1750
448,1216,2295,2045,1715
449,1184,2232,1964,1679
450,1186,2164,1901,1640
451,1220,2118,1854,1612
452,1234,2094,1812,1592
453,1226,2090,1811,1606
454,1245,2084,1837,1631
455,1281,2098,1879,1669
456,1310,2122,1904,1692
457,1337,2151,1911,1706
458,1396,2172,1939,1741
459,1457,2195,1945,1731
460,1485,2240,1932,1709
461,1498,2292,1962,1706
462,1487,2282,1957,1695
463,1427,2265,1892,1652
464,1345,2258,1895,1716
466,1271,2233,1984,1797
467,1226,2252,2112,1874
468,1211,2303,2216,1954
469,1226,2317,2253,2004
470,1346,2303,2251,2007
471,1443,2320,2287,2023
472,1440,2363,2399,2162
473,1495,2411,2470,2325
474,1546,2460,2454,2381
475,1543,2468,2393,2322
476,1500,2462,2350,2238
477,1435,2454,2309,2149
478,1397,2433,2284,2083
479,1357,2413,2261,2043
480,1255,2358,2185,1967
481,1174,2334,2127,1922
